canonical_item_code	standard_item_name	standard_sku_name	minimal_required_specs	standard_uom	source_uoms	unit_resolution	brand	aliases	removed_default_fields	default_fill_basis	merged_from_item_codes	merged_count	merge_reasons	governance_reasons	target
SPARE-000003	插销	插销 4寸 不锈钢 带锁	材质：不锈钢；规格/口径：4寸；功能：带锁	个	个	来源单位一致		不锈钢插销带锁；插销		原始缺失尺寸，根据常见规格推断为4寸；带锁已保留	SPARE-000003	1	带锁功能不同，单独一组	保留材质、带锁功能，推断尺寸	清洁办公后勤/门窗五金/插销
HW-LOCK-000013	锁扣	不锈钢锁扣	材质：不锈钢	套	套	来源单位一致		不锈钢锁扣；不锈钢外门锁扣；锁扣		尺寸缺失，未补齐，仅保留材质	HW-LOCK-000013；HW-LOCK-000015；METAL-000006	3	材质相同且关键规格尺寸缺失，疑似同一物料	材质唯一，尺寸缺失，统一生成不锈钢锁扣，单位统一为套；材质唯一，尺寸缺失，统一生成不锈钢锁扣，原单位个调整为套	清洁办公后勤/门窗五金/锁扣
MAT-000002	窗帘拉链	窗帘拉链 2米	规格/长度：2米；材质：塑料	套	套	来源单位一致		窗帘架拉链	类型：拉链/配件；适配对象：窗帘架	原始缺失长度和材质，按常见窗帘拉链采购规格推断为2米塑料拉链	MAT-000002	1		原始信息残缺，按行业常规补全长度和材质，删除冗余分类描述	清洁办公后勤/门窗五金/窗帘拉链
MAT-000064	窗帘支架	窗帘支架 通用型	材质：金属；安装方式：壁装	套	套	来源单位一致			用途：窗帘	原始缺失长度和材质，按常见通用窗帘支架推断为金属材质、壁装安装。长度按通用型处理。	MAT-000064	1		删除冗余用途字段，保留材质和安装方式作为最小关键规格；长度缺失，以通用型代替。	清洁办公后勤/门窗五金/窗帘支架
MAT-000115	闭门器	闭门器 中型	规格：中型	个	个	来源单位一致		闭门器		原始无规格描述，按常见中型闭门器补齐	MAT-000115	1		无规格，补齐为中型闭门器；单位统一为个	清洁办公后勤/门窗五金/闭门器
SPARE-000006	闭门器	闭门器 大号	规格：大号	个	个	来源单位一致		闭门器大；闭门器		原始规格为'大'，按大号补齐；原始规格为'大号'，沿用	SPARE-000006；SPARE-000043	2	与SPARE-000043标准SKU名、规格、单位一致；与SPARE-000006标准SKU名、规格、单位一致	规格由'大'规范为'大号'，单位从套改为个；规格与SPARE-000006一致，建议合并	清洁办公后勤/门窗五金/闭门器
HW-LOCK-000009	门锁	门锁 不锈钢 防盗门	材质：不锈钢；适用场景：防盗门	个	个	来源单位一致		防盗门锁不锈钢；防盗门锁	适配对象：防盗门（与用途重复，已合并到适用场景）	缺失锁体规格和开向，无法补齐	HW-LOCK-000009	1		保留材质和用途，删除重复的适配对象字段，单位保留原个	清洁办公后勤/门窗五金/门锁
HW-LOCK-000001	门锁	门锁 办公室门	适用场景：办公室门	个	个	来源单位一致		办公室门锁；门锁		缺失材质和锁体规格，无法推断，需采购确认	HW-LOCK-000001	1		保留用途字段，单位保留原个，建议统一为把但未修改	清洁办公后勤/门窗五金/门锁
HW-LOCK-000008	门锁	门锁 大门	适用场景：大门	把	把	来源单位一致		大门锁；门锁		缺失材质和锁体规格，无法推断，需采购确认	HW-LOCK-000008	1		保留用途字段，单位把合理	清洁办公后勤/门窗五金/门锁
HW-LOCK-000016	门锁	门锁 铝合金 断桥铝门	材质：铝合金；适用场景：断桥铝门	套	套	来源单位一致		铝合金断桥铝门锁；门锁	类型：门锁（冗余，三级名称已是门锁）	缺失锁体规格，无法补齐	HW-LOCK-000016	1		保留材质和适配对象，删除冗余的类型字段，单位保留原套	清洁办公后勤/门窗五金/门锁
METAL-000129	门吸	门吸 304不锈钢 140mm	材质：304不锈钢；长度：140mm	付	付	来源单位一致		304不锈钢门柱吸	类型：门柱吸/门吸	长度缺失，按常见门吸规格补齐140mm	METAL-000129	1		保留材质和长度关键规格，删除冗余类型描述，补齐默认长度140mm	清洁办公后勤/门窗五金/门吸
WELD-000016	减压表	减压表 乙炔	适用气体：乙炔；接口：左旋G1/2	个	个	来源单位一致		乙炔表；乙炔减压表	类型：压力表/减压表；类型：减压表	接口按常见乙炔减压表标准填充为左旋G1/2；单位从'个'保持不变；单位从'只'统一为'个'	WELD-000016；WELD-000042；WELD-000046	3	与WELD-000042、WELD-000046适用气体、接口相同，疑似重复；与WELD-000016、WELD-000046适用气体、接口相同，疑似重复；与WELD-000016、WELD-000042适用气体、接口相同，疑似重复	保留适用气体和接口（左旋），删除类型描述；保留适用气体和接口（左旋）；保留适用气体和接口，删除类型	焊接切割/气体减压附件/减压表
WELD-000015	减压表	减压表 二氧化碳	适用气体：二氧化碳；接口：G5/8	个	个	来源单位一致		二氧化碳表；二氧化碳减压表	类型：压力表/减压表	接口按常见二氧化碳减压表标准填充为G5/8；单位从'个'保持不变	WELD-000015；WELD-000021	2	与WELD-000021适用气体、接口相同，疑似重复；与WELD-000015适用气体、接口相同，疑似重复	保留适用气体和接口，删除类型描述；保留适用气体和接口，无多余字段可删除	焊接切割/气体减压附件/减压表
WELD-000017	减压表	减压表 氧气	适用气体：氧气；接口：G5/8	个	个	来源单位一致		氧气表；氧气减压表	类型：压力表/减压表；类型：减压表	接口按常见氧气减压表标准填充为G5/8；单位从'个'保持不变；单位从'只'统一为'个'	WELD-000017；WELD-000022；WELD-000055	3	与WELD-000022、WELD-000055适用气体、接口相同，疑似重复；与WELD-000017、WELD-000055适用气体、接口相同，疑似重复；与WELD-000017、WELD-000022适用气体、接口相同，疑似重复	保留适用气体和接口，删除类型描述；保留适用气体和接口；保留适用气体和接口，删除类型	焊接切割/气体减压附件/减压表
TOOL-000246	减压表	减压表 氩气	适用气体：氩气；接口：G5/8	个	个	来源单位一致		氩气表；氩气减压表	类型：减压表	接口按常见氩气减压表标准填充为G5/8；单位从'只'统一为'个'	TOOL-000246	1		保留适用气体和接口作为关键规格，删除多余的'类型'字段	焊接切割/气体减压附件/减压表
WELD-000059	减压阀	减压阀 氧气	介质：氧气；接口：G5/8	只	只	来源单位一致		氧气减压阀	类型：减压阀	接口缺失，根据常见工业氧气减压阀接口推断为G5/8，需后续确认。	WELD-000059	1		保留介质和接口作为最小关键规格，删除冗余类型字段，别名放入aliases。	焊接切割/气体减压附件/减压阀
TOOL-000333	减压阀总成	二氧化碳减压阀总成 G5/8	介质：二氧化碳；接口：G5/8	套	套	来源单位一致		二氧化碳减压阀总成	类型：减压阀总成	原始缺失接口规格，选用最常见的二氧化碳减压阀总成接口G5/8	TOOL-000333	1		根据介质和常见接口生成标准SKU，删除默认类型字段	焊接切割/气体减压附件/减压阀总成
PIPE-000172	气管接头	气管接头 8mm	规格/口径：8mm	个	个	来源单位一致		8厘氧气管接头；氧气管接头		原始规格为8厘，转换为标准单位mm	PIPE-000172	1		仅保留规格口径作为关键字段，连接形式和材质缺失未补充，由采购后续确认。	焊接切割/气体减压附件/气管接头
PIPE-000473	气体软管	气体软管 乙炔 内径8mm	介质：乙炔；内径：8mm；长度：30m；压力等级：0.5MPa	卷	卷	来源单位一致		乙炔管；乙炔软管		内径、长度、压力等级为常见规格，内径8mm、长度30m、压力0.5MPa为乙炔软管常用值	PIPE-000473	1		缺失关键规格，根据常见规格合理推断补齐；介质乙炔必须保留以区分氧气软管	焊接切割/气体减压附件/气体软管
PIPE-000472	气体软管	气体软管 氧气 内径8mm	介质：氧气；内径：8mm；长度：30m；压力等级：1.0MPa	卷	卷	来源单位一致		氧气管；氧气软管		内径、长度、压力等级为常见规格，内径8mm、长度30m、压力1.0MPa为氧气软管常用值	PIPE-000472	1	与WELD-000043推断规格一致，介质、内径、长度、压力等级相同	缺失关键规格，根据常见规格合理推断补齐；介质氧气必须保留以区分乙炔软管	焊接切割/气体减压附件/气体软管
WELD-000043	气体软管	气体软管 氧气 内径8mm	介质：氧气；长度：30m；内径：8mm；压力等级：1.0MPa	卷	卷	来源单位一致		30米国标红色氧气管；氧气胶管	颜色：红色；执行标准：国标；管体类型：胶管	内径和压力等级缺失，根据常见规格推断为内径8mm、压力1.0MPa；长度取自原始数据	WELD-000043	1	与PIPE-000472推断规格一致，介质、内径、长度、压力等级相同；颜色、标准、类型为非关键字段	保留介质和长度；删除颜色、标准、胶管类型等非关键字段；补齐内径和压力	焊接切割/气体减压附件/气体软管
WELD-000053	气体软管	气体软管 氧气乙炔双联 内径8mm	介质：氧气+乙炔；管型：双联；内径：8mm；长度：30m；压力等级：0.5MPa	卷	卷	来源单位一致		氧气 乙炔管；氧气乙炔管		内径、长度、压力等级为常见规格，内径8mm、长度30m、压力0.5MPa为常用双联管规格；管型根据介质组合推断为双联	WELD-000053	1		介质组合为氧气+乙炔，必须保留并注明双联管形式，以区别于单介质软管	焊接切割/气体减压附件/气体软管
WELD-000019	割嘴	割嘴 100型	规格：100型	个	个	来源单位一致		100型切割嘴；切割嘴			WELD-000019	1		保留规格100型，无其他规格字段，按原始信息生成标准名称。	焊接切割/焊割工具/割嘴
WELD-000006	割嘴	割嘴 30号	规格：30号	个	个	来源单位一致		30号割嘴；割嘴			WELD-000006	1		保留规格30号，无其他规格字段，按原始信息生成标准名称。	焊接切割/焊割工具/割嘴
WELD-000065	割嘴	割嘴 G01-100 2号	型号：G01-100；规格：2号	个	个	来源单位一致		割咀G01-100型2号；割嘴			WELD-000065	1		保留型号和规格，单位由只统一为个。	焊接切割/焊割工具/割嘴
WELD-000031	割嘴	割嘴 乙炔	适用气体：乙炔	个	个	来源单位一致		乙炔割嘴	类型：割嘴		WELD-000031	1		保留适用气体乙炔，删除默认类型字段。	焊接切割/焊割工具/割嘴
PIPE-000476	软管卡箍	软管卡箍 8mm	管径：8mm；材质：镀锌钢	只	只	来源单位一致		氧气 乙炔管卡箍；气体软管卡箍	适配对象：氧气/乙炔管；类型：卡箍	管径按8mm常见规格补齐；材质按镀锌钢常见规格补齐	PIPE-000476	1		缺失管径和材质，按常用规格补齐；删除默认用途和形态描述	焊接切割/气体减压附件/软管卡箍
WELD-000062	检测表	乙炔检测表	介质：乙炔；量程：0-0.25MPa；精度：1.6级	只	只	来源单位一致		乙炔检测表	类型：检测表	量程和精度按常见乙炔检测表补齐：量程0-0.25MPa，精度1.6级	WELD-000062	1		缺失量程和精度，按常见采购规格补齐；保留介质和基本规格，删除冗余类型字段。	焊接切割/气体减压附件/检测表
WELD-000066	压力表	乙炔压力表 0-2.5MPa	介质：乙炔；量程：0-2.5MPa；接口：M20×1.5	只	只	来源单位一致		乙炔表；乙炔压力表		量程和接口缺失，按常见乙炔压力表规格0-2.5MPa、M20×1.5合理推断	WELD-000066	1		原始规格缺失关键字段量程和接口，按行业常见乙炔压力表补齐，保留介质字段避免买错气体类型	焊接切割/气体减压附件/压力表
WELD-000018	割炬	割炬 100型	型号：100型	把	把	来源单位一致		100型割炬；割炬		长度推断为标准长度	WELD-000018	1		原始仅规格100型，无长度，标准；无品牌。	焊接切割/焊割工具/割炬
WELD-000054	割炬	割炬 100型 长款	型号：100型；长度：长款	把	把	来源单位一致		割枪100型长款；割枪			WELD-000054	1		原始有型号和长度长款，保留；别名合并。	焊接切割/焊割工具/割炬
WELD-000060	割炬	割炬 100型 长款 不锈钢	型号：100型；长度：长款；材质：不锈钢	把	把	来源单位一致	华凌	华凌加长型100#不锈钢割枪；不锈钢割枪		型号100#统一为100型，加长型统一为长款。	WELD-000060	1		原始有品牌、型号、材质、加长型，均保留；加长型规格化为长款；型号规格化为100型。	焊接切割/焊割工具/割炬
WELD-000005	割炬	割炬 30号	型号：30号	把	把	来源单位一致		30号割枪；割枪		长度推断为标准长度	WELD-000005	1		原始仅规格30号，无长度，推断为标准长度；无品牌；别名合并。	焊接切割/焊割工具/割炬
WELD-000010	导电嘴	导电嘴 1.2×45	孔径：1.2mm；长度：45mm	个	个	来源单位一致		铜导电嘴45*12；铜导电嘴；二氧化碳导电嘴；导电嘴	材质：铜；适用焊接方式：二氧化碳焊	原始规格45*12推断为孔径1.2mm长度45mm；根据常见二氧化碳焊导电嘴规格推断为孔径1.2mm长度45mm	WELD-000010；WELD-000020	2	standard_sku_name和minimal_required_specs一致	保留孔径和长度，删除默认的材质；缺失规格，按常见规格补齐	焊接切割/焊机配件/导电嘴
TOOL-000272	碳弧气刨枪套装	碳弧气刨枪套装 2米线	线长：2米	套	套	来源单位一致		碳弧气刨枪带2米线；碳弧气刨枪套装	类型：碳弧气刨枪	原始输入缺失电流等规格，按线长2米创建SKU	TOOL-000272	1		保留线长作为关键规格，删除冗余的类型描述	焊接切割/焊割工具/碳弧气刨枪套装
TOOL-000268	喷火枪	喷火枪 丁烷气	燃气类型：丁烷；接口：卡式	把	把	来源单位一致		喷火枪；多功能喷火枪	类型：喷火枪（冗余）；功能：多功能（冗余）；单位：个（统一为把）	因缺失燃气类型和接口，按最常用丁烷卡式喷火枪补齐；单位由个统一为把	TOOL-000268；WELD-000023	2	两个SKU均缺失具体规格，经推断标准名称相同	删除冗余类型字段，补齐常见规格；删除冗余功能描述，统一单位	焊接切割/焊割工具/喷火枪
WELD-000008	电焊钳	电焊钳 500A	额定电流：500A	把	把	来源单位一致		500A电焊钳；电焊钳		单位由‘支’统一为‘把’，因为电焊钳常用单位是把。	WELD-000008；WELD-000014；WELD-000040	3	与WELD-000014、WELD-000040标准SKU名、最小关键规格相同，单位统一后一致，疑似重复。；与WELD-000008、WELD-000040标准SKU名、最小关键规格相同，单位统一后一致。；与WELD-000008、WELD-000014标准SKU名、最小关键规格相同，单位统一后一致。	原始单位把，额定电流500A。与同电流其他SKU标记合并。；原始单位支，统一为把；额定电流500A。标记合并。；原始单位把，额定电流500A。标记合并。	焊接切割/焊割工具/电焊钳
TOOL-000264	电焊钳	电焊钳 600A	额定电流：600A	把	把	来源单位一致		电焊钳600A；电焊钳			TOOL-000264	1		原始有额定电流600A，单位把，保留为核心规格。aliases保留。	焊接切割/焊割工具/电焊钳
WELD-000009	电焊钳	电焊钳 800A	额定电流：800A	把	把	来源单位一致		800A电焊钳；电焊钳			WELD-000009；WELD-000041	2	与WELD-000041标准SKU名、最小关键规格相同，疑似重复。；与WELD-000009标准SKU名、最小关键规格相同。	原始单位把，额定电流800A。与同电流其他SKU标记合并。；原始单位把，额定电流800A。标记合并。	焊接切割/焊割工具/电焊钳
WELD-000026	电焊机	电焊机 200A	额定电流：200A；配置：含焊线	套	套	来源单位一致		电焊机含线；电焊机套装		额定电流200A为常见家用焊机规格，原始缺失；配置含焊线来自原始required_specs字段	WELD-000026	1		原始缺失型号、功率、电压等规格；根据常见焊机推断额定电流200A；保留配置含焊线作为关键规格	焊接切割/焊接设备/焊机（候选）/电焊机
WELD-000025	焊枪	焊枪 2000W	适用材料：塑料；功率：2000W	套	套	来源单位一致		塑料焊枪	热源类型：热风（默认）；电压：220V（默认）	功率按常见塑料焊枪规格推断为2000W；热源类型和电压按行业默认补全	WELD-000025	1		原始缺失功率、热源类型和电压，按常见规格补齐功率并删除默认字段；适用材料保留为最小关键规格	焊接切割/焊割工具/焊枪
WELD-000024	二保焊绝缘套	二保焊绝缘套 500A	规格：500A	个	个	来源单位一致		二保焊绝缘套	用途：二保焊；类型：绝缘套	缺失型号，按常见采购口径填充为500A	WELD-000024	1		保留规格字段并填充默认型号，删除通用描述字段	焊接切割/焊机配件/二保焊绝缘套
WELD-000058	焊机分流器	焊机分流器 350型	适配机型：350型二保焊机；材质：陶瓷型	只	只	来源单位一致		350型二保焊机分流器陶瓷型；二保焊机分流器	部件：分流器		WELD-000058	1		保留适配机型与材质作为关键规格；删除冗余部件描述。	焊接切割/焊机配件/焊机分流器
WELD-000057	焊机分流器	焊机分流器 500型	适配机型：500型二保焊机；材质：陶瓷型	只	只	来源单位一致		500型二保焊机分流器陶瓷型；二保焊机分流器	部件：分流器		WELD-000057	1		保留适配机型与材质作为关键规格；删除冗余部件描述。	焊接切割/焊机配件/焊机分流器
WELD-000003	等离子割嘴	等离子割嘴 P80	型号：P80	个	个	来源单位一致		P80等离子割嘴；等离子割嘴	类型：割嘴		WELD-000003	1		保留型号P80作为关键规格，类型因与物料名称重复且行业默认而删除。	焊接切割/焊机配件/等离子割嘴
TOOL-000294	焊机地线夹	焊机地线夹 500A	额定电流：500A	个	个	来源单位一致		500A地线夹；地线夹；电焊机接线夹；焊机地线夹	类型：地线夹；适配设备：电焊机（隐含）；类型：接线夹；适配设备：电焊机；适配设备：焊机	缺失额定电流，按常见500A补全	TOOL-000294；WELD-000048；WELD-000063	3	standard_sku_name和minimal_required_specs相同，疑似同一物料的不同历史编码	保留额定电流500A，删除默认类型和适配设备，单位统一为个；补全额定电流为500A，删除默认类型和适配设备，单位统一为个	焊接切割/焊机配件/焊机地线夹
WELD-000007	碳棒	碳棒 6mm×355mm	直径：6mm；长度：355mm	支	支	来源单位一致		碳棒6MM；碳棒	材质：碳	长度未提供，按碳棒行业常用规格推断为355mm	WELD-000007	1		直径保留，长度推断，材质为行业默认删除	焊接切割/焊材/碳棒
WELD-000049	碳棒	碳棒 8mm×355mm	直径：8mm；长度：355mm	盒	盒	来源单位一致		碳棒8mm；碳棒	材质：碳	长度未提供，按碳棒行业常用规格推断为355mm	WELD-000049	1		直径保留，长度推断，材质为行业默认删除	焊接切割/焊材/碳棒
WELD-000056	焊条	不锈钢焊条 2.5mm	材质：不锈钢；直径：2.5mm	千克	千克	来源单位一致		不锈钢焊条Φ2.5；不锈钢焊条	材质/牌号按规格字段维护说明	单位统一为千克	WELD-000056	1		保留材质和直径	焊接切割/焊材/焊条
WELD-000037	焊条	焊条 2.5mm 20kg	直径：2.5mm；包装重：20kg	千克	千克	来源单位一致		2.5焊条20公斤；焊条	材质/牌号按规格字段维护说明	单位统一为千克，保留原始包装重量	WELD-000037	1		保留直径和包装重量	焊接切割/焊材/焊条
WELD-000011	焊条	焊条 3.2mm	直径：3.2mm	千克	千克	来源单位一致		3.2焊条；3.2电焊条；焊条	材质/牌号按规格字段维护说明	缺失牌号，默认不补，仅保留直径	WELD-000011；WELD-000044	2	相同直径3.2mm，均无牌号，可合并	仅保留直径，缺失牌号未补；仅保留直径，与WELD-000011重复	焊接切割/焊材/焊条
WELD-000038	焊条	焊条 3.2mm 20kg	直径：3.2mm；包装重：20kg	千克	千克	来源单位一致		3.2焊条20公斤；焊条	材质/牌号按规格字段维护说明	单位统一为千克，保留原始包装重量	WELD-000038	1		保留直径和包装重量	焊接切割/焊材/焊条
WELD-000013	焊条	焊条 4.0mm	直径：4.0mm	千克	千克	来源单位一致		4.0电焊条；焊条	材质/牌号按规格字段维护说明	缺失牌号，默认不补，仅保留直径	WELD-000013	1		仅保留直径	焊接切割/焊材/焊条
WELD-000051	焊条	焊条 422 2.5mm	牌号：422；直径：2.5mm	千克	千克	来源单位一致	大西洋	大西洋422型2.5焊条；焊条	材质/牌号按规格字段维护说明	单位统一为千克	WELD-000051	1		保留品牌、牌号、直径	焊接切割/焊材/焊条
WELD-000052	焊条	焊条 422 3.2mm	牌号：422；直径：3.2mm	千克	千克	来源单位一致	大西洋	大西洋422型3.2焊条；焊条；碳钢焊条	材质/牌号按规格字段维护说明	单位统一为千克	WELD-000052；WELD-000064	2	相同品牌、牌号、直径，与WELD-000064重复；相同品牌、牌号、直径，与WELD-000052重复	保留品牌、牌号、直径；保留品牌、牌号、直径，与WELD-000052重复	焊接切割/焊材/焊条
WELD-000012	焊条	焊条 5.0mm	直径：5.0mm	千克	千克	来源单位一致		5.0电焊条；焊条	材质/牌号按规格字段维护说明	缺失牌号，默认不补，仅保留直径	WELD-000012	1		仅保留直径	焊接切割/焊材/焊条
WELD-000004	焊条	焊条 507 3.2mm	牌号：507；直径：3.2mm	千克	千克	来源单位一致		507*3.2焊条；焊条	材质/牌号按规格字段维护说明		WELD-000004	1		保留已知牌号和直径，去除无效说明	焊接切割/焊材/焊条
WELD-000002	焊机快速接头	焊机快速接头 35-50	规格/口径：35-50	个	个	来源单位一致		35-50电焊快速接头；电焊快速接头			WELD-000002	1		规格35-50明确，单位统一为个（原套）。	焊接切割/焊机配件/焊机快速接头
WELD-000032	焊机快速接头	焊机快速接头 50	规格/口径：50	个	个	来源单位一致		焊机快连接头；焊机快速接头		根据常见焊机快速接头规格，推断为规格50（电缆截面50平方毫米）。	WELD-000032	1		原始缺失规格，按常见规格补齐；单位统一为个（原个）。	焊接切割/焊机配件/焊机快速接头
WELD-000001	焊丝	焊丝 998 1.2mm	牌号：998；直径：1.2mm	KG	KG	来源单位一致		998高强度耐磨焊丝；耐磨焊丝	特性：高强度耐磨	原始缺失直径，按常见耐磨焊丝典型直径1.2mm补齐	WELD-000001	1		牌号998为关键区分项，保留；直径缺失但按常见规格补齐；特性描述删除，不影响采购判断	焊接切割/焊材/焊丝
WELD-000047	焊枪线缆套装	焊枪线缆套装 500型 5米	型号：500型；线长：5米	套	套	来源单位一致		500型5米线带焊枪；焊枪线缆套装	包含：焊枪		WELD-000047	1		型号和线长为关键规格，保留；删除冗余说明'包含：焊枪'。	焊接切割/焊机配件/焊枪线缆套装
WELD-000039	药芯焊丝	药芯焊丝 1.2mm	直径：1.2mm；牌号：E71T-1；包装重量：15kg/盘	盘	盘	来源单位一致	大西洋	1.2药芯焊丝；药芯焊丝；大西洋药芯焊丝1.2	类型：药芯焊丝；类型：药芯	牌号、包装重量缺失，按常见药芯焊丝默认E71T-1、15kg/盘；品牌信息从别名获取	WELD-000039；WELD-000045	2	直径、牌号、包装重量相同，品牌差异不参与唯一SKU判断	规格缺失，补齐牌号、包装重量；删除默认类型；品牌放入brand字段	焊接切割/焊材/药芯焊丝
TOOL-000240	吹尘枪	吹尘枪 1/4英寸	接口：1/4英寸	把	把	来源单位一致	世达	世达吹尘枪；吹尘枪	类型：吹尘枪	接口规格缺失，按常见采购口径1/4英寸补齐	TOOL-000240	1		保留接口规格，删除冗余类型字段，补齐常用接口尺寸。	电动气动工具/气动工具/吹尘枪
TOOL-000289	钻夹头钥匙	钻夹头钥匙 1.5-13mm	适配夹头规格：1.5-13mm	把	把	来源单位一致		电钻夹头钥匙		原始规格缺失，按常见电钻夹头钥匙规格1.5-13mm填补	TOOL-000289	1		原始数据缺失适配夹头规格，按常见规格填补；别名保留；无默认删除字段	电动气动工具/工具附件/钻夹头钥匙
TOOL-000195	气动扳手	气动扳手 1寸	规格/接口：1寸	个	个	来源单位一致		1寸气动扳手；气动扳手；大气动扳手		原始规格'大号'模糊，根据常见规格和同组1寸规格推断为1寸	TOOL-000195；TOOL-000200	2	标准SKU名和最小关键规格相同，单位统一后一致	保留规格1寸，单位保留个；模糊规格'大号'统一为1寸，单位从台改为个	电动气动工具/气动工具/气动扳手
TOOL-000319	钻夹头	钻夹头 自紧 0.3-16 B18	夹持范围：0.3-16；接口：B18；结构：自紧	个	个	来源单位一致	马牌	马牌自紧钻夹头0.3-16B18；自紧钻夹头			TOOL-000319	1		核心规格夹持范围、接口、结构自紧决定采购正确性，品牌单独保留，别名不混入规格	电动气动工具/工具附件/钻夹头
TOOL-000305	碳刷	碳刷 43#	规格：43#	副	副	来源单位一致		碳刷43#；碳刷			TOOL-000305	1		保留规格编号作为关键标识	电动气动工具/工具附件/碳刷
TOOL-000304	碳刷	碳刷 900#	规格：900#	副	副	来源单位一致		碳刷900#；碳刷			TOOL-000304	1		保留规格编号作为关键标识	电动气动工具/工具附件/碳刷
TOOL-000189	碳刷	碳刷 电镐	适用设备：电镐	副	副	来源单位一致		电镐碳刷		根据governance_note推定，以适配设备作为关键规格	TOOL-000189	1		保留适配设备以区分碳刷型号，缺失具体尺寸但设备信息足够初步采购判断	电动气动工具/工具附件/碳刷
TOOL-000266	批头套装	批头套装 十字	头型：十字	套	套	来源单位一致	世达	世达十字批头套装；十字批头套装	配置：套装		TOOL-000266	1		保留头型字段，删除配置：套装（行业默认），品牌放入brand字段，aliases保留原始别名。	电动气动工具/工具附件/批头套装
TOOL-000206	切割机防护罩	切割机防护罩 400型	适配设备：400切割机	个	个	来源单位一致		400切割机防护罩；切割机防护罩	部件：防护罩	适配设备直接使用原规格，未填充其他字段	TOOL-000206	1		原规格中适配设备是关键区分属性，保留；部件描述与物料名重复，删除；材质缺失但未强制填写，按常见采购口径保留最小规格	电动气动工具/工具附件/切割机防护罩
TOOL-000067	风镐	风镐 G150	型号：G150	台	台	来源单位一致		G150风镐；风镐			TOOL-000067	1		型号已足够区分采购需求，工作压力等非最小关键字段	电动气动工具/气动工具/风镐
TOOL-000238	角磨机	角磨机 交流 220V	供电方式：交流；电压：220V；砂轮片直径：100mm	台	台	来源单位一致	东城	东城角磨机；角磨机	类型：角磨机（由物料名称隐含）；供电/套装配置按规格字段维护（元数据）	供电方式推断为交流（未写锂电）；电压220V为常见有线角磨机标准；砂轮片直径100mm为常见规格	TOOL-000238	1		保留供电方式、电压、砂轮片直径作为关键区分；删除冗余类型和元数据字段	电动气动工具/电动工具/角磨机
TOOL-000254	角磨机	角磨机 锂电池 20V 套装	供电方式：锂电池；电压：20V；砂轮片直径：100mm；配置：二电一充	台	台	来源单位一致	东成	东成锂电角磨机二电一充；锂电角磨机套装	类型：角磨机（由物料名称隐含）；供电/套装配置按规格字段维护（元数据）	电压20V根据东成常见锂电角磨机型号推断；砂轮片直径100mm为常见规格；配置信息来自原始输入	TOOL-000254	1		保留供电方式、电压、砂轮片直径和配置作为关键区分；删除冗余类型和元数据字段	电动气动工具/电动工具/角磨机
TOOL-000027	角磨机	角磨机 锂电池 21V	供电方式：锂电池；电压：21V；砂轮片直径：100mm	台	台	来源单位一致	大艺	大艺锂电池角磨机；锂电池角磨机；锂电角磨机	类型：角磨机（由物料名称隐含）；动力字段归一化为供电方式；供电/套装配置按规格字段维护（元数据）；供电字段归一化为供电方式	电压21V根据大艺常见锂电角磨机型号推断；砂轮片直径100mm为常见规格	TOOL-000027；TOOL-000040	2	与大艺另一锂电角磨机TOOL-000040关键规格完全相同，疑似重复；与大艺另一锂电角磨机TOOL-000027关键规格完全相同，疑似重复	保留供电方式、电压、砂轮片直径作为关键区分；删除冗余类型和元数据字段	电动气动工具/电动工具/角磨机
PIPE-000004	热熔机	热熔机 20-63mm	适用口径：20-63mm	台	台	来源单位一致		PPR热熔机；热熔机		根据常见PPR热熔机规格，推断适用口径为20-63mm	PIPE-000004；PIPE-000114	2	相同standard_sku_name和minimal_required_specs，单位需统一	原始规格中''为误写，已删除；缺失型号和口径，按常见规格推断；单位从'个'统一为'台'；缺失口径和功率，按常见规格推断；单位从'台'保持不变	电动气动工具/电动工具/热熔机
TOOL-000007	电钻	电钻	规格：通用	台	台	来源单位一致		锂电池电钻；电钻；充电电钻；大功率锂电钻；锂电钻	供电：锂电池；动力：锂电池；供电：充电	后处理补齐：原输出最小规格为空，按初始物料清单口径设为规格：通用	TOOL-000007；TOOL-000096；TOOL-000099	3	规格缺失导致标准SKU相同	删除默认供电字段，品牌电压缺失，作为初始通用SKU；后处理补齐：原输出最小规格为空，按初始物料清单口径设为规格：通用	电动气动工具/电动工具/电钻
TOOL-000026	电钻	电钻 21V	电压：21V；品牌：大艺	台	台	来源单位一致	大艺	21V大艺锂电池电钻；锂电池电钻	供电：锂电池；动力：锂电池		TOOL-000026	1		保留电压和品牌关键规格，删除默认供电字段	电动气动工具/电动工具/电钻
TOOL-000292	电钻	电钻 二电一充	品牌：东成；配置：二电一充	台	台	来源单位一致	东成	东成锂电手电钻二电一充；锂电手电钻套装	供电：锂电		TOOL-000292	1		保留品牌和配置关键规格，删除默认供电字段	电动气动工具/电动工具/电钻
