issue_type	scope	item_code	type_id	classification_key	detail	severity
missing_required_specs	sku	PIPE-000196	MT-364B0BBABC38	液压气动|液压接头|堵头	nominal_diameter,压力等级,螺纹,连接	high
human_confirmation_required	sku	PIPE-000196	MT-364B0BBABC38	液压气动|液压接头|堵头	高风险分类:液压气动	medium
human_confirmation_required	sku	PIPE-000197	MT-34BBF5984EE4	液压气动|高压油管/胶管|高压树脂管	高风险分类:液压气动	medium
human_confirmation_required	sku	PIPE-000198	MT-790A2BE15A13	液压气动|气动接头|直通接头	高风险分类:液压气动	medium
human_confirmation_required	sku	PIPE-000199	MT-790A2BE15A13	液压气动|气动接头|直通接头	高风险分类:液压气动	medium
human_confirmation_required	sku	PIPE-000200	MT-790A2BE15A13	液压气动|气动接头|直通接头	高风险分类:液压气动	medium
human_confirmation_required	sku	PIPE-000201	MT-6DB9B0D9465A	液压气动|气动接头|弯头接头	高风险分类:液压气动	medium
human_confirmation_required	sku	PIPE-000202	MT-6DB9B0D9465A	液压气动|气动接头|弯头接头	高风险分类:液压气动	medium
human_confirmation_required	sku	PIPE-000203	MT-6DB9B0D9465A	液压气动|气动接头|弯头接头	高风险分类:液压气动	medium
missing_required_specs	sku	PIPE-000204	MT-9139DE466C12	液压气动|气动接头|三通接头	类型,适用气管	high
human_confirmation_required	sku	PIPE-000204	MT-9139DE466C12	液压气动|气动接头|三通接头	高风险分类:液压气动	medium
human_confirmation_required	sku	PIPE-000205	MT-9139DE466C12	液压气动|气动接头|三通接头	高风险分类:液压气动	medium
human_confirmation_required	sku	PIPE-000206	MT-9139DE466C12	液压气动|气动接头|三通接头	高风险分类:液压气动	medium
human_confirmation_required	sku	PIPE-000207	MT-718C6968AB68	液压气动|液压接头|接头夹	高风险分类:液压气动	medium
missing_required_specs	sku	PIPE-000208	MT-2E601099ECB7	管材管件阀门|弯头|弯头	material,壁厚,接口,特征,角度,连接	high
missing_required_specs	sku	PIPE-000209	MT-65EDECEFA943	管材管件阀门|直接/接头|直接/直通	length,结构	high
missing_required_specs	sku	PIPE-000210	MT-34EC6C6B77DF	定制加工件|定制管路件|管加工件	加工内容,壁厚	high
missing_required_specs	sku	PIPE-000211	MT-65EDECEFA943	管材管件阀门|直接/接头|直接/直通	length,接口,结构	high
missing_required_specs	sku	PIPE-000212	MT-A0C2DB7D99C4	管材管件阀门|管材|直管	特征	high
missing_required_specs	sku	PIPE-000213	MT-2E601099ECB7	管材管件阀门|弯头|弯头	nominal_diameter,surface_treatment,壁厚,接口,特征,角度,连接	high
missing_required_specs	sku	PIPE-000215	MT-65EDECEFA943	管材管件阀门|直接/接头|直接/直通	length,结构	high
missing_required_specs	sku	PIPE-000216	MT-4AAF5C819445	液压气动|液压接头|弯头接头	特征	high
human_confirmation_required	sku	PIPE-000216	MT-4AAF5C819445	液压气动|液压接头|弯头接头	高风险分类:液压气动	medium
human_confirmation_required	sku	PIPE-000217	MT-DB7242EB7AE9	液压气动|高压油管/胶管|高压钢丝软管	高风险分类:液压气动	medium
human_confirmation_required	sku	PIPE-000218	MT-718C6968AB68	液压气动|液压接头|接头夹	高风险分类:液压气动	medium
missing_required_specs	sku	PIPE-000219	MT-8F8AE5C9A2D1	管材管件阀门|管材|水带	压力等级	high
missing_required_specs	sku	PIPE-000220	MT-63FA3C6F3A03	液压气动|液压接头|快速接头	model	high
human_confirmation_required	sku	PIPE-000220	MT-63FA3C6F3A03	液压气动|液压接头|快速接头	高风险分类:液压气动	medium
missing_required_specs	sku	PIPE-000221	MT-63FA3C6F3A03	液压气动|液压接头|快速接头	model	high
human_confirmation_required	sku	PIPE-000221	MT-63FA3C6F3A03	液压气动|液压接头|快速接头	高风险分类:液压气动	medium
missing_required_specs	sku	PIPE-000222	MT-63FA3C6F3A03	液压气动|液压接头|快速接头	model	high
human_confirmation_required	sku	PIPE-000222	MT-63FA3C6F3A03	液压气动|液压接头|快速接头	高风险分类:液压气动	medium
missing_required_specs	sku	PIPE-000223	MT-63FA3C6F3A03	液压气动|液压接头|快速接头	model	high
human_confirmation_required	sku	PIPE-000223	MT-63FA3C6F3A03	液压气动|液压接头|快速接头	高风险分类:液压气动	medium
missing_required_specs	sku	PIPE-000224	MT-A5FC75183701	定制加工件|定制管路件|弯头加工件	压力等级,结构,连接,适用设备	high
missing_required_specs	sku	PIPE-000225	MT-A5FC75183701	定制加工件|定制管路件|弯头加工件	压力等级,结构,连接,适用设备	high
missing_required_specs	sku	PIPE-000226	MT-A5FC75183701	定制加工件|定制管路件|弯头加工件	specification,压力等级,结构,连接,适用设备	high
missing_required_specs	sku	PIPE-000228	MT-A5FC75183701	定制加工件|定制管路件|弯头加工件	特征,结构,连接,适用设备	high
human_confirmation_required	sku	PIPE-000229	MT-3C05AD2FCEB7	液压气动|气动接头|自锁接头公头	高风险分类:液压气动	medium
human_confirmation_required	sku	PIPE-000230	MT-2A304138420D	液压气动|气动接头|自锁接头螺母	高风险分类:液压气动	medium
missing_required_specs	sku	PIPE-000231	MT-C2E807E3B35D	管材管件阀门|管材|软管	length,特征	high
human_confirmation_required	sku	PIPE-000232	MT-CA0F4C3DB013	液压气动|气管|气管	高风险分类:液压气动	medium
human_confirmation_required	sku	PIPE-000233	MT-CA0F4C3DB013	液压气动|气管|气管	高风险分类:液压气动	medium
missing_required_specs	sku	PIPE-000234	MT-7F8F1F3B4EA2	定制加工件|定制管路件|接头加工件	connection_type,特征	high
missing_required_specs	sku	PIPE-000235	MT-7F8F1F3B4EA2	定制加工件|定制管路件|接头加工件	connection_type,特征	high
missing_required_specs	sku	PIPE-000236	MT-7F8F1F3B4EA2	定制加工件|定制管路件|接头加工件	connection_type,特征	high
missing_required_specs	sku	PIPE-000237	MT-7F8F1F3B4EA2	定制加工件|定制管路件|接头加工件	connection_type,特征	high
missing_required_specs	sku	PIPE-000238	MT-A5FC75183701	定制加工件|定制管路件|弯头加工件	特征,结构,适用设备	high
missing_required_specs	sku	PIPE-000240	MT-B73845831771	管材管件阀门|直接/接头|异径接头/大小头	接口	high
missing_required_specs	sku	PIPE-000241	MT-B73845831771	管材管件阀门|直接/接头|异径接头/大小头	接口	high
missing_required_specs	sku	PIPE-000242	MT-E25A0D251603	管材管件阀门|三通|三通	壁厚,接口,用途/系统,连接	high
missing_required_specs	sku	PIPE-000243	MT-65EDECEFA943	管材管件阀门|直接/接头|直接/直通	length,结构	high
missing_required_specs	sku	PIPE-000244	MT-BB52294E38A3	管材管件阀门|阀门|球阀	connection_type,pressure,工况,接口,特征,结构	high
missing_required_specs	sku	PIPE-000245	MT-BB52294E38A3	管材管件阀门|阀门|球阀	connection_type,pressure,工况,接口,特征,结构	high
missing_required_specs	sku	PIPE-000248	MT-7F8F1F3B4EA2	定制加工件|定制管路件|接头加工件	压力等级,接口类型,特征	high
missing_required_specs	sku	PIPE-000249	MT-7F8F1F3B4EA2	定制加工件|定制管路件|接头加工件	压力等级,接口类型,特征	high
missing_required_specs	sku	PIPE-000250	MT-DCB0D97F7215	定制加工件|定制管路件|卡箍接头加工件	特征,连接	high
missing_required_specs	sku	PIPE-000251	MT-DCB0D97F7215	定制加工件|定制管路件|卡箍接头加工件	特征,连接	high
missing_required_specs	sku	PIPE-000252	MT-2E601099ECB7	管材管件阀门|弯头|弯头	nominal_diameter,surface_treatment,接口,特征,角度	high
missing_required_specs	sku	PIPE-000253	MT-2E601099ECB7	管材管件阀门|弯头|弯头	nominal_diameter,surface_treatment,接口,特征,角度	high
missing_required_specs	sku	PIPE-000254	MT-8FE334A8A8D6	定制加工件|定制管路件|卡箍加工件	特征	high
missing_required_specs	sku	PIPE-000255	MT-95CF2660E9A2	液压气动|高压油管/胶管|高压油管	length,pressure	high
human_confirmation_required	sku	PIPE-000255	MT-95CF2660E9A2	液压气动|高压油管/胶管|高压油管	高风险分类:液压气动	medium
missing_required_specs	sku	PIPE-000256	MT-8F98EEEA01A0	定制加工件|定制管路件|变径接头加工件	压力/工况	high
missing_required_specs	sku	PIPE-000257	MT-8BD3E276CEFD	管材管件阀门|阀门|减压阀	结构	high
human_confirmation_required	sku	PIPE-000259	MT-680AF1FB2B60	液压气动|气动接头|自锁接头	高风险分类:液压气动	medium
missing_required_specs	sku	PIPE-000260	MT-E25A0D251603	管材管件阀门|三通|三通	接口,用途/系统	high
human_confirmation_required	sku	PIPE-000263	MT-8581CE44DCF8	安全消防|消防管件|消防水带	高风险分类:安全消防	medium
missing_required_specs	sku	PIPE-000264	MT-59C7B8D13A1F	液压气动|液压气动阀|气动阀	material,model,动作方式	high
human_confirmation_required	sku	PIPE-000264	MT-59C7B8D13A1F	液压气动|液压气动阀|气动阀	高风险分类:液压气动	medium
missing_required_specs	sku	PIPE-000265	MT-160596A9F133	金属材料|钢管|无缝钢管	length	high
missing_required_specs	sku	PIPE-000266	MT-34EC6C6B77DF	定制加工件|定制管路件|管加工件	specification,加工内容,壁厚,接口	high
missing_required_specs	sku	PIPE-000267	MT-BB52294E38A3	管材管件阀门|阀门|球阀	connection_type,pressure,brand,工况,接口,特征,结构	high
missing_required_specs	sku	PIPE-000268	MT-8FE334A8A8D6	定制加工件|定制管路件|卡箍加工件	连接	high
missing_required_specs	sku	PIPE-000269	MT-8FE334A8A8D6	定制加工件|定制管路件|卡箍加工件	连接	high
missing_required_specs	sku	PIPE-000272	MT-E25A0D251603	管材管件阀门|三通|三通	壁厚,接口,用途/系统,连接	high
missing_required_specs	sku	PIPE-000276	MT-BB52294E38A3	管材管件阀门|阀门|球阀	connection_type,pressure,brand,工况,接口,特征,结构	high
missing_required_specs	sku	PIPE-000277	MT-BB52294E38A3	管材管件阀门|阀门|球阀	connection_type,pressure,工况,接口,特征,结构	high
missing_required_specs	sku	PIPE-000280	MT-DE727D19AAD0	紧固件与连接件|管卡/抱箍|抱箍	型式,特征	high
missing_required_specs	sku	PIPE-000281	MT-DE727D19AAD0	紧固件与连接件|管卡/抱箍|抱箍	型式,特征	high
missing_required_specs	sku	PIPE-000282	MT-F81B151B3CE0	紧固件与连接件|管卡/抱箍|管卡	型式	high
human_confirmation_required	sku	PIPE-000283	MT-A2F6AEA928DF	安全消防|消防管件|消防接头	高风险分类:安全消防	medium
human_confirmation_required	sku	PIPE-000284	MT-A2F6AEA928DF	安全消防|消防管件|消防接头	高风险分类:安全消防	medium
human_confirmation_required	sku	PIPE-000285	MT-A2F6AEA928DF	安全消防|消防管件|消防接头	高风险分类:安全消防	medium
missing_required_specs	sku	PIPE-000286	MT-F81B151B3CE0	紧固件与连接件|管卡/抱箍|管卡	型式	high
missing_required_specs	sku	PIPE-000287	MT-F81B151B3CE0	紧固件与连接件|管卡/抱箍|管卡	型式	high
missing_required_specs	sku	PIPE-000289	MT-23F07D49D003	定制加工件|定制结构件|抱箍	适用管径	high
missing_required_specs	sku	PIPE-000290	MT-23F07D49D003	定制加工件|定制结构件|抱箍	适用管径	high
human_confirmation_required	sku	PIPE-000293	MT-95CF2660E9A2	液压气动|高压油管/胶管|高压油管	高风险分类:液压气动	medium
missing_required_specs	sku	PIPE-000294	MT-8EE78708B115	紧固件与连接件|管卡/抱箍|骑马卡	thickness	high
human_confirmation_required	sku	PIPE-000296	MT-DA66461658C1	液压气动|液压接头|扣件	高风险分类:液压气动	medium
human_confirmation_required	sku	PIPE-000297	MT-DA66461658C1	液压气动|液压接头|扣件	高风险分类:液压气动	medium
missing_required_specs	sku	PIPE-000299	MT-6878C2A06DA6	液压气动|高压油管/胶管|高压胶管	结构	high
human_confirmation_required	sku	PIPE-000299	MT-6878C2A06DA6	液压气动|高压油管/胶管|高压胶管	高风险分类:液压气动	medium
missing_required_specs	sku	PIPE-000300	MT-A515E854F412	液压气动|液压接头|接头	nominal_diameter,brand,model,接口,特征,类型,系列,螺纹,连接类型	high
human_confirmation_required	sku	PIPE-000300	MT-A515E854F412	液压气动|液压接头|接头	高风险分类:液压气动	medium
human_confirmation_required	sku	PIPE-000301	MT-DA66461658C1	液压气动|液压接头|扣件	高风险分类:液压气动	medium
missing_required_specs	sku	PIPE-000302	MT-A515E854F412	液压气动|液压接头|接头	nominal_diameter,brand,model,压力等级,接口,类型,系列,螺纹,连接类型	high
human_confirmation_required	sku	PIPE-000302	MT-A515E854F412	液压气动|液压接头|接头	高风险分类:液压气动	medium
missing_required_specs	sku	PIPE-000303	MT-160596A9F133	金属材料|钢管|无缝钢管	length	high
missing_required_specs	sku	PIPE-000304	MT-8F8AE5C9A2D1	管材管件阀门|管材|水带	working_pressure	high
missing_required_specs	sku	PIPE-000305	MT-364B0BBABC38	液压气动|液压接头|堵头	螺纹	high
human_confirmation_required	sku	PIPE-000305	MT-364B0BBABC38	液压气动|液压接头|堵头	高风险分类:液压气动	medium
missing_required_specs	sku	PIPE-000306	MT-BB52294E38A3	管材管件阀门|阀门|球阀	material,connection_type,pressure,接口,特征,结构	high
human_confirmation_required	sku	PIPE-000307	MT-5558644455AF	液压气动|液压接头|对丝接头	高风险分类:液压气动	medium
missing_required_specs	sku	PIPE-000308	MT-A0C2DB7D99C4	管材管件阀门|管材|直管	特征	high
missing_required_specs	sku	PIPE-000309	MT-65EDECEFA943	管材管件阀门|直接/接头|直接/直通	length,接口,结构	high
missing_required_specs	sku	PIPE-000310	MT-BB52294E38A3	管材管件阀门|阀门|球阀	material,connection_type,pressure,接口,特征,结构	high
missing_required_specs	sku	PIPE-000312	MT-F244C2857A79	液压气动|液压接头|转换接头	压力等级,接口,螺纹	high
human_confirmation_required	sku	PIPE-000312	MT-F244C2857A79	液压气动|液压接头|转换接头	高风险分类:液压气动	medium
human_confirmation_required	sku	PIPE-000313	MT-6878C2A06DA6	液压气动|高压油管/胶管|高压胶管	高风险分类:液压气动	medium
human_confirmation_required	sku	PIPE-000314	MT-6630C3A034FD	液压气动|液压接头|胶管接头	高风险分类:液压气动	medium
missing_required_specs	sku	PIPE-000315	MT-364B0BBABC38	液压气动|液压接头|堵头	nominal_diameter	high
human_confirmation_required	sku	PIPE-000315	MT-364B0BBABC38	液压气动|液压接头|堵头	高风险分类:液压气动	medium
missing_required_specs	sku	PIPE-000316	MT-364B0BBABC38	液压气动|液压接头|堵头	nominal_diameter	high
human_confirmation_required	sku	PIPE-000316	MT-364B0BBABC38	液压气动|液压接头|堵头	高风险分类:液压气动	medium
missing_required_specs	sku	PIPE-000317	MT-A515E854F412	液压气动|液压接头|接头	nominal_diameter,brand,model,接口,特征,类型,系列,连接类型	high
human_confirmation_required	sku	PIPE-000317	MT-A515E854F412	液压气动|液压接头|接头	高风险分类:液压气动	medium
human_confirmation_required	sku	PIPE-000318	MT-C1D1A211E2A6	液压气动|胶管总成|胶管总成	高风险分类:液压气动	medium
human_confirmation_required	sku	PIPE-000319	MT-C1D1A211E2A6	液压气动|胶管总成|胶管总成	高风险分类:液压气动	medium
human_confirmation_required	sku	PIPE-000320	MT-C1D1A211E2A6	液压气动|胶管总成|胶管总成	高风险分类:液压气动	medium
human_confirmation_required	sku	PIPE-000321	MT-C1D1A211E2A6	液压气动|胶管总成|胶管总成	高风险分类:液压气动	medium
human_confirmation_required	sku	PIPE-000322	MT-C1D1A211E2A6	液压气动|胶管总成|胶管总成	高风险分类:液压气动	medium
human_confirmation_required	sku	PIPE-000323	MT-C1D1A211E2A6	液压气动|胶管总成|胶管总成	高风险分类:液压气动	medium
human_confirmation_required	sku	PIPE-000324	MT-C1D1A211E2A6	液压气动|胶管总成|胶管总成	高风险分类:液压气动	medium
human_confirmation_required	sku	PIPE-000325	MT-C1D1A211E2A6	液压气动|胶管总成|胶管总成	高风险分类:液压气动	medium
human_confirmation_required	sku	PIPE-000326	MT-C1D1A211E2A6	液压气动|胶管总成|胶管总成	高风险分类:液压气动	medium
human_confirmation_required	sku	PIPE-000327	MT-C1D1A211E2A6	液压气动|胶管总成|胶管总成	高风险分类:液压气动	medium
human_confirmation_required	sku	PIPE-000328	MT-C1D1A211E2A6	液压气动|胶管总成|胶管总成	高风险分类:液压气动	medium
human_confirmation_required	sku	PIPE-000329	MT-C1D1A211E2A6	液压气动|胶管总成|胶管总成	高风险分类:液压气动	medium
human_confirmation_required	sku	PIPE-000330	MT-C1D1A211E2A6	液压气动|胶管总成|胶管总成	高风险分类:液压气动	medium
human_confirmation_required	sku	PIPE-000331	MT-C1D1A211E2A6	液压气动|胶管总成|胶管总成	高风险分类:液压气动	medium
missing_required_specs	sku	PIPE-000332	MT-8EE78708B115	紧固件与连接件|管卡/抱箍|骑马卡	nominal_diameter	high
human_confirmation_required	sku	PIPE-000334	MT-5798396E9863	液压气动|液压接头|变径接头	高风险分类:液压气动	medium
missing_required_specs	sku	PIPE-000335	MT-DB4DCA6030C7	紧固件与连接件|管卡/抱箍|管夹	类型	high
missing_required_specs	sku	PIPE-000336	MT-DB4DCA6030C7	紧固件与连接件|管卡/抱箍|管夹	类型	high
human_confirmation_required	sku	PIPE-000337	MT-275CB0AD0EF6	液压气动|液压接头|三通接头	高风险分类:液压气动	medium
human_confirmation_required	sku	PIPE-000338	MT-5558644455AF	液压气动|液压接头|对丝接头	高风险分类:液压气动	medium
missing_required_specs	sku	PIPE-000339	MT-3E51C2439573	定制加工件|定制管路件|管接头加工件	connection_type	high
human_confirmation_required	sku	PIPE-000340	MT-778BA6676D54	液压气动|液压接头|扣头	高风险分类:液压气动	medium
missing_required_specs	sku	PIPE-000341	MT-89801A347A89	管材管件阀门|阀门|止回阀	connection_type,brand	high
human_confirmation_required	sku	PIPE-000342	MT-C1D1A211E2A6	液压气动|胶管总成|胶管总成	高风险分类:液压气动	medium
human_confirmation_required	sku	PIPE-000343	MT-C1D1A211E2A6	液压气动|胶管总成|胶管总成	高风险分类:液压气动	medium
human_confirmation_required	sku	PIPE-000344	MT-C1D1A211E2A6	液压气动|胶管总成|胶管总成	高风险分类:液压气动	medium
human_confirmation_required	sku	PIPE-000345	MT-C1D1A211E2A6	液压气动|胶管总成|胶管总成	高风险分类:液压气动	medium
missing_required_specs	sku	PIPE-000346	MT-5558644455AF	液压气动|液压接头|对丝接头	specification	high
human_confirmation_required	sku	PIPE-000346	MT-5558644455AF	液压气动|液压接头|对丝接头	高风险分类:液压气动	medium
human_confirmation_required	sku	PIPE-000347	MT-5798396E9863	液压气动|液压接头|变径接头	高风险分类:液压气动	medium
human_confirmation_required	sku	PIPE-000348	MT-E54970DAFACC	液压气动|液压接头|直接接头	高风险分类:液压气动	medium
missing_required_specs	sku	PIPE-000349	MT-F244C2857A79	液压气动|液压接头|转换接头	类型	high
human_confirmation_required	sku	PIPE-000349	MT-F244C2857A79	液压气动|液压接头|转换接头	高风险分类:液压气动	medium
missing_required_specs	sku	PIPE-000350	MT-F244C2857A79	液压气动|液压接头|转换接头	类型	high
human_confirmation_required	sku	PIPE-000350	MT-F244C2857A79	液压气动|液压接头|转换接头	高风险分类:液压气动	medium
missing_required_specs	sku	PIPE-000351	MT-F244C2857A79	液压气动|液压接头|转换接头	接口,类型	high
human_confirmation_required	sku	PIPE-000351	MT-F244C2857A79	液压气动|液压接头|转换接头	高风险分类:液压气动	medium
human_confirmation_required	sku	PIPE-000353	MT-5558644455AF	液压气动|液压接头|对丝接头	高风险分类:液压气动	medium
human_confirmation_required	sku	PIPE-000354	MT-5558644455AF	液压气动|液压接头|对丝接头	高风险分类:液压气动	medium
human_confirmation_required	sku	PIPE-000356	MT-5558644455AF	液压气动|液压接头|对丝接头	高风险分类:液压气动	medium
missing_required_specs	sku	PIPE-000357	MT-A515E854F412	液压气动|液压接头|接头	nominal_diameter,brand,model,接口,特征,系列,螺纹,连接类型	high
human_confirmation_required	sku	PIPE-000357	MT-A515E854F412	液压气动|液压接头|接头	高风险分类:液压气动	medium
missing_required_specs	sku	PIPE-000358	MT-F385EC249279	液压气动|液压气动阀|电磁阀	rated_voltage,接口	high
human_confirmation_required	sku	PIPE-000358	MT-F385EC249279	液压气动|液压气动阀|电磁阀	高风险分类:液压气动	medium
missing_required_specs	sku	PIPE-000360	MT-A515E854F412	液压气动|液压接头|接头	specification,nominal_diameter,material,model,压力等级,接口,特征,类型,螺纹,连接类型	high
human_confirmation_required	sku	PIPE-000360	MT-A515E854F412	液压气动|液压接头|接头	高风险分类:液压气动	medium
missing_required_specs	sku	PIPE-000361	MT-A515E854F412	液压气动|液压接头|接头	nominal_diameter,material,model,压力等级,接口,特征,类型,螺纹,连接类型	high
human_confirmation_required	sku	PIPE-000361	MT-A515E854F412	液压气动|液压接头|接头	高风险分类:液压气动	medium
missing_required_specs	sku	PIPE-000362	MT-A515E854F412	液压气动|液压接头|接头	specification,nominal_diameter,material,model,压力等级,接口,特征,类型,螺纹,连接类型	high
human_confirmation_required	sku	PIPE-000362	MT-A515E854F412	液压气动|液压接头|接头	高风险分类:液压气动	medium
human_confirmation_required	sku	PIPE-000363	MT-C1D1A211E2A6	液压气动|胶管总成|胶管总成	高风险分类:液压气动	medium
human_confirmation_required	sku	PIPE-000364	MT-C1D1A211E2A6	液压气动|胶管总成|胶管总成	高风险分类:液压气动	medium
missing_required_specs	sku	PIPE-000365	MT-A515E854F412	液压气动|液压接头|接头	nominal_diameter,brand,model,特征,类型,系列,螺纹,连接类型	high
human_confirmation_required	sku	PIPE-000365	MT-A515E854F412	液压气动|液压接头|接头	高风险分类:液压气动	medium
missing_required_specs	sku	PIPE-000366	MT-323B62688DCB	定制加工件|定制结构件|管夹	类型	high
missing_required_specs	sku	PIPE-000367	MT-BB52294E38A3	管材管件阀门|阀门|球阀	connection_type,pressure,brand,接口,特征,结构	high
missing_required_specs	sku	PIPE-000368	MT-A515E854F412	液压气动|液压接头|接头	nominal_diameter,brand,model,特征,类型,系列,螺纹,连接类型	high
human_confirmation_required	sku	PIPE-000368	MT-A515E854F412	液压气动|液压接头|接头	高风险分类:液压气动	medium
missing_required_specs	sku	PIPE-000370	MT-9E2B9D63B6CB	管材管件阀门|管材|注浆管	material	high
missing_required_specs	sku	PIPE-000371	MT-65EDECEFA943	管材管件阀门|直接/接头|直接/直通	length,接口,结构	high
missing_required_specs	sku	PIPE-000372	MT-2E601099ECB7	管材管件阀门|弯头|弯头	nominal_diameter,surface_treatment,壁厚,接口,特征,连接	high
missing_required_specs	sku	PIPE-000373	MT-2E601099ECB7	管材管件阀门|弯头|弯头	nominal_diameter,surface_treatment,壁厚,接口,特征,连接	high
missing_required_specs	sku	PIPE-000374	MT-E25A0D251603	管材管件阀门|三通|三通	壁厚,接口,用途/系统,连接	high
missing_required_specs	sku	PIPE-000375	MT-E25A0D251603	管材管件阀门|三通|三通	壁厚,接口,用途/系统,连接	high
missing_required_specs	sku	PIPE-000378	MT-E25A0D251603	管材管件阀门|三通|三通	壁厚,接口,用途/系统,连接	high
human_confirmation_required	sku	PIPE-000379	MT-C1D1A211E2A6	液压气动|胶管总成|胶管总成	高风险分类:液压气动	medium
human_confirmation_required	sku	PIPE-000380	MT-C1D1A211E2A6	液压气动|胶管总成|胶管总成	高风险分类:液压气动	medium
human_confirmation_required	sku	PIPE-000381	MT-C1D1A211E2A6	液压气动|胶管总成|胶管总成	高风险分类:液压气动	medium
human_confirmation_required	sku	PIPE-000382	MT-C1D1A211E2A6	液压气动|胶管总成|胶管总成	高风险分类:液压气动	medium
missing_required_specs	sku	PIPE-000383	MT-DB4DCA6030C7	紧固件与连接件|管卡/抱箍|管夹	联数	high
human_confirmation_required	sku	PIPE-000386	MT-D5CE3F4F02F6	液压气动|液压接头|变径对丝接头	高风险分类:液压气动	medium
human_confirmation_required	sku	PIPE-000387	MT-C1D1A211E2A6	液压气动|胶管总成|胶管总成	高风险分类:液压气动	medium
human_confirmation_required	sku	PIPE-000388	MT-C1D1A211E2A6	液压气动|胶管总成|胶管总成	高风险分类:液压气动	medium
human_confirmation_required	sku	PIPE-000389	MT-275CB0AD0EF6	液压气动|液压接头|三通接头	高风险分类:液压气动	medium
human_confirmation_required	sku	PIPE-000391	MT-C1D1A211E2A6	液压气动|胶管总成|胶管总成	高风险分类:液压气动	medium
human_confirmation_required	sku	PIPE-000392	MT-C1D1A211E2A6	液压气动|胶管总成|胶管总成	高风险分类:液压气动	medium
human_confirmation_required	sku	PIPE-000393	MT-C1D1A211E2A6	液压气动|胶管总成|胶管总成	高风险分类:液压气动	medium
human_confirmation_required	sku	PIPE-000394	MT-C1D1A211E2A6	液压气动|胶管总成|胶管总成	高风险分类:液压气动	medium
human_confirmation_required	sku	PIPE-000395	MT-C1D1A211E2A6	液压气动|胶管总成|胶管总成	高风险分类:液压气动	medium
human_confirmation_required	sku	PIPE-000396	MT-C1D1A211E2A6	液压气动|胶管总成|胶管总成	高风险分类:液压气动	medium
human_confirmation_required	sku	PIPE-000397	MT-C1D1A211E2A6	液压气动|胶管总成|胶管总成	高风险分类:液压气动	medium
candidate_family	sku	PIPE-000398	MT-B036CD1B4E91	液压气动|油管护套/液压防护件|油管护套	油管护套/液压防护件(候选)	high
human_confirmation_required	sku	PIPE-000398	MT-B036CD1B4E91	液压气动|油管护套/液压防护件|油管护套	高风险分类:液压气动	medium
candidate_family	sku	PIPE-000399	MT-B036CD1B4E91	液压气动|油管护套/液压防护件|油管护套	油管护套/液压防护件(候选)	high
human_confirmation_required	sku	PIPE-000399	MT-B036CD1B4E91	液压气动|油管护套/液压防护件|油管护套	高风险分类:液压气动	medium
candidate_family	sku	PIPE-000400	MT-B036CD1B4E91	液压气动|油管护套/液压防护件|油管护套	油管护套/液压防护件(候选)	high
human_confirmation_required	sku	PIPE-000400	MT-B036CD1B4E91	液压气动|油管护套/液压防护件|油管护套	高风险分类:液压气动	medium
candidate_family	sku	PIPE-000401	MT-B036CD1B4E91	液压气动|油管护套/液压防护件|油管护套	油管护套/液压防护件(候选)	high
human_confirmation_required	sku	PIPE-000401	MT-B036CD1B4E91	液压气动|油管护套/液压防护件|油管护套	高风险分类:液压气动	medium
candidate_family	sku	PIPE-000402	MT-B036CD1B4E91	液压气动|油管护套/液压防护件|油管护套	油管护套/液压防护件(候选)	high
human_confirmation_required	sku	PIPE-000402	MT-B036CD1B4E91	液压气动|油管护套/液压防护件|油管护套	高风险分类:液压气动	medium
candidate_family	sku	PIPE-000403	MT-B036CD1B4E91	液压气动|油管护套/液压防护件|油管护套	油管护套/液压防护件(候选)	high
human_confirmation_required	sku	PIPE-000403	MT-B036CD1B4E91	液压气动|油管护套/液压防护件|油管护套	高风险分类:液压气动	medium
missing_required_specs	sku	PIPE-000404	MT-B12FD5DBC7DB	管材管件阀门|直接/接头|堵头/管帽	specification,定制	high
missing_required_specs	sku	PIPE-000405	MT-B12FD5DBC7DB	管材管件阀门|直接/接头|堵头/管帽	specification,定制	high
missing_required_specs	sku	PIPE-000406	MT-B12FD5DBC7DB	管材管件阀门|直接/接头|堵头/管帽	定制	high
missing_required_specs	sku	PIPE-000407	MT-B12FD5DBC7DB	管材管件阀门|直接/接头|堵头/管帽	定制	high
human_confirmation_required	sku	PIPE-000410	MT-AF8712369D87	液压气动|液压接头|两半扣	高风险分类:液压气动	medium
missing_required_specs	sku	PIPE-000412	MT-65EDECEFA943	管材管件阀门|直接/接头|直接/直通	length,结构	high
missing_required_specs	sku	PIPE-000413	MT-65EDECEFA943	管材管件阀门|直接/接头|直接/直通	length,结构	high
missing_required_specs	sku	PIPE-000414	MT-A0C2DB7D99C4	管材管件阀门|管材|直管	特征	high
missing_required_specs	sku	PIPE-000415	MT-A0C2DB7D99C4	管材管件阀门|管材|直管	特征	high
missing_required_specs	sku	PIPE-000419	MT-B73845831771	管材管件阀门|直接/接头|异径接头/大小头	连接	high
missing_required_specs	sku	PIPE-000421	MT-89801A347A89	管材管件阀门|阀门|止回阀	connection_type,brand	high
missing_required_specs	sku	PIPE-000422	MT-A0C2DB7D99C4	管材管件阀门|管材|直管	特征	high
