merged_item_code,governance_grade,priority,issue_type,standard_name,canonical_group_path,specs,unit,missing_specs,governance_reason,next_action,source_rows,alias_names
REVIEW-MAT-01251,C,medium,needs_human_review,气管自锁接头,液压气动/液压接头/液压接头,类型: 自锁接头,套,,存在低精度或人工复核标记，需要补齐信息。,按默认规则补齐至少一个关键规格字段。,Sheet1:2066,气管自锁接头
REVIEW-MAT-01252,C,medium,needs_human_review,镀锌方管,金属原材料/钢材型材/钢材型材,规格: 3*3*3；表面: 镀锌,米,,存在低精度或人工复核标记，需要补齐信息。,确认材质、规格尺寸和执行标准。,Sheet1:2067,镀锌方管3*3*3
REVIEW-MAT-01253,D,high,alias_conflict,镀锌角钢,金属原材料/钢材型材/钢材型材,规格: 4*4*0.5；表面: 镀锌,米,,存在阻塞冲突，不能自动放行。,先解决别名、单位或分组冲突，不要自动创建物料。,Sheet1:2068,4*4*0.5镀锌角铁
REVIEW-MAT-01254,C,medium,missing_specs,后备套夹子,设备备件与加工件/金属加工件/金属加工件,加工: 是；部件: 后备套夹子,个,至少一个: 型号；规格；图号；适用设备；材质,未满足当前分组的关键规格模板。,确认型号、图号、适用设备和关键尺寸。,Sheet1:2069,加工后备套夹子
REVIEW-MAT-01255,C,medium,needs_human_review,螺杆泵电机套装,设备备件与加工件/设备专用备件/设备备件,功率: 2.2kW；材质: 不锈钢；组成: 螺杆泵、电机,套,,存在低精度或人工复核标记，需要补齐信息。,确认型号、图号、适用设备和关键尺寸。,Sheet1:2071,2.2千瓦不锈钢螺杆泵和电机
REVIEW-MAT-01256,C,medium,needs_human_review,螺杆泵水封,设备备件与加工件/其他/密封件,品牌: 耐驰；原装: 是；适用设备: 螺杆泵,个,,存在低精度或人工复核标记，需要补齐信息。,确认型号、图号、适用设备和关键尺寸。,Sheet1:2072,原装耐驰螺杆泵水封
REVIEW-MAT-01257,C,medium,needs_human_review,焊接三通,管道管件/其他/焊接管件,规格: 168；壁厚: 10；类型: 三通；连接: 焊接,个,,存在低精度或人工复核标记，需要补齐信息。,确认材质、口径/规格、连接方式和类型。,Sheet1:2073,168*10焊接三通
REVIEW-MAT-01258,C,medium,missing_specs,管片螺丝,设备备件与加工件/金属加工件/金属加工件,加工: 是；用途: 管片,根,至少一个: 型号；规格；图号；适用设备；材质,未满足当前分组的关键规格模板。,确认型号、图号、适用设备和关键尺寸。,Sheet1:2074,加工管片螺丝
REVIEW-MAT-01259,C,medium,missing_specs,氧气瓶手推车,焊接焊割/焊割设备工具/焊机割炬,适用气体: 氧气；轮型: 大充气轮,台,至少一个: 型号；规格；直径；材质；类型,未满足当前分组的关键规格模板。,确认型号、直径/规格、材质和包装。,Sheet1:2075,大充气轮氧气车
REVIEW-MAT-01260,C,medium,missing_specs,乙炔瓶手推车,焊接焊割/焊割设备工具/焊机割炬,适用气体: 乙炔；轮型: 大充气轮,台,至少一个: 型号；规格；直径；材质；类型,未满足当前分组的关键规格模板。,确认型号、直径/规格、材质和包装。,Sheet1:2076,大充气轮乙炔车
REVIEW-MAT-01262,C,medium,missing_specs,氧气瓶手推车,焊接焊割/焊割设备工具/焊机割炬,适用气体: 氧气；轮胎: 43cm,台,至少一个: 型号；规格；直径；材质；类型,未满足当前分组的关键规格模板。,确认型号、直径/规格、材质和包装。,Sheet1:2078,43cm轮胎氧气车
REVIEW-MAT-01263,C,medium,missing_specs,乙炔瓶手推车,焊接焊割/焊割设备工具/焊机割炬,适用气体: 乙炔；轮胎: 43cm,台,至少一个: 型号；规格；直径；材质；类型,未满足当前分组的关键规格模板。,确认型号、直径/规格、材质和包装。,Sheet1:2079,43cm轮胎乙炔车
REVIEW-MAT-01264,C,medium,specs_conflict,气动扳手,工具器具/气动工具/气动工具,规格: 大号,台,,存在低精度或人工复核标记，需要补齐信息。,确认品牌、型号/规格和适用设备。,Sheet1:2081,大气动扳手
REVIEW-MAT-01265,C,medium,needs_human_review,加长六角螺丝,设备备件与加工件/金属加工件/金属加工件,加工: 是；规格: M27*100；头型: 六角；特征: 加长,个,,存在低精度或人工复核标记，需要补齐信息。,确认型号、图号、适用设备和关键尺寸。,Sheet1:2082,加工M27*100加长六角螺丝
REVIEW-MAT-01266,C,medium,needs_human_review,雨棚,行政办公与清洁/其他/临时设施,尺寸: 3*4.5m；规格: 大,套,,存在低精度或人工复核标记，需要补齐信息。,确认规格、品牌和包装单位。,Sheet1:2083,3*4.5m大雨棚
REVIEW-MAT-01267,C,medium,low_precision_conflict,膨胀螺丝,紧固件/锚固件/膨胀锚栓,规格: M20*150,个,,存在低精度或人工复核标记，需要补齐信息。,确认规格、材质/强度等级和单位。,Sheet1:2084,M20*150膨胀螺丝
REVIEW-MAT-01268,C,medium,specs_conflict,焊条,焊接焊割/焊割耗材/割嘴焊嘴,直径: 2.5mm；包装重量: 20kg,个,,存在低精度或人工复核标记，需要补齐信息。,确认型号、直径/规格、材质和包装。,Sheet1:2085,2.5焊条20公斤
REVIEW-MAT-01269,C,medium,specs_conflict,焊条,焊接焊割/焊割耗材/割嘴焊嘴,直径: 3.2mm；包装重量: 20kg,个,,存在低精度或人工复核标记，需要补齐信息。,确认型号、直径/规格、材质和包装。,Sheet1:2086,3.2焊条20公斤
REVIEW-MAT-01271,C,medium,specs_conflict,消防水带,消防器材/灭火器与水带/消防水带,规格: 65；特征: 加厚,米,,存在低精度或人工复核标记，需要补齐信息。,按默认规则补齐至少一个关键规格字段。,Sheet1:2088,65加厚消防水带
REVIEW-MAT-01272,C,medium,missing_specs,常闭气动阀,液压气动/气动元件/接头阀管,公称直径: DN50；状态: 常闭；驱动: 气动,套,至少一个: 规格；型号；类型；材质；品牌；尺寸；长度；厚度；功率；包装规格；适用设备,未满足当前分组的关键规格模板。,按默认规则补齐至少一个关键规格字段。,Sheet1:2089,DN50常闭气动阀
REVIEW-MAT-01273,C,medium,specs_conflict,手拉葫芦,吊装索具/其他/葫芦,品牌/标识: 三角；额定载荷: 1T；链长: 6米,台,,存在低精度或人工复核标记，需要补齐信息。,按默认规则补齐至少一个关键规格字段。,Sheet1:2090,三角手拉葫芦1T*6米
REVIEW-MAT-01274,C,medium,specs_conflict,手拉葫芦,吊装索具/其他/葫芦,品牌/标识: 三角；额定载荷: 2T；链长: 6米,台,,存在低精度或人工复核标记，需要补齐信息。,按默认规则补齐至少一个关键规格字段。,Sheet1:2091,三角手拉葫芦2T*6米
REVIEW-MAT-01275,C,medium,needs_human_review,药芯焊丝,焊接焊割/焊割耗材/割嘴焊嘴,直径: 1.2mm；类型: 药芯焊丝,个,,存在低精度或人工复核标记，需要补齐信息。,确认型号、直径/规格、材质和包装。,Sheet1:2092；Sheet1:2123,1.2药芯焊丝
REVIEW-MAT-01276,C,medium,missing_specs,无缝钢管,金属原材料/钢材型材/钢材型材,外径: 60mm；壁厚: 4mm,根,至少一个: 材质；规格；厚度；宽度；长度；表面,未满足当前分组的关键规格模板。,确认材质、规格尺寸和执行标准。,Sheet1:2093,60*4无缝管
REVIEW-MAT-01277,C,medium,needs_human_review,麻花钻头,工具器具/工具耗材/钻头,规格: 9厘；类型: 麻花钻,支,,存在低精度或人工复核标记，需要补齐信息。,确认品牌、型号/规格和适用设备。,Sheet1:2095,9厘麻花钻头
REVIEW-MAT-01278,C,medium,needs_human_review,水管加工件,设备备件与加工件/金属加工件/金属加工件,加工: 是；规格: 6分；用途: 水管,根,,存在低精度或人工复核标记，需要补齐信息。,确认型号、图号、适用设备和关键尺寸。,Sheet1:2096,加工6分水管
REVIEW-MAT-01279,C,medium,specs_conflict,PPR球阀,管道管件/塑料管件/PPR管件,品牌: 公元；公称直径: DN50；材质: PPR；类型: 球阀,个,,存在低精度或人工复核标记，需要补齐信息。,确认材质、口径/规格、连接方式和类型。,Sheet1:2098,公元DN50PPR球阀
REVIEW-MAT-01280,D,high,alias_conflict,一体式触摸屏,电气与自动化/其他/工控配件,型号: TPC1570；结构: 一体式,套,,存在阻塞冲突，不能自动放行。,先解决别名、单位或分组冲突，不要自动创建物料。,Sheet1:2100,TPC1570一体式触摸屏
REVIEW-MAT-01281,C,medium,specs_conflict,加厚卡箍,设备备件与加工件/金属加工件/金属加工件,加工: 是；规格: 89；特征: 加厚,个,,存在低精度或人工复核标记，需要补齐信息。,确认型号、图号、适用设备和关键尺寸。,Sheet1:2102,加工89加厚卡箍
REVIEW-MAT-01282,C,medium,specs_conflict,加厚卡箍,设备备件与加工件/金属加工件/金属加工件,加工: 是；规格: 219；特征: 加厚,个,,存在低精度或人工复核标记，需要补齐信息。,确认型号、图号、适用设备和关键尺寸。,Sheet1:2103,加工219加厚卡箍
REVIEW-MAT-01283,C,medium,specs_conflict,法兰软连接,管道管件/其他/软连接,规格: 65*40；连接: 法兰,个,,存在低精度或人工复核标记，需要补齐信息。,确认材质、口径/规格、连接方式和类型。,Sheet1:2104,65*40法兰软连接
REVIEW-MAT-01284,C,medium,specs_conflict,法兰软连接,管道管件/其他/软连接,规格: 65*50；连接: 法兰,个,,存在低精度或人工复核标记，需要补齐信息。,确认材质、口径/规格、连接方式和类型。,Sheet1:2105,65*50法兰软连接
REVIEW-MAT-01285,C,medium,specs_conflict,PPR三通,管道管件/塑料管件/PPR管件,品牌: 公元；规格: 63；材质: PPR；类型: 三通,个,,存在低精度或人工复核标记，需要补齐信息。,确认材质、口径/规格、连接方式和类型。,Sheet1:2106,公元63 PPR三通
REVIEW-MAT-01286,C,medium,specs_conflict,PPR直通,管道管件/塑料管件/PPR管件,品牌: 公元；规格: 63；材质: PPR；类型: 直通,个,,存在低精度或人工复核标记，需要补齐信息。,确认材质、口径/规格、连接方式和类型。,Sheet1:2107,公元63 PPR直通
REVIEW-MAT-01287,C,medium,specs_conflict,PPR弯头,管道管件/塑料管件/PPR管件,品牌: 公元；规格: 63；材质: PPR；类型: 弯头,个,,存在低精度或人工复核标记，需要补齐信息。,确认材质、口径/规格、连接方式和类型。,Sheet1:2108,公元63 PPR弯头
REVIEW-MAT-01288,C,medium,specs_conflict,PPR管,管道管件/塑料管件/PPR管件,品牌: 公元；规格: 63；材质: PPR,米,,存在低精度或人工复核标记，需要补齐信息。,确认材质、口径/规格、连接方式和类型。,Sheet1:2109,公元63 PPR管
REVIEW-MAT-01289,C,medium,needs_human_review,快速接头胶垫,待治理/待治理/胶垫,规格: 63；适用: 快速接头,个,,存在低精度或人工复核标记，需要补齐信息。,按默认规则补齐至少一个关键规格字段。,Sheet1:2110,63快速接头胶垫
REVIEW-MAT-01290,C,medium,specs_conflict,PPR球阀,管道管件/塑料管件/PPR管件,品牌: 公元；规格: 63；材质: PPR；类型: 球阀,个,,存在低精度或人工复核标记，需要补齐信息。,确认材质、口径/规格、连接方式和类型。,Sheet1:2111,公元63PPR球阀
REVIEW-MAT-01291,D,high,alias_conflict,油布,劳保用品/其他/覆盖防护,品类: 油布,平方,至少一个: 类型；规格；材质；型号,存在阻塞冲突，不能自动放行。,先解决别名、单位或分组冲突，不要自动创建物料。,Sheet1:2112,油布
REVIEW-MAT-01292,C,medium,needs_human_review,胶垫,待治理/待治理/胶垫,规格: 50,个,,存在低精度或人工复核标记，需要补齐信息。,按默认规则补齐至少一个关键规格字段。,Sheet1:2114,50胶垫
REVIEW-MAT-01293,C,medium,specs_conflict,球阀,阀门/通用阀门/球阀,品牌: 埃美柯；公称直径: DN15,个,,存在低精度或人工复核标记，需要补齐信息。,按默认规则补齐至少一个关键规格字段。,Sheet1:2115,DN15埃美柯球阀
REVIEW-MAT-01294,C,medium,low_precision_conflict,布手套,劳保用品/手部防护/手套,材质: 布；结构: 双层；特征: 加厚,双,,存在低精度或人工复核标记，需要补齐信息。,确认类型、规格、材质和安全等级。,Sheet1:2120,布加厚双层手套
REVIEW-MAT-01295,D,high,alias_conflict,电焊钳,焊接焊割/焊割耗材/割嘴焊嘴,额定电流: 500A,把,至少一个: 型号；规格；直径；材质；类型,存在阻塞冲突，不能自动放行。,先解决别名、单位或分组冲突，不要自动创建物料。,Sheet1:2121,500A电焊钳
REVIEW-MAT-01296,D,high,alias_conflict,电焊钳,焊接焊割/焊割耗材/割嘴焊嘴,额定电流: 800A,把,至少一个: 型号；规格；直径；材质；类型,存在阻塞冲突，不能自动放行。,先解决别名、单位或分组冲突，不要自动创建物料。,Sheet1:2122,800A电焊钳
REVIEW-MAT-01297,D,high,alias_conflict,乙炔减压表,焊接焊割/焊割耗材/割嘴焊嘴,适用气体: 乙炔,个,至少一个: 型号；规格；直径；材质；类型,存在阻塞冲突，不能自动放行。,先解决别名、单位或分组冲突，不要自动创建物料。,Sheet1:2125,乙炔表
REVIEW-MAT-01298,C,medium,missing_specs,氧气胶管,焊接焊割/焊割耗材/割嘴焊嘴,长度: 30米；颜色: 红色；执行标准: 国标；适用气体: 氧气,卷,至少一个: 型号；规格；直径；材质；类型,未满足当前分组的关键规格模板。,确认型号、直径/规格、材质和包装。,Sheet1:2127,30米国标红色氧气管
REVIEW-MAT-01299,C,medium,needs_human_review,端子排,电气与自动化/接线连接/接线端子,规格: 50mm,个,,存在低精度或人工复核标记，需要补齐信息。,确认品牌、型号、电气参数和安装/连接方式。,Sheet1:2129,50mm端子排
REVIEW-MAT-01300,C,medium,needs_human_review,电浮球阀,仪器仪表/流量液位仪表/流量液位,线长: 10m；类型: 电浮球阀,个,,存在低精度或人工复核标记，需要补齐信息。,按默认规则补齐至少一个关键规格字段。,Sheet1:2134,10m长电浮球阀
REVIEW-MAT-01301,C,medium,missing_specs,闭门器,工程建材/其他/门窗五金,品类: 闭门器,个,至少一个: 规格；型号；材质；厚度；尺寸；包装规格；强度等级,未满足当前分组的关键规格模板。,确认规格、材质/强度等级、尺寸和包装单位。,Sheet1:2135,闭门器
REVIEW-MAT-01302,C,medium,low_precision_conflict,二位开关,电气与自动化/低压电器/开关按钮,位数: 二位,个,,存在低精度或人工复核标记，需要补齐信息。,确认品牌、型号、电气参数和安装/连接方式。,Sheet1:2136,二位开关
REVIEW-MAT-01303,C,medium,specs_conflict,花篮螺栓,吊装索具/其他/紧固调节,规格: 14*200,个,,存在低精度或人工复核标记，需要补齐信息。,按默认规则补齐至少一个关键规格字段。,Sheet1:2137,14*200花篮
REVIEW-MAT-01304,C,medium,missing_specs,钢丝绳,吊装索具/吊带索具/钢丝绳链条,直径: 10厘,米,至少一个: 规格；型号；类型；材质；品牌；尺寸；长度；厚度；功率；包装规格；适用设备,未满足当前分组的关键规格模板。,按默认规则补齐至少一个关键规格字段。,Sheet1:2138,10厘钢丝绳
REVIEW-MAT-01305,C,medium,specs_conflict,钢丝绳卡扣,吊装索具/吊带索具/钢丝绳链条,规格: 10厘,个,,存在低精度或人工复核标记，需要补齐信息。,按默认规则补齐至少一个关键规格字段。,Sheet1:2139,10厘卡扣
REVIEW-MAT-01306,D,high,alias_conflict,花篮螺栓,吊装索具/其他/紧固调节,规格: 10厘,套,,存在阻塞冲突，不能自动放行。,先解决别名、单位或分组冲突，不要自动创建物料。,Sheet1:2140,10厘花篮
REVIEW-MAT-01307,C,medium,low_precision_conflict,扁平吊装带,吊装索具/吊带索具/吊带,额定载荷: 5T；长度: 6m；执行标准: 国标；颜色: 彩色,根,,存在低精度或人工复核标记，需要补齐信息。,按默认规则补齐至少一个关键规格字段。,Sheet1:2144,5T*6m国标彩色吊带
REVIEW-MAT-01308,C,medium,missing_specs,水泵,设备备件与加工件/设备专用备件/设备备件,功率: 7500W；扬程: 50米,台,至少一个: 型号；规格；图号；适用设备；材质,未满足当前分组的关键规格模板。,确认型号、图号、适用设备和关键尺寸。,Sheet1:2145,7500w50米扬程水泵
REVIEW-MAT-01309,C,medium,needs_human_review,耐磨水管,管道管件/其他/水管,规格: 50；特征: 加厚、耐磨,米,,存在低精度或人工复核标记，需要补齐信息。,确认材质、口径/规格、连接方式和类型。,Sheet1:2146,50加厚耐磨水管
REVIEW-MAT-01310,C,medium,missing_specs,接线端子,电气与自动化/接线连接/接线端子,适配线径: 50mm2,个,至少一个: 型号；规格；品牌；电流；电压；功率；位数,未满足当前分组的关键规格模板。,确认品牌、型号、电气参数和安装/连接方式。,Sheet1:2147,50平方接线端子
REVIEW-MAT-01311,C,medium,specs_conflict,铝合金抱箍,管道管件/管道紧固/管夹卡箍,规格: 50；材质: 铝合金,个,,存在低精度或人工复核标记，需要补齐信息。,确认材质、口径/规格、连接方式和类型。,Sheet1:2148,50铝合金抱箍
REVIEW-MAT-01312,C,medium,specs_conflict,铝合金抱箍,管道管件/管道紧固/管夹卡箍,规格: 80；材质: 铝合金,个,,存在低精度或人工复核标记，需要补齐信息。,确认材质、口径/规格、连接方式和类型。,Sheet1:2149,80铝合金抱箍
REVIEW-MAT-01313,C,medium,specs_conflict,管钳,工具器具/手动工具/通用手动工具,规格: 18寸,支,,存在低精度或人工复核标记，需要补齐信息。,确认品牌、型号/规格和适用设备。,Sheet1:2151,"18\""管钳"
REVIEW-MAT-01314,C,medium,specs_conflict,管钳,工具器具/手动工具/通用手动工具,规格: 24寸,支,,存在低精度或人工复核标记，需要补齐信息。,确认品牌、型号/规格和适用设备。,Sheet1:2152,"24\""管钳"
REVIEW-MAT-01315,C,medium,missing_specs,污水泵,设备备件与加工件/设备专用备件/设备备件,功率: 5.5kW；类型: 污水泵,台,至少一个: 型号；规格；图号；适用设备；材质,未满足当前分组的关键规格模板。,确认型号、图号、适用设备和关键尺寸。,Sheet1:2153,5.5千w污水泵
REVIEW-MAT-01316,C,medium,specs_conflict,管卡,管道管件/管道紧固/管夹卡箍,规格: 100,个,,存在低精度或人工复核标记，需要补齐信息。,确认材质、口径/规格、连接方式和类型。,Sheet1:2155,100管卡
REVIEW-MAT-01317,C,medium,specs_conflict,连接头,消防器材/消防管件与接头/消防接头,规格: 100,个,,存在低精度或人工复核标记，需要补齐信息。,按默认规则补齐至少一个关键规格字段。,Sheet1:2156,100连接头
REVIEW-MAT-01318,C,medium,needs_human_review,消防水带/水管,消防器材/灭火器与水带/消防水带,规格: 65；用途: 消防,米,,存在低精度或人工复核标记，需要补齐信息。,按默认规则补齐至少一个关键规格字段。,Sheet1:2157,65消防水管
REVIEW-MAT-01319,C,medium,specs_conflict,消防水带,消防器材/灭火器与水带/消防水带,规格: 80；用途: 消防,米,,存在低精度或人工复核标记，需要补齐信息。,按默认规则补齐至少一个关键规格字段。,Sheet1:2158,80消防水带
REVIEW-MAT-01320,C,medium,specs_conflict,连接头,消防器材/消防管件与接头/消防接头,规格: 65,个,,存在低精度或人工复核标记，需要补齐信息。,按默认规则补齐至少一个关键规格字段。,Sheet1:2159,65连接头
REVIEW-MAT-01321,C,medium,specs_conflict,连接头,消防器材/消防管件与接头/消防接头,规格: 80,个,,存在低精度或人工复核标记，需要补齐信息。,按默认规则补齐至少一个关键规格字段。,Sheet1:2160,80连接头
REVIEW-MAT-01322,C,medium,specs_conflict,管卡,管道管件/管道紧固/管夹卡箍,规格: 65,个,,存在低精度或人工复核标记，需要补齐信息。,确认材质、口径/规格、连接方式和类型。,Sheet1:2161,65管卡
REVIEW-MAT-01323,C,medium,specs_conflict,管卡,管道管件/管道紧固/管夹卡箍,规格: 80,个,,存在低精度或人工复核标记，需要补齐信息。,确认材质、口径/规格、连接方式和类型。,Sheet1:2162,80管卡
REVIEW-MAT-01324,C,medium,missing_specs,吸油棉,行政办公与清洁/清洁用品/清洁工具耗材,厚度: 5mm；用途: 吸油,张,至少一个: 规格；类型；品牌；包装规格,未满足当前分组的关键规格模板。,确认规格、品牌和包装单位。,Sheet1:2163,5MM厚吸油棉
REVIEW-MAT-01325,C,medium,missing_specs,电机,设备备件与加工件/设备专用备件/设备备件,功率: 7.5kW,台,至少一个: 型号；规格；图号；适用设备；材质,未满足当前分组的关键规格模板。,确认型号、图号、适用设备和关键尺寸。,Sheet1:2164,7.5千w电机
REVIEW-MAT-01326,C,medium,specs_conflict,钢丝绳,吊装索具/吊带索具/钢丝绳链条,规格: 50；长度: 6米,根,,存在低精度或人工复核标记，需要补齐信息。,按默认规则补齐至少一个关键规格字段。,Sheet1:2165,50*6米钢丝绳
REVIEW-MAT-01327,C,medium,missing_specs,安全网,安全防护/隔离防护/防护网,尺寸: 1.8米*6米,张,至少一个: 类型；规格；材质；型号,未满足当前分组的关键规格模板。,确认类型、规格、材质和安全等级。,Sheet1:2166,1.8米*6米安全网
REVIEW-MAT-01328,C,medium,needs_human_review,定制橡胶条/板,设备备件与加工件/金属加工件/金属加工件,定制: 是；规格: 200*5；材质: 橡胶,米,,存在低精度或人工复核标记，需要补齐信息。,确认型号、图号、适用设备和关键尺寸。,Sheet1:2167,定做橡胶200*5
REVIEW-MAT-01329,C,medium,missing_specs,水泥钉,紧固件/其他/钉,类型: 水泥钉,盒,至少一个: 规格；直径；长度；型号,未满足当前分组的关键规格模板。,确认规格、材质/强度等级和单位。,Sheet1:2168；Sheet1:2173,水泥钉
REVIEW-MAT-01330,C,medium,specs_conflict,电线,电气与自动化/电线电缆与敷设/电线电缆,品牌: 起帆；截面积: 25mm2,米,,存在低精度或人工复核标记，需要补齐信息。,确认品牌、型号、电气参数和安装/连接方式。,Sheet1:2169,25平方起帆电线
REVIEW-MAT-01331,C,medium,needs_human_review,胶接头,管道管件/其他/软管接头,规格: 4寸；材质: 胶,套,,存在低精度或人工复核标记，需要补齐信息。,确认材质、口径/规格、连接方式和类型。,Sheet1:2176,4寸胶接头
REVIEW-MAT-01332,D,high,alias_conflict,竹扫把,行政办公与清洁/清洁用品/清洁工具耗材,规格: 大；材质: 竹,个,,存在阻塞冲突，不能自动放行。,先解决别名、单位或分组冲突，不要自动创建物料。,Sheet1:2178；Sheet1:2273,大竹扫把
REVIEW-MAT-01333,D,high,alias_conflict,连体工作服,劳保用品/头足身防护/防护服,特征: 加厚；结构: 连体,套,至少一个: 类型；规格；材质；型号,存在阻塞冲突，不能自动放行。,先解决别名、单位或分组冲突，不要自动创建物料。,Sheet1:2180,加厚连体裤
REVIEW-MAT-01334,D,high,alias_conflict,焊条,焊接焊割/焊割耗材/割嘴焊嘴,直径: 3.2mm,个,,存在阻塞冲突，不能自动放行。,先解决别名、单位或分组冲突，不要自动创建物料。,Sheet1:2181,3.2焊条
REVIEW-MAT-01335,C,medium,specs_conflict,水泵钳,工具器具/手动工具/通用手动工具,规格: 8寸,支,,存在低精度或人工复核标记，需要补齐信息。,确认品牌、型号/规格和适用设备。,Sheet1:2182,8寸水泵钳
REVIEW-MAT-01336,C,medium,specs_conflict,水泵钳,工具器具/手动工具/通用手动工具,规格: 10寸,支,,存在低精度或人工复核标记，需要补齐信息。,确认品牌、型号/规格和适用设备。,Sheet1:2183,10寸水泵钳
REVIEW-MAT-01337,C,medium,needs_human_review,沟槽消防阀,阀门/其他/消防阀门,规格: 150；连接: 沟槽/卡式；用途: 消防,个,,存在低精度或人工复核标记，需要补齐信息。,按默认规则补齐至少一个关键规格字段。,Sheet1:2184,沟槽阀150卡式消防阀
REVIEW-MAT-01338,C,medium,missing_specs,切割机防护罩,工具器具/电动工具/电钻角磨机,适配设备: 400切割机；部件: 防护罩,个,至少一个: 型号；规格；品牌；尺寸；适用设备,未满足当前分组的关键规格模板。,确认品牌、型号/规格和适用设备。,Sheet1:2185,400切割机防护罩
REVIEW-MAT-01339,D,high,alias_conflict,抹布,行政办公与清洁/清洁用品/清洁工具耗材,形态: 大块；颜色: 白色,kg,至少一个: 规格；类型；品牌；包装规格,存在阻塞冲突，不能自动放行。,先解决别名、单位或分组冲突，不要自动创建物料。,Sheet1:2190,大块白抹布
REVIEW-MAT-01340,C,medium,specs_conflict,抱箍加工件,设备备件与加工件/金属加工件/金属加工件,加工: 是；规格: 3寸；类型: 抱箍,个,,存在低精度或人工复核标记，需要补齐信息。,确认型号、图号、适用设备和关键尺寸。,Sheet1:2193,3寸抱箍加工
REVIEW-MAT-01341,C,medium,specs_conflict,抱箍加工件,设备备件与加工件/金属加工件/金属加工件,加工: 是；规格: 2寸；类型: 抱箍,个,,存在低精度或人工复核标记，需要补齐信息。,确认型号、图号、适用设备和关键尺寸。,Sheet1:2194,2寸抱箍加工
REVIEW-MAT-01342,C,medium,missing_specs,卸扣,吊装索具/吊装连接件/卸扣吊钩,额定载荷: 8T,个,至少一个: 规格；型号；类型；材质；品牌；尺寸；长度；厚度；功率；包装规格；适用设备,未满足当前分组的关键规格模板。,按默认规则补齐至少一个关键规格字段。,Sheet1:2197；Sheet1:2869,8T卸扣；卸扣8T
REVIEW-MAT-01343,C,medium,missing_specs,卸扣,吊装索具/吊装连接件/卸扣吊钩,额定载荷: 10T,个,至少一个: 规格；型号；类型；材质；品牌；尺寸；长度；厚度；功率；包装规格；适用设备,未满足当前分组的关键规格模板。,按默认规则补齐至少一个关键规格字段。,Sheet1:2198；Sheet1:2868；Sheet1:3622,10T卸扣；卸扣10T
REVIEW-MAT-01344,C,medium,missing_specs,卸扣,吊装索具/吊装连接件/卸扣吊钩,额定载荷: 12T,个,至少一个: 规格；型号；类型；材质；品牌；尺寸；长度；厚度；功率；包装规格；适用设备,未满足当前分组的关键规格模板。,按默认规则补齐至少一个关键规格字段。,Sheet1:2199,12T卸扣
REVIEW-MAT-01345,C,medium,missing_specs,木屑,生产辅料/其他/吸附填充材料,品类: 木屑,斤,至少一个: 规格；型号；类型；材质；品牌；尺寸；长度；厚度；功率；包装规格；适用设备,未满足当前分组的关键规格模板。,按默认规则补齐至少一个关键规格字段。,Sheet1:2200,木屑
REVIEW-MAT-01346,C,medium,needs_human_review,三相四线插头,电气与自动化/插头插座/插头插座,电流: 25A；类型: 三相四线,个,,存在低精度或人工复核标记，需要补齐信息。,确认品牌、型号、电气参数和安装/连接方式。,Sheet1:2201,25A三相四插头
REVIEW-MAT-01347,C,medium,needs_human_review,五坑尖凿,工具器具/其他/凿具,规格: 大；接口: 五坑；类型: 尖凿,支,,存在低精度或人工复核标记，需要补齐信息。,确认品牌、型号/规格和适用设备。,Sheet1:2203,大五坑尖凿
REVIEW-MAT-01348,C,medium,specs_conflict,钨钢钻头,工具器具/工具耗材/钻头,规格: 3.5；材质: 钨钢,支,,存在低精度或人工复核标记，需要补齐信息。,确认品牌、型号/规格和适用设备。,Sheet1:2207,3.5钨钢钻头
REVIEW-MAT-01349,C,medium,specs_conflict,钨钢钻头,工具器具/工具耗材/钻头,规格: 3.0；材质: 钨钢,支,,存在低精度或人工复核标记，需要补齐信息。,确认品牌、型号/规格和适用设备。,Sheet1:2208,3.0钨钢钻头
REVIEW-MAT-01350,C,medium,needs_human_review,鼓风机滤芯,设备备件与加工件/过滤密封/过滤件,规格: 2寸；适用设备: 鼓风机,个,,存在低精度或人工复核标记，需要补齐信息。,确认型号、图号、适用设备和关键尺寸。,Sheet1:2209,2寸鼓风机滤芯
REVIEW-MAT-01351,C,medium,specs_conflict,法兰,管道管件/其他/法兰,公称直径: DN50；压力等级: 16kg,个,,存在低精度或人工复核标记，需要补齐信息。,确认材质、口径/规格、连接方式和类型。,Sheet1:2210,DN50*16KG法兰
REVIEW-MAT-01352,C,medium,specs_conflict,法兰,管道管件/其他/法兰,公称直径: DN65；压力等级: 16kg,个,,存在低精度或人工复核标记，需要补齐信息。,确认材质、口径/规格、连接方式和类型。,Sheet1:2211,DN65*16KG法兰
REVIEW-MAT-01353,C,medium,missing_specs,伸缩杆,工具器具/其他/辅助工具,长度: 2米；结构: 伸缩,个,至少一个: 型号；规格；品牌；尺寸；适用设备,未满足当前分组的关键规格模板。,确认品牌、型号/规格和适用设备。,Sheet1:2213,2米伸缩杆
REVIEW-MAT-01354,C,medium,needs_human_review,不锈钢合页,工程建材/其他/门窗五金,规格: 3寸；材质: 不锈钢,付,,存在低精度或人工复核标记，需要补齐信息。,确认规格、材质/强度等级、尺寸和包装单位。,Sheet1:2214,3寸不锈钢合页
