question_id	draft_sku_id	draft_item_code	priority	放行等级	标准名称	标准分组	标准单位	当前必填规格	missing_specs	question	recommended_next_action	source_candidate_rows	整理依据
MISS-001442	SKU-DRAFT-001442	SAFE-000093	high	C	防护服	劳保耗材/防护服	套	特征：加厚；款式：连体	材质	请补充“防护服”的材质。	确认类型、材质、规格、安全等级或认证标准。	1451	材质/尺码/防护等级缺失，无法稳定区分防护服SKU
MISS-001443	SKU-DRAFT-001443	PIPE-000315	high	C	高压堵头	液压/高压管路	个	螺纹：M36*2；连接：内丝	材质；压力等级	请补充“高压堵头”的材质、压力等级。	确认材质、口径、压力等级、连接方式和壁厚。	1452	压力等级/材质缺失，可能影响高压堵头SKU区分
MISS-001444	SKU-DRAFT-001444	PIPE-000316	high	C	高压堵头	液压/高压管路	个	螺纹：M36*2；连接：外丝	材质；压力等级	请补充“高压堵头”的材质、压力等级。	确认材质、口径、压力等级、连接方式和壁厚。	1453	压力等级/材质缺失，可能影响高压堵头SKU区分
MISS-001445	SKU-DRAFT-001445	MAT-000141	high	C	压力表	仪表/压力仪表	个	量程/压力：60公斤	精度	请补充“压力表”的精度。	确认规格、型号、材质和品牌等关键建档信息。	1454	量程标准单位、接口、表径、精度缺失，无法稳定区分压力表SKU
MISS-001446	SKU-DRAFT-001446	PIPE-000317	high	C	螺纹接头	液压/高压管路	个	螺纹：M20*1.5	材质；压力等级	请补充“螺纹接头”的材质、压力等级。	确认材质、口径、压力等级、连接方式和壁厚。	1455	连接形式/材质/压力等级缺失，可能影响螺纹接头SKU区分
MISS-001447	SKU-DRAFT-001447	METAL-000100	high	C	三通	管件/不锈钢管件	个	规格：25；材质：不锈钢	连接方式	请补充“三通”的连接方式。	确认材质、规格尺寸、厚度/长度和执行标准。	1456	不锈钢牌号及连接方式缺失，可能影响三通SKU区分
MISS-001448	SKU-DRAFT-001448	PIPE-000318	high	C	胶管总成	液压/高压管路	根	螺纹/规格：36*2；层数：2层；长度：12米	材质；压力等级；接头形式	请补充“胶管总成”的材质、压力等级、接头形式。	确认材质、口径、压力等级、连接方式和壁厚。	1457	压力等级/接头形式/材质缺失，无法稳定区分胶管总成SKU
MISS-001449	SKU-DRAFT-001449	PIPE-000319	high	C	胶管总成	液压/高压管路	根	螺纹/规格：36*2；层数：2层；长度：17.7米	材质；压力等级；接头形式	请补充“胶管总成”的材质、压力等级、接头形式。	确认材质、口径、压力等级、连接方式和壁厚。	1458	压力等级/接头形式/材质缺失，无法稳定区分胶管总成SKU
MISS-001450	SKU-DRAFT-001450	PIPE-000320	high	C	胶管总成	液压/高压管路	根	螺纹/规格：36*2；层数：2层；长度：5.2米	材质；压力等级；接头形式	请补充“胶管总成”的材质、压力等级、接头形式。	确认材质、口径、压力等级、连接方式和壁厚。	1459	压力等级/接头形式/材质缺失，无法稳定区分胶管总成SKU
MISS-001451	SKU-DRAFT-001451	PIPE-000321	high	C	胶管总成	液压/高压管路	根	螺纹/规格：36*2；层数：2层；长度：7.9米	材质；压力等级；接头形式	请补充“胶管总成”的材质、压力等级、接头形式。	确认材质、口径、压力等级、连接方式和壁厚。	1460	压力等级/接头形式/材质缺失，无法稳定区分胶管总成SKU
MISS-001452	SKU-DRAFT-001452	PIPE-000322	high	C	胶管总成	液压/高压管路	根	螺纹/规格：36*2；层数：2层；长度：15.9米	材质；压力等级；接头形式	请补充“胶管总成”的材质、压力等级、接头形式。	确认材质、口径、压力等级、连接方式和壁厚。	1461	压力等级/接头形式/材质缺失，无法稳定区分胶管总成SKU
MISS-001453	SKU-DRAFT-001453	PIPE-000323	high	C	胶管总成	液压/高压管路	根	螺纹/规格：36*2；层数：2层；长度：2.3米	材质；压力等级；接头形式	请补充“胶管总成”的材质、压力等级、接头形式。	确认材质、口径、压力等级、连接方式和壁厚。	1462	压力等级/接头形式/材质缺失，无法稳定区分胶管总成SKU
MISS-001454	SKU-DRAFT-001454	PIPE-000324	high	C	胶管总成	液压/高压管路	根	螺纹/规格：36*2；层数：2层；长度：3.4米	材质；压力等级；接头形式	请补充“胶管总成”的材质、压力等级、接头形式。	确认材质、口径、压力等级、连接方式和壁厚。	1463	压力等级/接头形式/材质缺失，无法稳定区分胶管总成SKU
MISS-001455	SKU-DRAFT-001455	PIPE-000325	high	C	胶管总成	液压/高压管路	根	螺纹/规格：36*2；层数：2层；长度：3.9米	材质；压力等级；接头形式	请补充“胶管总成”的材质、压力等级、接头形式。	确认材质、口径、压力等级、连接方式和壁厚。	1464	压力等级/接头形式/材质缺失，无法稳定区分胶管总成SKU
MISS-001456	SKU-DRAFT-001456	PIPE-000326	high	C	胶管总成	液压/高压管路	根	螺纹/规格：36*2；层数：2层；长度：1.1米	材质；压力等级；接头形式	请补充“胶管总成”的材质、压力等级、接头形式。	确认材质、口径、压力等级、连接方式和壁厚。	1465	压力等级/接头形式/材质缺失，无法稳定区分胶管总成SKU
MISS-001457	SKU-DRAFT-001457	PIPE-000327	high	C	胶管总成	液压/高压管路	根	螺纹/规格：36*2；层数：2层；长度：7.5米	材质；压力等级；接头形式	请补充“胶管总成”的材质、压力等级、接头形式。	确认材质、口径、压力等级、连接方式和壁厚。	1466	压力等级/接头形式/材质缺失，无法稳定区分胶管总成SKU
MISS-001458	SKU-DRAFT-001458	PIPE-000328	high	C	胶管总成	液压/高压管路	根	螺纹/规格：36*2；层数：2层；长度：1米	材质；压力等级；接头形式	请补充“胶管总成”的材质、压力等级、接头形式。	确认材质、口径、压力等级、连接方式和壁厚。	1467	压力等级/接头形式/材质缺失，无法稳定区分胶管总成SKU
MISS-001459	SKU-DRAFT-001459	PIPE-000329	high	C	胶管总成	液压/高压管路	根	螺纹/规格：36*2；层数：2层；长度：1.3米	材质；压力等级；接头形式	请补充“胶管总成”的材质、压力等级、接头形式。	确认材质、口径、压力等级、连接方式和壁厚。	1468	压力等级/接头形式/材质缺失，无法稳定区分胶管总成SKU
MISS-001460	SKU-DRAFT-001460	PIPE-000330	high	C	胶管总成	液压/高压管路	根	螺纹/规格：36*2；层数：2层；长度：5.9米	材质；压力等级；接头形式	请补充“胶管总成”的材质、压力等级、接头形式。	确认材质、口径、压力等级、连接方式和壁厚。	1469	压力等级/接头形式/材质缺失，无法稳定区分胶管总成SKU
MISS-001461	SKU-DRAFT-001461	PIPE-000331	high	C	胶管总成	液压/高压管路	根	螺纹/规格：36*2；层数：2层；长度：3.3米	材质；压力等级；接头形式	请补充“胶管总成”的材质、压力等级、接头形式。	确认材质、口径、压力等级、连接方式和壁厚。	1470	压力等级/接头形式/材质缺失，无法稳定区分胶管总成SKU
MISS-001462	SKU-DRAFT-001462	PIPE-000332	high	C	骑马卡	定制件/管夹卡箍	件	定制：是；规格：36；材质：不锈钢；厚度/螺纹：36*2.0	口径；尺寸	请补充“骑马卡”的口径、尺寸。	确认材质、口径、压力等级、连接方式和壁厚。	1471	由不锈钢骑马卡归一为骑马卡；图纸/用途/尺寸口径缺失
MISS-001463	SKU-DRAFT-001463	PIPE-000333	high	C	直角接头	定制件/管路接头	件	加工：是；规格：36*3/36*2	材质；压力等级	请补充“直角接头”的材质、压力等级。	确认材质、口径、压力等级、连接方式和壁厚。	1472	由加工件归一为直角接头；图纸/材质/压力等级缺失
MISS-001464	SKU-DRAFT-001464	PIPE-000334	high	C	变径接头	液压/高压管路	只	规格：25*2/36*2	材质；压力等级	请补充“变径接头”的材质、压力等级。	确认材质、口径、压力等级、连接方式和壁厚。	1473	材质/压力等级/螺纹标准缺失，可能影响变径接头SKU区分
MISS-001465	SKU-DRAFT-001465	PIPE-000335	high	C	管夹	管夹/管路固定件	组	联数：六联；规格：36	型号；材质	请补充“管夹”的型号、材质。	确认材质、口径、压力等级、连接方式和壁厚。	1474	材质/安装孔距/型号缺失，可能影响管夹SKU区分
MISS-001466	SKU-DRAFT-001466	PIPE-000336	high	C	管夹	管夹/管路固定件	只	联数：单管；规格：36	型号；材质	请补充“管夹”的型号、材质。	确认材质、口径、压力等级、连接方式和壁厚。	1475	材质/安装孔距/型号缺失，可能影响管夹SKU区分
MISS-001467	SKU-DRAFT-001467	PIPE-000337	high	C	三通接头	液压/高压管路	只	螺纹/规格：36*2	材质；压力等级	请补充“三通接头”的材质、压力等级。	确认材质、口径、压力等级、连接方式和壁厚。	1476	材质/压力等级/连接形式缺失，可能影响三通接头SKU区分
MISS-001468	SKU-DRAFT-001468	PIPE-000338	high	C	对丝接头	液压/高压管路	只	螺纹/规格：36*2	材质；压力等级	请补充“对丝接头”的材质、压力等级。	确认材质、口径、压力等级、连接方式和壁厚。	1477	材质/压力等级缺失，可能影响对丝接头SKU区分
MISS-001469	SKU-DRAFT-001469	PIPE-000339	high	C	泥浆管接头	定制件/管路接头	件	加工：是；管径：Φ219	材质；连接方式；壁厚	请补充“泥浆管接头”的材质、连接方式、壁厚。	确认材质、口径、压力等级、连接方式和壁厚。	1478	图纸/材质/壁厚/连接方式缺失，无法稳定区分泥浆管接头SKU
MISS-001470	SKU-DRAFT-001470	METAL-000101	high	C	钢丝绳	吊装索具/钢丝绳	根	加工：扣压；直径/规格：50；长度：3.6米	材质；规格；厚度；执行标准	请补充“钢丝绳”的材质、规格、厚度、执行标准。	确认材质、规格尺寸、厚度/长度和执行标准。	1479	扣压端头已保留；钢丝绳结构/吊具端头/安全载荷缺失
MISS-001471	SKU-DRAFT-001471	METAL-000102	high	C	钢丝绳	吊装索具/钢丝绳	根	加工：扣压；直径/规格：47.5；长度：9米	材质；规格；厚度；执行标准	请补充“钢丝绳”的材质、规格、厚度、执行标准。	确认材质、规格尺寸、厚度/长度和执行标准。	1480	扣压端头已保留；钢丝绳结构/吊具端头/安全载荷缺失
MISS-001472	SKU-DRAFT-001472	PIPE-000340	high	C	八字扣头	液压/高压管路	只	规格：M52；材质：铝合金	口径；压力等级；连接方式；壁厚	请补充“八字扣头”的口径、压力等级、连接方式、壁厚。	确认材质、口径、压力等级、连接方式和壁厚。	1481	适配胶管规格/连接形式缺失，可能影响八字扣头SKU区分
MISS-001473	SKU-DRAFT-001473	CHEM-000094	high	C	聚氨酯密封胶	化工耗材/密封胶	支	品牌：普赛达；容量：600mL	型号；颜色	请补充“聚氨酯密封胶”的型号、颜色。	确认品牌/型号、类型、容量或包装规格和颜色。	1482	型号/颜色/固化特性缺失，可能影响密封胶SKU区分
MISS-001474	SKU-DRAFT-001474	TOOL-000228	high	C	胶枪	工具/手动工具	把	品牌：世达	型号；容量	请补充“胶枪”的型号、容量。	确认品牌、型号/规格、尺寸和适用设备。	1483	适配胶筒容量/型号缺失，可能影响胶枪SKU区分
MISS-001475	SKU-DRAFT-001475	PIPE-000341	high	C	止回阀	阀门/止回阀	只	材质：304；公称通径：DN25	压力等级	请补充“止回阀”的压力等级。	确认材质、口径、压力等级、连接方式和壁厚。	1484	压力等级/连接形式缺失，可能影响止回阀SKU区分
MISS-001476	SKU-DRAFT-001476	PIPE-000342	high	C	胶管总成	液压/高压管路	根	螺纹/规格：36*2；层数：2层；长度：8.3米	材质；压力等级；接头形式	请补充“胶管总成”的材质、压力等级、接头形式。	确认材质、口径、压力等级、连接方式和壁厚。	1485	压力等级/接头形式/材质缺失，无法稳定区分胶管总成SKU
MISS-001477	SKU-DRAFT-001477	PIPE-000343	high	C	胶管总成	液压/高压管路	根	螺纹/规格：36*2；层数：2层；长度：4.2米	材质；压力等级；接头形式	请补充“胶管总成”的材质、压力等级、接头形式。	确认材质、口径、压力等级、连接方式和壁厚。	1486	压力等级/接头形式/材质缺失，无法稳定区分胶管总成SKU
MISS-001478	SKU-DRAFT-001478	PIPE-000344	high	C	胶管总成	液压/高压管路	根	螺纹/规格：36*2；层数：2层；长度：1.2米	材质；压力等级；接头形式	请补充“胶管总成”的材质、压力等级、接头形式。	确认材质、口径、压力等级、连接方式和壁厚。	1487	压力等级/接头形式/材质缺失，无法稳定区分胶管总成SKU
MISS-001479	SKU-DRAFT-001479	PIPE-000345	high	C	胶管总成	液压/高压管路	根	螺纹/规格：36*2；层数：2层；长度：7.3米	材质；压力等级；接头形式	请补充“胶管总成”的材质、压力等级、接头形式。	确认材质、口径、压力等级、连接方式和壁厚。	1488	压力等级/接头形式/材质缺失，无法稳定区分胶管总成SKU
MISS-001480	SKU-DRAFT-001480	CHEM-000095	high	C	齿轮油	油品/润滑油	桶	品牌：长城；包装：18L	型号	请补充“齿轮油”的型号。	确认品牌/型号、类型、容量或包装规格和颜色。	1489	粘度等级/型号缺失，无法稳定区分齿轮油SKU
MISS-001481	SKU-DRAFT-001481	PIPE-000346	high	C	对丝接头	液压/高压管路	只	规格：1/2	材质；压力等级	请补充“对丝接头”的材质、压力等级。	确认材质、口径、压力等级、连接方式和壁厚。	1490	螺纹制式/材质/压力等级缺失，可能影响对丝接头SKU区分
MISS-001482	SKU-DRAFT-001482	PIPE-000347	high	C	变径接头	液压/高压管路	只	规格：1/2-3/4	材质；压力等级	请补充“变径接头”的材质、压力等级。	确认材质、口径、压力等级、连接方式和壁厚。	1491	螺纹制式/材质/压力等级缺失，可能影响变径接头SKU区分
MISS-001483	SKU-DRAFT-001483	ELEC-000150	high	C	断路器	电气/低压电器	套	品牌：施耐德；额定电流：250A；极数：3P	型号	请补充“断路器”的型号。	确认品牌、型号、电压/电流和安装或连接方式。	1492	系列/分断能力/型号缺失，无法稳定区分断路器SKU
MISS-001484	SKU-DRAFT-001484	METAL-000103	high	C	钢丝绳润滑脂	油品/润滑脂	瓶	品牌：伍尔特；用途：钢丝绳；容量：500mL	型号	请补充“钢丝绳润滑脂”的型号。	确认材质、规格尺寸、厚度/长度和执行标准。	1493	别名黄油归一为润滑脂；型号/温度范围缺失
MISS-001485	SKU-DRAFT-001485	PIPE-000348	high	C	高压直接	液压/高压管路	只	螺纹：M32*2；连接：内丝	材质；压力等级	请补充“高压直接”的材质、压力等级。	确认材质、口径、压力等级、连接方式和壁厚。	1494	原始小写m规范为M；材质/压力等级缺失
MISS-001486	SKU-DRAFT-001486	MAT-000142	high	C	吊装袋	吊装索具/吊包	只	材质：丙纶纤维；尺寸：3米*3米；载荷：大吨位	安全系数	请补充“吊装袋”的安全系数。	确认规格、型号、材质和品牌等关键建档信息。	1495	载荷仅为大吨位，额定载荷/安全系数/吊点形式缺失
MISS-001487	SKU-DRAFT-001487	PIPE-000349	high	C	高压转换接头	液压/高压管路	套	螺纹：36*2；形式：外丝转内丝	材质；压力等级	请补充“高压转换接头”的材质、压力等级。	确认材质、口径、压力等级、连接方式和壁厚。	1496	材质/压力等级缺失，可能影响高压转换接头SKU区分
MISS-001488	SKU-DRAFT-001488	PIPE-000350	high	C	高压转换接头	液压/高压管路	套	螺纹：52*2；形式：外丝转内丝	材质；压力等级	请补充“高压转换接头”的材质、压力等级。	确认材质、口径、压力等级、连接方式和壁厚。	1497	材质/压力等级缺失，可能影响高压转换接头SKU区分
MISS-001489	SKU-DRAFT-001489	PIPE-000351	high	C	高压转换接头	液压/高压管路	套	螺纹：24*1.5/36*2	材质；压力等级	请补充“高压转换接头”的材质、压力等级。	确认材质、口径、压力等级、连接方式和壁厚。	1498	内外丝方向/材质/压力等级缺失，可能影响高压转换接头SKU区分
MISS-001490	SKU-DRAFT-001490	PIPE-000352	high	C	高压对丝接头	液压/高压管路	只	螺纹：20*1.5	材质；压力等级	请补充“高压对丝接头”的材质、压力等级。	确认材质、口径、压力等级、连接方式和壁厚。	1499	材质/压力等级缺失，可能影响高压对丝接头SKU区分
MISS-001491	SKU-DRAFT-001491	PIPE-000353	high	C	高压对丝接头	液压/高压管路	只	螺纹：24*1.5	材质；压力等级	请补充“高压对丝接头”的材质、压力等级。	确认材质、口径、压力等级、连接方式和壁厚。	1500	材质/压力等级缺失，可能影响高压对丝接头SKU区分
MISS-001492	SKU-DRAFT-001492	PIPE-000354	high	C	高压对丝接头	液压/高压管路	只	螺纹：30*2；连接形式：对丝	材质；压力等级	请补充“高压对丝接头”的材质、压力等级。	确认材质、口径、压力等级、连接方式和壁厚。	1501	材质/压力等级缺失，可能影响高压接头SKU区分
MISS-001493	SKU-DRAFT-001493	PIPE-000355	high	C	高压对丝接头	液压/高压管路	只	螺纹：36*2；连接形式：对丝	材质；压力等级	请补充“高压对丝接头”的材质、压力等级。	确认材质、口径、压力等级、连接方式和壁厚。	1502	材质/压力等级缺失，可能影响高压接头SKU区分
MISS-001494	SKU-DRAFT-001494	PIPE-000356	high	C	高压对丝接头	液压/高压管路	只	螺纹：52*2；连接形式：对丝	材质；压力等级	请补充“高压对丝接头”的材质、压力等级。	确认材质、口径、压力等级、连接方式和壁厚。	1503	材质/压力等级缺失，可能影响高压接头SKU区分
MISS-001495	SKU-DRAFT-001495	SPARE-000120	high	C	O型圈套装	密封件/O型圈	盒	品牌：派克；套装：ABC	规格；材质	请补充“O型圈套装”的规格、材质。	确认型号、图号、适用设备、材质和关键尺寸。	1504	材质/规格明细/系列缺失，无法唯一确定套装内容
MISS-001496	SKU-DRAFT-001496	MAT-000143	high	C	弹性销	紧固件/销	只	规格：M4*28	材质；执行标准	请补充“弹性销”的材质、执行标准。	确认规格、型号、材质和品牌等关键建档信息。	1505	材质/执行标准缺失，可能影响弹性销SKU区分
MISS-001497	SKU-DRAFT-001497	MAT-000144	high	C	弹性销	紧固件/销	只	规格：M6*28	材质；执行标准	请补充“弹性销”的材质、执行标准。	确认规格、型号、材质和品牌等关键建档信息。	1506	材质/执行标准缺失，可能影响弹性销SKU区分
MISS-001498	SKU-DRAFT-001498	FAST-000068	high	C	T型螺丝套件	紧固件/螺丝套件	套	螺丝规格：M16*50；套件组成：平垫+弹垫+螺母	材质；强度等级	请补充“T型螺丝套件”的材质、强度等级。	确认规格、材质、强度等级、头型和表面处理。	1507;1523	材质/强度等级缺失，可能影响套件SKU区分；同规格套件可合并；材质/强度等级缺失
MISS-001499	SKU-DRAFT-001499	SPARE-000121	high	C	注浆泵连杆压力表	注浆设备/配件	件	适配设备：注浆泵；部件：连杆压力表；量程：16MPa	型号；精度	请补充“注浆泵连杆压力表”的型号、精度。	确认型号、图号、适用设备、材质和关键尺寸。	1508	适配型号/接口/精度缺失，可能影响压力表SKU区分
MISS-001500	SKU-DRAFT-001500	MAT-000145	high	C	离心机滤网	定制件/设备滤网	个	定制：是；适配设备：离心机；尺寸：1.4米*0.31米*0.72米	材质	请补充“离心机滤网”的材质。	确认规格、型号、材质和品牌等关键建档信息。	1509	定制件材质/目数/图纸缺失，无法唯一确定滤网SKU
MISS-001501	SKU-DRAFT-001501	MAT-000146	high	C	抗盐膨润土	化工原料/膨润土	吨	类型：抗盐膨润土	规格；型号；材质；品牌	请补充“抗盐膨润土”的规格、型号、材质、品牌。	确认规格、型号、材质和品牌等关键建档信息。	1510;1522	单位T按吨归一；指标/厂家/包装缺失，可能影响SKU区分；同名同规格可合并；指标/厂家/包装缺失，可能影响SKU区分
MISS-001502	SKU-DRAFT-001502	FAST-000069	high	C	T型螺丝套件	紧固件/螺丝套件	套	螺丝规格：M16*100；套件组成：平垫+弹垫+螺母	材质；强度等级	请补充“T型螺丝套件”的材质、强度等级。	确认规格、材质、强度等级、头型和表面处理。	1511	材质/强度等级缺失，可能影响套件SKU区分
MISS-001503	SKU-DRAFT-001503	PIPE-000357	high	C	重型高压接头	液压/高压管路	只	规格：36*2；类型：重型	材质；压力等级	请补充“重型高压接头”的材质、压力等级。	确认材质、口径、压力等级、连接方式和壁厚。	1512	材质/压力等级/连接形式缺失，可能影响接头SKU区分
MISS-001504	SKU-DRAFT-001504	PIPE-000358	medium	B	电磁阀	阀门/电磁阀	只	进口：是；型号：2622200	品牌；电压	请补充“电磁阀”的品牌、电压。	确认材质、口径、压力等级、连接方式和壁厚。	1513	品牌/电压/接口/介质缺失，按型号先建候选
MISS-001505	SKU-DRAFT-001505	PIPE-000359	high	C	重型管夹加工件	定制件/管夹卡箍	只	加工：是；类型：重型管夹；规格：60	材质	请补充“重型管夹加工件”的材质。	确认材质、口径、压力等级、连接方式和壁厚。	1514	定制件材质/图纸/安装孔距缺失，无法唯一确定SKU
MISS-001506	SKU-DRAFT-001506	CHEM-000096	high	C	聚氨酯密封胶	化工耗材/密封胶	支	品牌：普赛达；材料：聚氨酯	型号；容量	请补充“聚氨酯密封胶”的型号、容量。	确认品牌/型号、类型、容量或包装规格和颜色。	1515	容量/型号缺失，可能影响密封胶SKU区分
MISS-001507	SKU-DRAFT-001507	PIPE-000360	high	C	超高压接头	液压/超高压管路	套	品牌：日东；系列/规格：38S；等级：超高压	材质；压力等级；接头形式	请补充“超高压接头”的材质、压力等级、接头形式。	确认材质、口径、压力等级、连接方式和壁厚。	1516	接头形式/压力等级/材质缺失，可能影响接头SKU区分
MISS-001508	SKU-DRAFT-001508	PIPE-000361	high	C	超高压接头	液压/超高压管路	套	品牌：日东；系列/规格：42L；等级：超高压	材质；压力等级；接头形式	请补充“超高压接头”的材质、压力等级、接头形式。	确认材质、口径、压力等级、连接方式和壁厚。	1517	接头形式/压力等级/材质缺失，可能影响接头SKU区分
MISS-001509	SKU-DRAFT-001509	PIPE-000362	high	C	超高压液压接头	液压/超高压管路	套	品牌：派克；系列/规格：24S；等级：超高压	材质；压力等级；接头形式	请补充“超高压液压接头”的材质、压力等级、接头形式。	确认材质、口径、压力等级、连接方式和壁厚。	1518	接头形式/压力等级/材质缺失，可能影响接头SKU区分
MISS-001510	SKU-DRAFT-001510	PIPE-000363	high	C	胶管总成	液压/高压管路	条	规格：36*2H；层数：2层；长度：3米	压力等级；接头形式	请补充“胶管总成”的压力等级、接头形式。	确认材质、口径、压力等级、连接方式和壁厚。	1519	H含义/压力等级/接头形式缺失，可能影响胶管总成SKU区分
MISS-001511	SKU-DRAFT-001511	PIPE-000364	high	C	胶管总成	液压/高压管路	条	规格：36*2H；层数：2层；长度：2米	压力等级；接头形式	请补充“胶管总成”的压力等级、接头形式。	确认材质、口径、压力等级、连接方式和壁厚。	1520	H含义/压力等级/接头形式缺失，可能影响胶管总成SKU区分
MISS-001512	SKU-DRAFT-001512	PIPE-000365	high	C	高压内丝接头	液压/高压管路	只	规格：36*2H；连接形式：内丝	材质；压力等级	请补充“高压内丝接头”的材质、压力等级。	确认材质、口径、压力等级、连接方式和壁厚。	1521	H含义/材质/压力等级缺失，可能影响接头SKU区分
MISS-001513	SKU-DRAFT-001513	FAST-000070	high	C	加厚垫片	紧固件/垫圈	只	规格：M18*50*60mm；特征：加厚	材质；厚度	请补充“加厚垫片”的材质、厚度。	确认规格、材质、强度等级、头型和表面处理。	1524	内径/外径/厚度字段未明确，材质缺失
MISS-001514	SKU-DRAFT-001514	PIPE-000366	high	C	六联管夹加工件	定制件/管夹卡箍	件	加工：是；联数：六联；规格：35	材质	请补充“六联管夹加工件”的材质。	确认材质、口径、压力等级、连接方式和壁厚。	1525	定制件材质/图纸/安装孔距缺失，无法唯一确定SKU
MISS-001515	SKU-DRAFT-001515	MAT-000147	high	C	加厚风筒	定制件/通风风筒	条	加工：是；直径：600；长度：20米；特征：加厚	材质；连接方式	请补充“加厚风筒”的材质、连接方式。	确认规格、型号、材质和品牌等关键建档信息。	1526	定制件材质/连接方式/阻燃等级缺失，无法唯一确定SKU
MISS-001516	SKU-DRAFT-001516	MAT-000148	high	C	加厚风筒	定制件/通风风筒	条	加工：是；直径：600；长度：10米；特征：加厚	材质；连接方式	请补充“加厚风筒”的材质、连接方式。	确认规格、型号、材质和品牌等关键建档信息。	1527	定制件材质/连接方式/阻燃等级缺失，无法唯一确定SKU
MISS-001517	SKU-DRAFT-001517	CHEM-000097	high	C	密封胶	化工耗材/密封胶	支	品牌：普赛达	型号；容量	请补充“密封胶”的型号、容量。	确认品牌/型号、类型、容量或包装规格和颜色。	1528	类型/容量/型号缺失；是否聚氨酯密封胶需确认
MISS-001518	SKU-DRAFT-001518	METAL-000104	high	C	螺纹钢	钢材/螺纹钢	吨	规格：20E；长度：12米	材质；执行标准	请补充“螺纹钢”的材质、执行标准。	确认材质、规格尺寸、厚度/长度和执行标准。	1529	单位T按吨归一；20E含义/材质牌号/执行标准缺失
MISS-001519	SKU-DRAFT-001519	METAL-000105	high	C	工字钢	钢材/型钢	米	规格：14#	材质；执行标准	请补充“工字钢”的材质、执行标准。	确认材质、规格尺寸、厚度/长度和执行标准。	1530	材质/执行标准缺失，可能影响型钢SKU区分
MISS-001520	SKU-DRAFT-001520	MAT-000149	high	C	液压油	油品/液压油	桶	进口：是；包装：10L	品牌；型号	请补充“液压油”的品牌、型号。	确认规格、型号、材质和品牌等关键建档信息。	1531	粘度等级/品牌/型号缺失，无法唯一确定液压油SKU
MISS-001521	SKU-DRAFT-001521	SPARE-000122	high	C	电机	设备备件/电机	台	功率：5.5kW	型号；图号；适用设备；材质；关键尺寸	请补充“电机”的型号、图号、适用设备、材质、关键尺寸。	确认型号、图号、适用设备、材质和关键尺寸。	1532	电压/转速/安装方式/防护等级缺失，无法唯一确定电机SKU
MISS-001522	SKU-DRAFT-001522	SPARE-000123	high	C	管道泵	设备备件/泵	台	功率：5.5kW；口径/规格：50	型号；流量；扬程	请补充“管道泵”的型号、流量、扬程。	确认型号、图号、适用设备、材质和关键尺寸。	1533	流量/扬程/型号缺失，无法唯一确定管道泵SKU
MISS-001523	SKU-DRAFT-001523	PIPE-000367	high	C	高压球阀	阀门/球阀	只	材质：不锈钢；用途：液压高压；规格：1寸	压力等级	请补充“高压球阀”的压力等级。	确认材质、口径、压力等级、连接方式和壁厚。	1534	压力等级/连接形式/材质牌号缺失，可能影响球阀SKU区分
MISS-001524	SKU-DRAFT-001524	PIPE-000368	high	C	液压高压外丝接头	液压/高压管路	只	规格：1寸；连接形式：外丝；用途：液压高压	材质；压力等级	请补充“液压高压外丝接头”的材质、压力等级。	确认材质、口径、压力等级、连接方式和壁厚。	1535	材质/压力等级/螺纹制式缺失，可能影响接头SKU区分
MISS-001525	SKU-DRAFT-001525	PIPE-000369	high	C	弹簧式安全阀	阀门/安全阀	只	型号：A28H-64；公称通径：DN32；结构：弹簧式	材质	请补充“弹簧式安全阀”的材质。	确认材质、口径、压力等级、连接方式和壁厚。	1536	整定压力/介质/材质缺失，可能影响安全阀SKU区分
MISS-001526	SKU-DRAFT-001526	FAST-000071	high	C	通丝螺杆	建筑施工耗材/紧固件	只	规格：14*700；类型：通丝	材质；表面处理	请补充“通丝螺杆”的材质、表面处理。	确认规格、材质、强度等级、头型和表面处理。	1537	材质/表面处理/牙距缺失，可能影响通丝螺杆SKU区分
MISS-001527	SKU-DRAFT-001527	CONST-000021	high	C	山型卡	建筑施工耗材/模板配件	只	类型：山型卡	规格；材质	请补充“山型卡”的规格、材质。	确认材质、尺寸、厚度、强度等级和包装规格。	1538	规格/材质/适配通丝缺失，无法唯一确定山型卡SKU
MISS-001528	SKU-DRAFT-001528	MAT-000150	high	C	木方	建筑材料/木材	根	长度：4米；截面：40*90	材质	请补充“木方”的材质。	确认规格、型号、材质和品牌等关键建档信息。	1539	木材材质/等级缺失，可能影响木方SKU区分
MISS-001529	SKU-DRAFT-001529	CONST-000022	high	C	建筑模板	建筑材料/模板	张	颜色：黑；尺寸：1830*915*14	材质	请补充“建筑模板”的材质。	确认材质、尺寸、厚度、强度等级和包装规格。	1540	材质/覆膜/周转次数缺失，可能影响模板SKU区分
MISS-001530	SKU-DRAFT-001530	CONST-000023	high	C	建筑模板	建筑材料/模板	张	颜色：红；尺寸：1830*915*14	材质	请补充“建筑模板”的材质。	确认材质、尺寸、厚度、强度等级和包装规格。	1541	材质/覆膜/周转次数缺失，可能影响模板SKU区分
