issue_id,issue_type,priority,standard_name,canonical_group_path,candidate_codes,source_proposed_codes,source_rows,unit_values,specs_values,reason,suggested_action
ISSUE-00576,alias_conflict,high,大竹扫把,行政办公与清洁/清洁用品/清洁工具耗材,REVIEW-MAT-01332；REVIEW-MAT-02319,REVIEW-MAT-01332；REVIEW-MAT-02319,,个；把,规格: 大；材质: 竹 || 材质: 竹；规格: 大,同一原始别名映射到多个合并后物料；检索时必须让用户确认。,不要强行唯一化；保留多个候选，检索或建档时按规格、用途、品牌让用户确认。
ISSUE-00577,alias_conflict,high,大编织袋,包装与标识/袋箱膜包装/袋箱膜,REVIEW-MAT-00508；REVIEW-MAT-02065,REVIEW-MAT-00508；REVIEW-MAT-02065,,个；条,规格: 大号 || 规格: 大号；类型: 编织袋,同一原始别名映射到多个合并后物料；检索时必须让用户确认。,不要强行唯一化；保留多个候选，检索或建档时按规格、用途、品牌让用户确认。
ISSUE-00578,alias_conflict,high,大艺锂电池角磨机,工具器具/电动工具/电钻角磨机,REVIEW-MAT-00175；REVIEW-MAT-00276,REVIEW-MAT-00175；REVIEW-MAT-00276,,台,品牌: 大艺；动力: 锂电池 || 品牌: 大艺；供电: 锂电池,同一原始别名映射到多个合并后物料；检索时必须让用户确认。,不要强行唯一化；保留多个候选，检索或建档时按规格、用途、品牌让用户确认。
ISSUE-00579,alias_conflict,high,大西洋422型3.2焊条,焊接焊割/焊接耗材/焊条焊丝,REVIEW-MAT-01939；REVIEW-MAT-02279,REVIEW-MAT-01939；REVIEW-MAT-02279,,箱,品牌: 大西洋；牌号: 422；直径: 3.2 || 品牌: 大西洋；型号: 422；直径: 3.2,同一原始别名映射到多个合并后物料；检索时必须让用户确认。,不要强行唯一化；保留多个候选，检索或建档时按规格、用途、品牌让用户确认。
ISSUE-00580,alias_conflict,high,小米二代对讲机,弱电安防/通信与监控/通信设备,REVIEW-MAT-01980；REVIEW-MAT-02289,REVIEW-MAT-01980；REVIEW-MAT-02289,,部,品牌: 小米；代际: 二代 || 品牌: 小米；型号: 二代,同一原始别名映射到多个合并后物料；检索时必须让用户确认。,不要强行唯一化；保留多个候选，检索或建档时按规格、用途、品牌让用户确认。
ISSUE-00581,alias_conflict,high,床垫,行政办公与清洁/生活后勤/生活用品,REVIEW-MAT-00426；REVIEW-MAT-01678,REVIEW-MAT-00426；REVIEW-MAT-01678,,个；床,类型: 床垫,同一原始别名映射到多个合并后物料；检索时必须让用户确认。,不要强行唯一化；保留多个候选，检索或建档时按规格、用途、品牌让用户确认。
ISSUE-00582,alias_conflict,high,开口铜鼻子300A,电气与自动化/接线连接/接线端子,REVIEW-MAT-02054；REVIEW-MAT-02282,REVIEW-MAT-02054；REVIEW-MAT-02282,,个,材质: 铜；类型: 开口铜鼻子；规格: 300A || 类型: 开口；材质: 铜；电流: 300A,同一原始别名映射到多个合并后物料；检索时必须让用户确认。,不要强行唯一化；保留多个候选，检索或建档时按规格、用途、品牌让用户确认。
ISSUE-00583,alias_conflict,high,彩色吊带5*6米,吊装索具/吊带索具/吊带,REVIEW-MAT-01059；REVIEW-MAT-01088,REVIEW-MAT-01059；REVIEW-MAT-01088,,付；根,额定载荷: 5T；长度: 6米；颜色: 彩色,同一原始别名映射到多个合并后物料；检索时必须让用户确认。,不要强行唯一化；保留多个候选，检索或建档时按规格、用途、品牌让用户确认。
ISSUE-00584,alias_conflict,high,得力刀片,工具器具/工具配件/工具配件；工具器具/手动工具/钳剪刀锤,REVIEW-MAT-00719；REVIEW-MAT-01367,REVIEW-MAT-00719；REVIEW-MAT-01367,,盒；合,品牌: 得力；类型: 刀片 || 品牌: 得力,同一原始别名映射到多个合并后物料；检索时必须让用户确认。,不要强行唯一化；保留多个候选，检索或建档时按规格、用途、品牌让用户确认。
ISSUE-00585,alias_conflict,high,得力美工刀,工具器具/其他/手动工具；工具器具/手动工具/钳剪刀锤,REVIEW-MAT-00115；REVIEW-MAT-01366,REVIEW-MAT-00115；REVIEW-MAT-01366,,支；个,品牌: 得力,同一原始别名映射到多个合并后物料；检索时必须让用户确认。,不要强行唯一化；保留多个候选，检索或建档时按规格、用途、品牌让用户确认。
ISSUE-00586,alias_conflict,high,扎带10*400,电气与自动化/其他/扎带；生产辅料/其他/扎带,REVIEW-MAT-01793；REVIEW-MAT-02329,REVIEW-MAT-01793；REVIEW-MAT-02329,,包,规格: 10*400,同一原始别名映射到多个合并后物料；检索时必须让用户确认。,不要强行唯一化；保留多个候选，检索或建档时按规格、用途、品牌让用户确认。
ISSUE-00587,alias_conflict,high,扎带10*500,电气与自动化/其他/扎带；生产辅料/其他/扎带,REVIEW-MAT-01754；REVIEW-MAT-02328,REVIEW-MAT-01754；REVIEW-MAT-02328,,包,规格: 10*500,同一原始别名映射到多个合并后物料；检索时必须让用户确认。,不要强行唯一化；保留多个候选，检索或建档时按规格、用途、品牌让用户确认。
ISSUE-00588,alias_conflict,high,扫把,行政办公与清洁/清洁用品/清洁工具耗材,REVIEW-MAT-00085；REVIEW-MAT-01204,REVIEW-MAT-00085；REVIEW-MAT-01204,,个,类型: 扫把 || 品类: 扫把,同一原始别名映射到多个合并后物料；检索时必须让用户确认。,不要强行唯一化；保留多个候选，检索或建档时按规格、用途、品牌让用户确认。
ISSUE-00589,alias_conflict,high,抗盐膨润土,化工油漆胶粘/其他/膨润土,REVIEW-MAT-01510；REVIEW-MAT-01522；REVIEW-MAT-02327,REVIEW-MAT-01510；REVIEW-MAT-01522；REVIEW-MAT-02327,,t；吨,类型: 抗盐膨润土 || 特性: 抗盐,同一原始别名映射到多个合并后物料；检索时必须让用户确认。,不要强行唯一化；保留多个候选，检索或建档时按规格、用途、品牌让用户确认。
ISSUE-00590,alias_conflict,high,抹布,行政办公与清洁/清洁用品/清洁工具耗材,REVIEW-MAT-00920；REVIEW-MAT-01646,REVIEW-MAT-00920；REVIEW-MAT-01646,,条；kg,品类: 抹布 || 类型: 抹布,同一原始别名映射到多个合并后物料；检索时必须让用户确认。,不要强行唯一化；保留多个候选，检索或建档时按规格、用途、品牌让用户确认。
ISSUE-00591,alias_conflict,high,拖把,劳保用品/其他/清洁工具；行政办公与清洁/清洁用品/清洁工具耗材,REVIEW-MAT-00607；REVIEW-MAT-00734；REVIEW-MAT-00919,REVIEW-MAT-00607；REVIEW-MAT-00734；REVIEW-MAT-00919,,支；个,类型: 拖把 || 品类: 拖把,同一原始别名映射到多个合并后物料；检索时必须让用户确认。,不要强行唯一化；保留多个候选，检索或建档时按规格、用途、品牌让用户确认。
ISSUE-00592,alias_conflict,high,架子管6m,工程建材/其他/脚手架管；工程建材/其他/脚手架,REVIEW-MAT-02076；REVIEW-MAT-02354,REVIEW-MAT-02076；REVIEW-MAT-02354,,根,长度: 6m；类型: 架子管 || 长度: 6m,同一原始别名映射到多个合并后物料；检索时必须让用户确认。,不要强行唯一化；保留多个候选，检索或建档时按规格、用途、品牌让用户确认。
ISSUE-00593,alias_conflict,high,氧气表,焊接焊割/其他/气体配件；焊接焊割/焊割耗材/割嘴焊嘴,REVIEW-MAT-00642；REVIEW-MAT-00799,REVIEW-MAT-00642；REVIEW-MAT-00799,,个,适用气体: 氧气；类型: 压力表/减压表 || 适用气体: 氧气,同一原始别名映射到多个合并后物料；检索时必须让用户确认。,不要强行唯一化；保留多个候选，检索或建档时按规格、用途、品牌让用户确认。
ISSUE-00594,alias_conflict,high,水龙头花洒,工程建材/水暖建材/水暖五金,REVIEW-MAT-00067；REVIEW-MAT-00216,REVIEW-MAT-00067；REVIEW-MAT-00216,,套；个,类型: 水龙头+花洒,同一原始别名映射到多个合并后物料；检索时必须让用户确认。,不要强行唯一化；保留多个候选，检索或建档时按规格、用途、品牌让用户确认。
ISSUE-00595,alias_conflict,high,油布,工程建材/其他/防护覆盖；劳保用品/其他/覆盖防护,REVIEW-MAT-00761；REVIEW-MAT-01291,REVIEW-MAT-00761；REVIEW-MAT-01291,,平方,类型: 油布 || 品类: 油布,同一原始别名映射到多个合并后物料；检索时必须让用户确认。,不要强行唯一化；保留多个候选，检索或建档时按规格、用途、品牌让用户确认。
ISSUE-00596,alias_conflict,high,注浆枪头,工程建材/保温防水/防水堵漏,REVIEW-MAT-01374；REVIEW-MAT-01442,REVIEW-MAT-01374；REVIEW-MAT-01442,,个,类型: 注浆枪头 || 用途: 注浆；部件: 枪头,同一原始别名映射到多个合并后物料；检索时必须让用户确认。,不要强行唯一化；保留多个候选，检索或建档时按规格、用途、品牌让用户确认。
ISSUE-00597,alias_conflict,high,洁厕灵,行政办公与清洁/清洁用品/清洁工具耗材；劳保用品/其他/清洁用品,REVIEW-MAT-00038；REVIEW-MAT-00606,REVIEW-MAT-00038；REVIEW-MAT-00606,,瓶；支,类型: 洁厕清洁剂 || 类型: 洁厕灵,同一原始别名映射到多个合并后物料；检索时必须让用户确认。,不要强行唯一化；保留多个候选，检索或建档时按规格、用途、品牌让用户确认。
ISSUE-00598,alias_conflict,high,海螺42.5水泥,工程建材/水泥砂石/水泥砂石,REVIEW-MAT-01786；REVIEW-MAT-02265,REVIEW-MAT-01786；REVIEW-MAT-02265,,包,品牌: 海螺；强度等级: 42.5,同一原始别名映射到多个合并后物料；检索时必须让用户确认。,不要强行唯一化；保留多个候选，检索或建档时按规格、用途、品牌让用户确认。
ISSUE-00599,alias_conflict,high,灭火器2KG,消防器材/灭火器与水带/灭火器,REVIEW-MAT-01115；REVIEW-MAT-01556,REVIEW-MAT-01115；REVIEW-MAT-01556,,个；瓶,规格: 2kg || 灭火剂重量: 2KG,同一原始别名映射到多个合并后物料；检索时必须让用户确认。,不要强行唯一化；保留多个候选，检索或建档时按规格、用途、品牌让用户确认。
ISSUE-00600,alias_conflict,high,灭火器箱子,消防器材/灭火器与水带/灭火器,REVIEW-MAT-01116；REVIEW-MAT-02164,REVIEW-MAT-01116；REVIEW-MAT-02164,,个,类型: 灭火器箱 || 用途: 灭火器存放,同一原始别名映射到多个合并后物料；检索时必须让用户确认。,不要强行唯一化；保留多个候选，检索或建档时按规格、用途、品牌让用户确认。
ISSUE-00601,alias_conflict,high,生料带,工程建材/水暖建材/水暖五金,REVIEW-MAT-00108；REVIEW-MAT-00435,REVIEW-MAT-00108；REVIEW-MAT-00435,,个,类型: 密封带 || 类型: 生料带,同一原始别名映射到多个合并后物料；检索时必须让用户确认。,不要强行唯一化；保留多个候选，检索或建档时按规格、用途、品牌让用户确认。
ISSUE-00602,alias_conflict,high,电焊眼镜,劳保用品/其他/眼面防护,REVIEW-MAT-00189；REVIEW-MAT-00347；REVIEW-MAT-01976,REVIEW-MAT-00189；REVIEW-MAT-00347；REVIEW-MAT-01976,,付；副,用途: 电焊 || 用途: 电焊防护,同一原始别名映射到多个合并后物料；检索时必须让用户确认。,不要强行唯一化；保留多个候选，检索或建档时按规格、用途、品牌让用户确认。
ISSUE-00603,alias_conflict,high,白色喷漆,化工油漆胶粘/油漆涂料/涂料油漆,REVIEW-MAT-00744；REVIEW-MAT-00964；REVIEW-MAT-01242,REVIEW-MAT-00744；REVIEW-MAT-00964；REVIEW-MAT-01242,,瓶；个；支,颜色: 白色；类型: 喷漆,同一原始别名映射到多个合并后物料；检索时必须让用户确认。,不要强行唯一化；保留多个候选，检索或建档时按规格、用途、品牌让用户确认。
ISSUE-00604,alias_conflict,high,白色玻璃胶,化工油漆胶粘/胶粘密封/胶粘剂,REVIEW-MAT-00314；REVIEW-MAT-01034,REVIEW-MAT-00314；REVIEW-MAT-01034,,支,颜色: 白色 || 颜色: 白色；类型: 玻璃胶,同一原始别名映射到多个合并后物料；检索时必须让用户确认。,不要强行唯一化；保留多个候选，检索或建档时按规格、用途、品牌让用户确认。
ISSUE-00605,alias_conflict,high,白色记号笔,行政办公与清洁/其他/标识耗材；行政办公与清洁/办公用品/文具书写,REVIEW-MAT-00316；REVIEW-MAT-01209；REVIEW-MAT-02245,REVIEW-MAT-00316；REVIEW-MAT-01209；REVIEW-MAT-02245,,支；个,颜色: 白色,同一原始别名映射到多个合并后物料；检索时必须让用户确认。,不要强行唯一化；保留多个候选，检索或建档时按规格、用途、品牌让用户确认。
ISSUE-00606,alias_conflict,high,白色调和油漆,化工油漆胶粘/油漆涂料/涂料油漆,REVIEW-MAT-00206；REVIEW-MAT-00261,REVIEW-MAT-00206；REVIEW-MAT-00261,,桶,颜色: 白色；类型: 调和油漆 || 颜色: 白色；类型: 调和漆,同一原始别名映射到多个合并后物料；检索时必须让用户确认。,不要强行唯一化；保留多个候选，检索或建档时按规格、用途、品牌让用户确认。
ISSUE-00607,alias_conflict,high,石笔,工具器具/其他/划线耗材；焊接焊割/其他/划线工具,REVIEW-MAT-00800；REVIEW-MAT-01987,REVIEW-MAT-00800；REVIEW-MAT-01987,,个；盒,品类: 石笔 || 类型: 石笔,同一原始别名映射到多个合并后物料；检索时必须让用户确认。,不要强行唯一化；保留多个候选，检索或建档时按规格、用途、品牌让用户确认。
ISSUE-00608,alias_conflict,high,红模板2.4m*1.22m*15mm,工程建材/其他/模板,REVIEW-MAT-01994；REVIEW-MAT-02006,REVIEW-MAT-01994；REVIEW-MAT-02006,,张；块,颜色: 红；尺寸: 2.4m*1.22m；厚度: 15mm,同一原始别名映射到多个合并后物料；检索时必须让用户确认。,不要强行唯一化；保留多个候选，检索或建档时按规格、用途、品牌让用户确认。
ISSUE-00609,alias_conflict,high,红色自喷漆,化工油漆胶粘/油漆涂料/涂料油漆,REVIEW-MAT-01010；REVIEW-MAT-01724,REVIEW-MAT-01010；REVIEW-MAT-01724,,支；瓶,颜色: 红色；类型: 自喷漆 || 颜色: 红色,同一原始别名映射到多个合并后物料；检索时必须让用户确认。,不要强行唯一化；保留多个候选，检索或建档时按规格、用途、品牌让用户确认。
ISSUE-00610,alias_conflict,high,编织袋,包装与标识/袋箱膜包装/袋箱膜,REVIEW-MAT-00424；REVIEW-MAT-01238,REVIEW-MAT-00424；REVIEW-MAT-01238,,个,类型: 编织袋 || 品类: 编织袋,同一原始别名映射到多个合并后物料；检索时必须让用户确认。,不要强行唯一化；保留多个候选，检索或建档时按规格、用途、品牌让用户确认。
ISSUE-00611,alias_conflict,high,羊毛刷4寸,工具器具/涂装工具/刷辊喷涂,REVIEW-MAT-00242；REVIEW-MAT-01947,REVIEW-MAT-00242；REVIEW-MAT-01947,,个；把,规格: 4寸；材质: 羊毛,同一原始别名映射到多个合并后物料；检索时必须让用户确认。,不要强行唯一化；保留多个候选，检索或建档时按规格、用途、品牌让用户确认。
ISSUE-00612,alias_conflict,high,美工刀,工具器具/其他/手动工具；工具器具/手动工具/钳剪刀锤,REVIEW-MAT-00232；REVIEW-MAT-00718；REVIEW-MAT-01223,REVIEW-MAT-00232；REVIEW-MAT-00718；REVIEW-MAT-01223,,支；把；个,类型: 美工刀,同一原始别名映射到多个合并后物料；检索时必须让用户确认。,不要强行唯一化；保留多个候选，检索或建档时按规格、用途、品牌让用户确认。
ISSUE-00613,alias_conflict,high,聚氨酯堵漏剂20KG,化工油漆胶粘/其他/堵漏剂；化工油漆胶粘/其他/堵漏材料,REVIEW-MAT-00007；REVIEW-MAT-01769,REVIEW-MAT-00007；REVIEW-MAT-01769,,桶,包装规格: 20KG；类型: 堵漏剂 || 材料: 聚氨酯；用途: 堵漏；包装: 20KG,同一原始别名映射到多个合并后物料；检索时必须让用户确认。,不要强行唯一化；保留多个候选，检索或建档时按规格、用途、品牌让用户确认。
ISSUE-00614,alias_conflict,high,蚕丝被,行政办公与清洁/生活后勤/生活用品,REVIEW-MAT-01677；REVIEW-MAT-01733,REVIEW-MAT-01677；REVIEW-MAT-01733,,个；套,材质: 蚕丝；类型: 被子,同一原始别名映射到多个合并后物料；检索时必须让用户确认。,不要强行唯一化；保留多个候选，检索或建档时按规格、用途、品牌让用户确认。
ISSUE-00615,alias_conflict,high,记号笔,行政办公与清洁/办公用品/文具书写,REVIEW-MAT-00110；REVIEW-MAT-00801；REVIEW-MAT-01199,REVIEW-MAT-00110；REVIEW-MAT-00801；REVIEW-MAT-01199,,个；支,类型: 记号笔 || 品类: 记号笔,同一原始别名映射到多个合并后物料；检索时必须让用户确认。,不要强行唯一化；保留多个候选，检索或建档时按规格、用途、品牌让用户确认。
ISSUE-00616,alias_conflict,high,金属测绳,工具器具/量具测量/量具测量,REVIEW-MAT-00446；REVIEW-MAT-01419,REVIEW-MAT-00446；REVIEW-MAT-01419,,米,材质: 金属 || 材质: 金属；类型: 测绳,同一原始别名映射到多个合并后物料；检索时必须让用户确认。,不要强行唯一化；保留多个候选，检索或建档时按规格、用途、品牌让用户确认。
ISSUE-00617,alias_conflict,high,钢丝刷,工具器具/其他/清洁工具；工具器具/其他/清理工具,REVIEW-MAT-00590；REVIEW-MAT-01185,REVIEW-MAT-00590；REVIEW-MAT-01185,,支；个,类型: 钢丝刷,同一原始别名映射到多个合并后物料；检索时必须让用户确认。,不要强行唯一化；保留多个候选，检索或建档时按规格、用途、品牌让用户确认。
ISSUE-00618,alias_conflict,high,钢丝球,劳保用品/其他/清洁用品；行政办公与清洁/清洁用品/清洁工具耗材,REVIEW-MAT-00589；REVIEW-MAT-01694,REVIEW-MAT-00589；REVIEW-MAT-01694,,个,类型: 钢丝球,同一原始别名映射到多个合并后物料；检索时必须让用户确认。,不要强行唯一化；保留多个候选，检索或建档时按规格、用途、品牌让用户确认。
ISSUE-00619,alias_conflict,high,钢刷,工具器具/涂装工具/刷辊喷涂,REVIEW-MAT-01675；REVIEW-MAT-01697,REVIEW-MAT-01675；REVIEW-MAT-01697,,个；把,材质: 钢丝；类型: 钢刷,同一原始别名映射到多个合并后物料；检索时必须让用户确认。,不要强行唯一化；保留多个候选，检索或建档时按规格、用途、品牌让用户确认。
ISSUE-00620,alias_conflict,high,铁丝,五金备件/其他/金属丝,REVIEW-MAT-00924；REVIEW-MAT-01401,REVIEW-MAT-00924；REVIEW-MAT-01401,,kg；公斤,材质: 铁,同一原始别名映射到多个合并后物料；检索时必须让用户确认。,不要强行唯一化；保留多个候选，检索或建档时按规格、用途、品牌让用户确认。
ISSUE-00621,alias_conflict,high,铁丝14#,五金备件/其他/金属丝；金属原材料/其他/铁丝,REVIEW-MAT-01657；REVIEW-MAT-02266,REVIEW-MAT-01657；REVIEW-MAT-02266,,kg,规格: 14#；材质: 铁 || 规格: 14#,同一原始别名映射到多个合并后物料；检索时必须让用户确认。,不要强行唯一化；保留多个候选，检索或建档时按规格、用途、品牌让用户确认。
ISSUE-00622,alias_conflict,high,铁锹柄,工具器具/工具配件/工具配件,REVIEW-MAT-00690；REVIEW-MAT-01146；REVIEW-MAT-01239,REVIEW-MAT-00690；REVIEW-MAT-01146；REVIEW-MAT-01239,,支；个,适用: 铁锹 || 部件: 柄；适用: 铁锹,同一原始别名映射到多个合并后物料；检索时必须让用户确认。,不要强行唯一化；保留多个候选，检索或建档时按规格、用途、品牌让用户确认。
ISSUE-00623,alias_conflict,high,镀锌内丝直接2寸,管道管件/金属管件/镀锌管件,REVIEW-MAT-01972；REVIEW-MAT-02259,REVIEW-MAT-01972；REVIEW-MAT-02259,,个,表面: 镀锌；连接: 内丝；规格: 2寸；类型: 直接 || 表面: 镀锌；连接: 内丝；规格: 2寸,同一原始别名映射到多个合并后物料；检索时必须让用户确认。,不要强行唯一化；保留多个候选，检索或建档时按规格、用途、品牌让用户确认。
ISSUE-00624,alias_conflict,high,闭门器大,五金备件/其他/门窗五金,REVIEW-MAT-00068；REVIEW-MAT-00378,REVIEW-MAT-00068；REVIEW-MAT-00378,,套；个,规格: 大 || 规格: 大号,同一原始别名映射到多个合并后物料；检索时必须让用户确认。,不要强行唯一化；保留多个候选，检索或建档时按规格、用途、品牌让用户确认。
ISSUE-00625,alias_conflict,high,高粱扫把,行政办公与清洁/清洁用品/清洁工具耗材；劳保用品/其他/清洁工具,REVIEW-MAT-00061；REVIEW-MAT-00350；REVIEW-MAT-01693,REVIEW-MAT-00061；REVIEW-MAT-00350；REVIEW-MAT-01693,,把；支,材质/类型: 高粱 || 材质: 高粱 || 材质: 高粱；类型: 扫把,同一原始别名映射到多个合并后物料；检索时必须让用户确认。,不要强行唯一化；保留多个候选，检索或建档时按规格、用途、品牌让用户确认。
ISSUE-00626,alias_conflict,high,黄砂,工程建材/水泥砂石/水泥砂石,REVIEW-MAT-01785；REVIEW-MAT-02269,REVIEW-MAT-01785；REVIEW-MAT-02269,,吨,类型: 黄砂 || 材料: 黄砂,同一原始别名映射到多个合并后物料；检索时必须让用户确认。,不要强行唯一化；保留多个候选，检索或建档时按规格、用途、品牌让用户确认。
ISSUE-00627,alias_conflict,high,黑色记号笔,行政办公与清洁/其他/标识耗材；行政办公与清洁/办公用品/文具书写,REVIEW-MAT-00500；REVIEW-MAT-02204,REVIEW-MAT-00500；REVIEW-MAT-02204,,支,颜色: 黑色,同一原始别名映射到多个合并后物料；检索时必须让用户确认。,不要强行唯一化；保留多个候选，检索或建档时按规格、用途、品牌让用户确认。
ISSUE-00628,needs_human_review,medium,办公室门锁,五金备件/门锁锁具/门锁锁具,REVIEW-MAT-00001,REVIEW-MAT-00001,Sheet1:3,个,用途: 办公室门；规格型号缺失,该物料存在低精度、需复核分组或其他人工确认标记。；是否需要区分锁体型号/开孔规格？；needs_human_review,按备注补齐缺失信息，或确认该分组是否应继续保留人工复核。
ISSUE-00629,needs_note_review,medium,灯管,电气与自动化/照明与报警/灯具,REVIEW-MAT-00008,REVIEW-MAT-00008,Sheet1:13,套,功率: 36W,备注中仍有待确认问题，暂不进入可导入池。；需不需要区分 LED/荧光灯、长度？；needs_note_review,先回答备注中的问题，确认规格、用途、品牌或型号后再进入可导入池。
ISSUE-00630,needs_note_review,medium,USB插座,电气与自动化/低压电器/开关按钮,REVIEW-MAT-00009,REVIEW-MAT-00009,Sheet1:14,个,品牌: 公牛；USB电流: 2.1A,备注中仍有待确认问题，暂不进入可导入池。；原文 SUB 是否为 USB？；needs_note_review,先回答备注中的问题，确认规格、用途、品牌或型号后再进入可导入池。
ISSUE-00631,needs_human_review,medium,明装线盒,电气与自动化/其他/电气辅材,REVIEW-MAT-00010,REVIEW-MAT-00010,Sheet1:15；Sheet1:22,个,安装方式: 明装,该物料存在低精度、需复核分组或其他人工确认标记。；规格尺寸缺失，可低精度建档 | 与第14行同物料；needs_human_review,按备注补齐缺失信息，或确认该分组是否应继续保留人工复核。
ISSUE-00632,needs_note_review,medium,四位开关,电气与自动化/低压电器/开关按钮,REVIEW-MAT-00013,REVIEW-MAT-00013,Sheet1:19,个,品牌: 公牛；位数: 4位,备注中仍有待确认问题，暂不进入可导入池。；明装/暗装未说明；needs_note_review,先回答备注中的问题，确认规格、用途、品牌或型号后再进入可导入池。
ISSUE-00633,needs_human_review,medium,紧线器,工具器具/其他/电力工具,REVIEW-MAT-00020,REVIEW-MAT-00020,Sheet1:31,套,额定载荷: 1T,该物料存在低精度、需复核分组或其他人工确认标记。；needs_human_review,按备注补齐缺失信息，或确认该分组是否应继续保留人工复核。
ISSUE-00634,needs_human_review,medium,墙纸,工程建材/其他/墙面材料,REVIEW-MAT-00025,REVIEW-MAT-00025,Sheet1:40；Sheet1:50,卷,包装/规格: 大卷,该物料存在低精度、需复核分组或其他人工确认标记。；款式/材质缺失 | 与第39行同物料；needs_human_review,按备注补齐缺失信息，或确认该分组是否应继续保留人工复核。
ISSUE-00635,needs_human_review,medium,热水壶,行政办公与清洁/生活后勤/生活用品,REVIEW-MAT-00026,REVIEW-MAT-00026,Sheet1:41,个,类型: 热水壶,该物料存在低精度、需复核分组或其他人工确认标记。；容量/品牌缺失；needs_human_review,按备注补齐缺失信息，或确认该分组是否应继续保留人工复核。
ISSUE-00636,needs_human_review,medium,PPR管剪刀,工具器具/其他/管道工具,REVIEW-MAT-00031,REVIEW-MAT-00031,Sheet1:47；Sheet1:76,个,品牌: 公元；用途: PPR管剪切,该物料存在低精度、需复核分组或其他人工确认标记。；与第46行同物料；needs_human_review,按备注补齐缺失信息，或确认该分组是否应继续保留人工复核。
ISSUE-00637,needs_human_review,medium,窗帘架拉链,工程建材/其他/窗帘配件,REVIEW-MAT-00039,REVIEW-MAT-00039,Sheet1:110；Sheet1:276；Sheet1:64,套,类型: 拉链/配件,该物料存在低精度、需复核分组或其他人工确认标记。；规格长度缺失 | 与第63行同物料；needs_human_review,按备注补齐缺失信息，或确认该分组是否应继续保留人工复核。
ISSUE-00638,needs_human_review,medium,钢钉线卡,电气与自动化/其他/电气辅材,REVIEW-MAT-00040,REVIEW-MAT-00040,Sheet1:65,个,规格: 20,该物料存在低精度、需复核分组或其他人工确认标记。；needs_human_review,按备注补齐缺失信息，或确认该分组是否应继续保留人工复核。
ISSUE-00639,needs_human_review,medium,三角阀,工程建材/其他/阀门,REVIEW-MAT-00041,REVIEW-MAT-00041,Sheet1:168；Sheet1:66,个,规格: 4分,该物料存在低精度、需复核分组或其他人工确认标记。；材质缺失 | 与第65行同物料；needs_human_review,按备注补齐缺失信息，或确认该分组是否应继续保留人工复核。
ISSUE-00640,needs_human_review,medium,洗衣机龙头,工程建材/水暖建材/水暖五金,REVIEW-MAT-00046,REVIEW-MAT-00046,Sheet1:71,个,用途: 洗衣机,该物料存在低精度、需复核分组或其他人工确认标记。；材质缺失；needs_human_review,按备注补齐缺失信息，或确认该分组是否应继续保留人工复核。
ISSUE-00641,needs_human_review,medium,水管钩,工程建材/其他/管道辅材,REVIEW-MAT-00049,REVIEW-MAT-00049,Sheet1:155；Sheet1:176；Sheet1:196；Sheet1:77,个,规格: 25,该物料存在低精度、需复核分组或其他人工确认标记。；材质缺失 | 与第76行同物料；needs_human_review,按备注补齐缺失信息，或确认该分组是否应继续保留人工复核。
ISSUE-00642,needs_human_review,medium,镀锌电线架,电气与自动化/其他/电气辅材,REVIEW-MAT-00050,REVIEW-MAT-00050,Sheet1:78,个,材质: 镀锌；位数: 4位,该物料存在低精度、需复核分组或其他人工确认标记。；needs_human_review,按备注补齐缺失信息，或确认该分组是否应继续保留人工复核。
ISSUE-00643,needs_human_review,medium,带锁不锈钢插销,五金备件/其他/门窗五金,REVIEW-MAT-00053,REVIEW-MAT-00053,Sheet1:83,个,材质: 不锈钢；功能: 带锁,该物料存在低精度、需复核分组或其他人工确认标记。；尺寸缺失；needs_human_review,按备注补齐缺失信息，或确认该分组是否应继续保留人工复核。
ISSUE-00644,needs_human_review,medium,环保涂料,化工油漆胶粘/油漆涂料/涂料油漆,REVIEW-MAT-00054,REVIEW-MAT-00054,Sheet1:85,桶,品牌: 立邦；系列: 5合1,该物料存在低精度、需复核分组或其他人工确认标记。；容量/颜色缺失；needs_human_review,按备注补齐缺失信息，或确认该分组是否应继续保留人工复核。
ISSUE-00645,needs_human_review,medium,加厚不锈钢合页,五金备件/其他/门窗五金,REVIEW-MAT-00057,REVIEW-MAT-00057,Sheet1:88,付,材质: 不锈钢；规格: 4寸；特征: 加厚,该物料存在低精度、需复核分组或其他人工确认标记。；needs_human_review,按备注补齐缺失信息，或确认该分组是否应继续保留人工复核。
ISSUE-00646,needs_human_review,medium,PVC地板胶,工程建材/其他/地面材料,REVIEW-MAT-00062,REVIEW-MAT-00062,Sheet1:95,平方,材质: PVC；特征: 加厚,该物料存在低精度、需复核分组或其他人工确认标记。；厚度缺失；needs_human_review,按备注补齐缺失信息，或确认该分组是否应继续保留人工复核。
ISSUE-00647,needs_human_review,medium,环保墙布,工程建材/其他/墙面材料,REVIEW-MAT-00063,REVIEW-MAT-00063,Sheet1:97,平方,特征: 厚、环保,该物料存在低精度、需复核分组或其他人工确认标记。；材质/花色缺失；needs_human_review,按备注补齐缺失信息，或确认该分组是否应继续保留人工复核。
