issue_id	issue_type	severity	review_status	standard_name	standard_group	required_specs	unit_values	draft_sku_ids	draft_item_codes	candidate_count	source_candidate_rows	reason	suggested_action
DEDUPE-00147	alias_conflict_review	medium	needs_review	100连接头	消防材料/消防接头	规格：100；规格：65；规格：80	个	SKU-DRAFT-001310；SKU-DRAFT-001313；SKU-DRAFT-001314	PIPE-000283；PIPE-000284；PIPE-000285	3	1317；1320；1321	同一别名/土名 '100连接头' 指向多个 SKU 候选。	确认该别名是否可唯一指向某个 SKU；若不能唯一，检索时必须让用户补充规格。
DEDUPE-00148	alias_conflict_review	medium	needs_review	大竹扫把	行政后勤/清洁用品；清洁用品/扫把	规格：大；材质：竹；材质：竹；规格：大	个；把	SKU-DRAFT-001325；SKU-DRAFT-002293	ADMIN-000042；ADMIN-000071	2	1332；2319	同一别名/土名 '大竹扫把' 指向多个 SKU 候选。	确认该别名是否可唯一指向某个 SKU；若不能唯一，检索时必须让用户补充规格。
DEDUPE-00149	alias_conflict_review	medium	needs_review	加厚连体裤	劳保耗材/防护服	结构：连体；特征：加厚；特征：加厚；款式：连体	套	SKU-DRAFT-001326；SKU-DRAFT-001442	SAFE-000089；SAFE-000093	2	1333；1451	同一别名/土名 '加厚连体裤' 指向多个 SKU 候选。	确认该别名是否可唯一指向某个 SKU；若不能唯一，检索时必须让用户补充规格。
DEDUPE-00150	alias_conflict_review	medium	needs_review	注浆枪头	堵漏注浆/注浆配件；注浆设备/配件	类型：注浆枪头；用途：注浆；部件：枪头	个	SKU-DRAFT-001366；SKU-DRAFT-001433	MAT-000127；MAT-000139	2	1374；1442	同一别名/土名 '注浆枪头' 指向多个 SKU 候选。	确认该别名是否可唯一指向某个 SKU；若不能唯一，检索时必须让用户补充规格。
DEDUPE-00151	alias_conflict_review	medium	needs_review	加厚塑料凳	行政后勤/生活用品；行政后勤/家具用品	材质：塑料；特征：加厚	个	SKU-DRAFT-001368；SKU-DRAFT-002238	MAT-000128；MAT-000245	2	1376；2264	同一别名/土名 '加厚塑料凳' 指向多个 SKU 候选。	确认该别名是否可唯一指向某个 SKU；若不能唯一，检索时必须让用户补充规格。
DEDUPE-00152	alias_conflict_review	medium	needs_review	抗盐膨润土	化工原料/膨润土；化工材料/膨润土	类型：抗盐膨润土；特性：抗盐	吨	SKU-DRAFT-001501；SKU-DRAFT-002301	MAT-000146；MAT-000251	3	1510;1522；2327	同一别名/土名 '抗盐膨润土' 指向多个 SKU 候选。	确认该别名是否可唯一指向某个 SKU；若不能唯一，检索时必须让用户补充规格。
DEDUPE-00153	alias_conflict_review	medium	needs_review	乐泰243胶水	胶粘剂/螺纹锁固胶	品牌：乐泰；型号：243	只；瓶	SKU-DRAFT-001601；SKU-DRAFT-002097	CHEM-000106；CHEM-000151	2	1612；2123	同一别名/土名 '乐泰243胶水' 指向多个 SKU 候选。	确认该别名是否可唯一指向某个 SKU；若不能唯一，检索时必须让用户补充规格。
DEDUPE-00154	alias_conflict_review	medium	needs_review	帆布手套	劳保耗材/手套；劳保用品/手套	材质：帆布	付	SKU-DRAFT-001625；SKU-DRAFT-002295	SAFE-000096；SAFE-000133	2	1636；2321	同一别名/土名 '帆布手套' 指向多个 SKU 候选。	确认该别名是否可唯一指向某个 SKU；若不能唯一，检索时必须让用户补充规格。
DEDUPE-00155	alias_conflict_review	medium	needs_review	橡胶手套	劳保耗材/手套；劳保用品/手套	材质：橡胶	付	SKU-DRAFT-001626；SKU-DRAFT-002318	SAFE-000097；SAFE-000142	2	1637；2344	同一别名/土名 '橡胶手套' 指向多个 SKU 候选。	确认该别名是否可唯一指向某个 SKU；若不能唯一，检索时必须让用户补充规格。
DEDUPE-00156	alias_conflict_review	medium	needs_review	铁丝14#	五金耗材/金属丝；金属材料/铁丝	规格：14#；材质：铁；材质：铁；规格：14#	KG	SKU-DRAFT-001646；SKU-DRAFT-002240	METAL-000111；METAL-000166	2	1657；2266	同一别名/土名 '铁丝14#' 指向多个 SKU 候选。	确认该别名是否可唯一指向某个 SKU；若不能唯一，检索时必须让用户补充规格。
DEDUPE-00157	alias_conflict_review	medium	needs_review	羊毛刷4寸	涂装工具/刷子	规格：4寸；材质：羊毛	只；把	SKU-DRAFT-001660；SKU-DRAFT-001926	TOOL-000243；TOOL-000291	2	1673；1947	同一别名/土名 '羊毛刷4寸' 指向多个 SKU 候选。	确认该别名是否可唯一指向某个 SKU；若不能唯一，检索时必须让用户补充规格。
DEDUPE-00158	alias_conflict_review	medium	needs_review	钢刷	涂装工具/刷子	材质：钢丝；类型：钢刷	只；把	SKU-DRAFT-001662；SKU-DRAFT-001682	TOOL-000245；TOOL-000251	2	1675；1697	同一别名/土名 '钢刷' 指向多个 SKU 候选。	确认该别名是否可唯一指向某个 SKU；若不能唯一，检索时必须让用户补充规格。
DEDUPE-00159	alias_conflict_review	medium	needs_review	蚕丝被	行政后勤/生活用品	材质：蚕丝；类型：被子	件；套	SKU-DRAFT-001664；SKU-DRAFT-001718	MAT-000177；MAT-000182	2	1677；1733	同一别名/土名 '蚕丝被' 指向多个 SKU 候选。	确认该别名是否可唯一指向某个 SKU；若不能唯一，检索时必须让用户补充规格。
DEDUPE-00160	alias_conflict_review	medium	needs_review	扎带10*500	电气耗材/扎带；辅料耗材/扎带	材质：尼龙；规格：10*500	包	SKU-DRAFT-001738；SKU-DRAFT-002302	ELEC-TIE-000009；ELEC-TIE-000012	3	1754；2328;2345	同一别名/土名 '扎带10*500' 指向多个 SKU 候选。	确认该别名是否可唯一指向某个 SKU；若不能唯一，检索时必须让用户补充规格。
DEDUPE-00161	alias_conflict_review	medium	needs_review	黄砂	建材/砂石料；建材/砂石	类型：黄砂	吨	SKU-DRAFT-001769；SKU-DRAFT-002243	MAT-CEM-000013；MAT-CEM-000016	2	1785；2269	同一别名/土名 '黄砂' 指向多个 SKU 候选。	确认该别名是否可唯一指向某个 SKU；若不能唯一，检索时必须让用户补充规格。
DEDUPE-00162	alias_conflict_review	medium	needs_review	海螺42.5水泥	建材/水泥	品牌：海螺；强度等级：42.5；类型：普通硅酸盐；品牌：海螺；强度等级：42.5	包	SKU-DRAFT-001770；SKU-DRAFT-002239	MAT-CEM-000014；MAT-CEM-000015	2	1786；2265	同一别名/土名 '海螺42.5水泥' 指向多个 SKU 候选。	确认该别名是否可唯一指向某个 SKU；若不能唯一，检索时必须让用户补充规格。
DEDUPE-00163	alias_conflict_review	medium	needs_review	扎带10*400	电气耗材/扎带；辅料耗材/扎带	材质：尼龙；规格：10*400	包	SKU-DRAFT-001777；SKU-DRAFT-002303	ELEC-TIE-000010；ELEC-TIE-000013	2	1793；2329	同一别名/土名 '扎带10*400' 指向多个 SKU 候选。	确认该别名是否可唯一指向某个 SKU；若不能唯一，检索时必须让用户补充规格。
DEDUPE-00164	alias_conflict_review	medium	needs_review	大西洋422型3.2焊条	焊接材料/焊条	品牌：大西洋；牌号：422；直径：3.2；品牌：大西洋；型号：422；直径：3.2	箱	SKU-DRAFT-001918；SKU-DRAFT-002253	WELD-000052；WELD-000064	2	1939；2279	同一别名/土名 '大西洋422型3.2焊条' 指向多个 SKU 候选。	确认该别名是否可唯一指向某个 SKU；若不能唯一，检索时必须让用户补充规格。
DEDUPE-00165	alias_conflict_review	medium	needs_review	镀锌内丝直接头2寸	管件/镀锌管件	表面：镀锌；连接：内丝；规格：2寸；类型：直接；表面处理：镀锌；连接：内丝；规格：2寸	只	SKU-DRAFT-001949；SKU-DRAFT-002233	PIPE-000430；PIPE-000484	2	1972；2259	同一别名/土名 '镀锌内丝直接头2寸' 指向多个 SKU 候选。	确认该别名是否可唯一指向某个 SKU；若不能唯一，检索时必须让用户补充规格。
DEDUPE-00166	alias_conflict_review	medium	needs_review	小米二代对讲机	通信设备/对讲机；通讯设备/对讲机	品牌：小米；代际：二代；品牌：小米；型号：二代	部	SKU-DRAFT-001957；SKU-DRAFT-002263	MAT-000219；MAT-000248	2	1980；2289	同一别名/土名 '小米二代对讲机' 指向多个 SKU 候选。	确认该别名是否可唯一指向某个 SKU；若不能唯一，检索时必须让用户补充规格。
DEDUPE-00167	alias_conflict_review	medium	needs_review	开口铜鼻子300A	电气/接线端子	材质：铜；规格：300A；类型：开口铜鼻子；类型：开口；材质：铜；电流：300A	只	SKU-DRAFT-002028；SKU-DRAFT-002256	ELEC-000229；ELEC-000244	2	2054；2282	同一别名/土名 '开口铜鼻子300A' 指向多个 SKU 候选。	确认该别名是否可唯一指向某个 SKU；若不能唯一，检索时必须让用户补充规格。
DEDUPE-00168	alias_conflict_review	medium	needs_review	架子管6m	建筑施工耗材/脚手架管；建筑周转材料/脚手架	长度：6m；类型：架子管；长度：6m	根	SKU-DRAFT-002050；SKU-DRAFT-002327	PIPE-000446；CONST-000042	2	2076；2354	同一别名/土名 '架子管6m' 指向多个 SKU 候选。	确认该别名是否可唯一指向某个 SKU；若不能唯一，检索时必须让用户补充规格。
DEDUPE-00169	alias_conflict_review	medium	needs_review	垃圾袋1m*1.2m	行政后勤/清洁用品；清洁用品/垃圾袋	尺寸：1m*1.2m	条	SKU-DRAFT-002110；SKU-DRAFT-002326	ADMIN-000063；ADMIN-000073	2	2136；2353	同一别名/土名 '垃圾袋1m*1.2m' 指向多个 SKU 候选。	确认该别名是否可唯一指向某个 SKU；若不能唯一，检索时必须让用户补充规格。
DEDUPE-00170	alias_conflict_review	medium	needs_review	加气块200*300*600	建材/砌块	尺寸：200*300*600	块	SKU-DRAFT-002188；SKU-DRAFT-002244	MAT-000235；MAT-000246	2	2214；2270	同一别名/土名 '加气块200*300*600' 指向多个 SKU 候选。	确认该别名是否可唯一指向某个 SKU；若不能唯一，检索时必须让用户补充规格。
