merged_item_code,standard_name,reviewed_group_paths,canonical_group_path,specs,unit,source_count,source_statuses,alias_names,source_rows,notes,merged_from_codes,merge_reason,merge_confidence,needs_human_review
REVIEW-MAT-00921,油污清洗剂,清洁耗材/清洗剂,行政办公与清洁/清洁用品/清洁工具耗材,功能: 去油污,瓶,1,可建档,油污净,Sheet1:1613,容量/品牌/浓度缺失,REVIEW-MAT-00921,single_candidate;low_precision,0.70,true
REVIEW-MAT-00922,漏电断路器,电气材料/低压电器,电气与自动化/低压电器/低压电器,品牌: 施耐德；极数: 2P；额定电流: 40A,个,2,可合并 | 可建档,2P40A施耐德漏电保护,Sheet1:1614；Sheet1:1641,漏保型号/漏电动作电流缺失 | 与1614同类，型号缺失,REVIEW-MAT-00922,single_candidate;source_status_contains_merge;low_precision,0.70,true
REVIEW-MAT-00923,时控开关,电气材料/低压电器,电气与自动化/低压电器/低压电器,类型: 时控开关,个,1,可建档,时控开关,Sheet1:1615,电压/型号/通道数缺失,REVIEW-MAT-00923,single_candidate;low_precision,0.70,true
REVIEW-MAT-00924,铁丝,五金耗材/金属丝,五金备件/其他/金属丝,材质: 铁,kg,2,可合并 | 可建档,铁丝,Sheet1:1617；Sheet1:2189,线径/表面处理缺失 | 与1617同类，线径缺失,REVIEW-MAT-00924,single_candidate;source_status_contains_merge;low_precision;human_review_group,0.65,true
REVIEW-MAT-00925,弹簧减压阀,阀门/减压阀,阀门/其他/减压阀,公称直径: DN25；结构: 弹簧式,个,1,可建档,DN25弹簧减压阀,Sheet1:1618,压力范围/材质/连接方式缺失,REVIEW-MAT-00925,single_candidate;low_precision;human_review_group,0.65,true
REVIEW-MAT-00926,透明软管,管材/软管,管道管件/其他/软管,公称直径: 25；特征: 透明,米,1,可建档,25透明管,Sheet1:1620,材质/压力等级缺失,REVIEW-MAT-00926,single_candidate;low_precision;human_review_group,0.65,true
REVIEW-MAT-00927,外丝接头,定制件/管路接头,设备备件与加工件/金属加工件/金属加工件,定制: 是；规格: 1寸；连接: 外丝,个,1,可建档-定制件,定做1寸外丝,Sheet1:1621,材质/螺纹标准/图纸缺失,REVIEW-MAT-00927,single_candidate;low_precision,0.70,true
REVIEW-MAT-00928,钢焊接件,定制件/金属加工件,设备备件与加工件/金属加工件/金属加工件,定制: 是；尺寸: 80*200；材质: 钢；工艺: 焊接,个,1,可建档-定制件,定做80*200钢焊接,Sheet1:1622,图纸/厚度/用途缺失,REVIEW-MAT-00928,single_candidate;low_precision,0.70,true
REVIEW-MAT-00929,电磁阀,气动元件/阀,液压气动/气动元件/接头阀管,型号: 4M210L-8,个,1,可建档,4M210L-8电磁阀,Sheet1:1624,电压/位通数可由型号解析但需确认,REVIEW-MAT-00929,single_candidate,1.00,false
REVIEW-MAT-00930,高压油管,液压/高压管路,液压气动/液压管路/高压胶管,公称直径: 80,米,3,可合并 | 可建档,80高压油管；80高压管,Sheet1:1625；Sheet1:1687；Sheet1:1713,压力等级/层数/接头形式缺失 | 与80高压管同类，压力等级/层数缺失 | 与1687同类，压力等级/层数缺失,REVIEW-MAT-00930,single_candidate;source_status_contains_merge;low_precision,0.70,true
REVIEW-MAT-00931,加厚铜接头,液压/高压管路,液压气动/液压管路/高压胶管,规格: 80；材质: 铜；特征: 加厚,个,4,可合并,80加厚铜头,Sheet1:1626；Sheet1:1653；Sheet1:1714；Sheet1:2270,与1591同类，连接形式缺失,REVIEW-MAT-00931,single_candidate;source_status_contains_merge;low_precision,0.70,true
REVIEW-MAT-00932,铜头铝套组件,液压/高压管路,液压气动/液压管路/高压胶管,规格: 80；组成: 铜头、铝扣；特征: 加厚,个,1,可合并,80加厚铜头铝扣,Sheet1:1627,与1592同类，连接形式缺失,REVIEW-MAT-00932,single_candidate;source_status_contains_merge;low_precision,0.70,true
REVIEW-MAT-00933,法兰,管件/法兰,管道管件/其他/法兰,规格: DN89；压力等级: 16kg,个,1,可建档,89*16KG法兰盘,Sheet1:1628,材质/标准/密封面缺失,REVIEW-MAT-00933,single_candidate;low_precision;human_review_group,0.65,true
REVIEW-MAT-00934,不锈钢球阀,阀门/球阀,阀门/通用阀门/球阀,品牌: 埃美柯；公称直径: DN80；材质: 不锈钢,个,1,可建档,80埃美柯不锈钢球阀,Sheet1:1629,连接方式/压力等级缺失,REVIEW-MAT-00934,single_candidate;low_precision,0.70,true
REVIEW-MAT-00935,不锈钢单向阀,阀门/单向阀,阀门/其他/单向阀,品牌: 埃美柯；公称直径: DN80；材质: 不锈钢,个,1,可建档,80埃美柯不锈钢单向阀,Sheet1:1630,连接方式/压力等级缺失,REVIEW-MAT-00935,single_candidate;low_precision;human_review_group,0.65,true
REVIEW-MAT-00936,Y型法兰过滤器,阀门/过滤器,阀门/其他/过滤器,公称直径: DN80；结构: Y型；连接: 法兰,个,1,可建档,80Y型法兰过滤器,Sheet1:1631,材质/压力等级/滤网目数缺失,REVIEW-MAT-00936,single_candidate;low_precision;human_review_group,0.65,true
REVIEW-MAT-00937,气源分配器,定制件/气动管路件,设备备件与加工件/金属加工件/金属加工件,定制: 是；材质: 不锈钢；路数: 6路,个,1,可建档-定制件,定做6路不锈钢气源分配器,Sheet1:1632,接口规格/压力等级/图纸缺失,REVIEW-MAT-00937,single_candidate;low_precision,0.70,true
REVIEW-MAT-00938,水泵防护罩,定制件/金属加工件,设备备件与加工件/金属加工件/金属加工件,定制: 是；材质: 不锈钢；尺寸: 60*90,个,1,可建档-定制件,定做不锈钢水泵防护罩60*90,Sheet1:1633,高度/厚度/图纸缺失,REVIEW-MAT-00938,single_candidate;low_precision,0.70,true
REVIEW-MAT-00939,双卡管道连接器,管道紧固/管道连接器,管道管件/管道紧固/管夹卡箍,规格: 325；型式: 双卡,个,1,可建档,双卡325管道连接器,Sheet1:1634,材质/压力等级/密封件缺失,REVIEW-MAT-00939,single_candidate;low_precision,0.70,true
REVIEW-MAT-00940,喷火枪,工具/焊割工具,工具器具/其他/焊割工具,功能: 多功能,个,1,可建档,多功能喷火枪,Sheet1:1635,燃气类型/型号缺失,REVIEW-MAT-00940,single_candidate;low_precision;human_review_group,0.65,true
REVIEW-MAT-00941,热风机,工具/电动工具,工具器具/电动工具/电钻角磨机,功率: 2000W,个,1,可建档,2000W热风机,Sheet1:1637,品牌/温度范围/型号缺失,REVIEW-MAT-00941,single_candidate;low_precision,0.70,true
REVIEW-MAT-00942,固定扳手,工具/手动工具,工具器具/手动工具/通用手动工具,品牌: 世达；规格: 24号,个,1,可建档,24世达固定扳手,Sheet1:1638,开口/梅花/两用需确认,REVIEW-MAT-00942,single_candidate,1.00,false
REVIEW-MAT-00943,室外照明灯,电气材料/照明,电气与自动化/照明与报警/灯具,功率: 200W；用途: 室外,个,1,可建档,200W室外照明灯,Sheet1:1639,防护等级/色温/电压缺失,REVIEW-MAT-00943,single_candidate;low_precision,0.70,true
REVIEW-MAT-00944,内六角螺丝,紧固件/螺丝,紧固件/螺纹紧固件/螺丝螺栓,规格: M8*45；头型: 内六角,个,1,可建档,M8*45内六角螺丝,Sheet1:1640,材质/强度等级缺失,REVIEW-MAT-00944,single_candidate;low_precision,0.70,true
REVIEW-MAT-00945,双开门电箱,定制件/电气箱柜,设备备件与加工件/金属加工件/金属加工件,定制: 是；结构: 双开门；适配功率: 11kW,个,1,可建档-定制件,定做双开门11千瓦电箱,Sheet1:1642,尺寸/IP等级/图纸/元件配置缺失,REVIEW-MAT-00945,single_candidate;low_precision,0.70,true
REVIEW-MAT-00946,二保焊绝缘套,焊割耗材/焊机配件,焊接焊割/焊割耗材/割嘴焊嘴,用途: 二保焊；类型: 绝缘套,个,1,可建档,二保焊绝缘套,Sheet1:1644,适配焊枪型号缺失,REVIEW-MAT-00946,single_candidate;low_precision,0.70,true
REVIEW-MAT-00947,膨胀螺丝,紧固件/膨胀件,紧固件/锚固件/膨胀锚栓,规格: M14*100,个,1,可合并,14*100膨胀螺丝,Sheet1:1646,与1588同类，单位套/个需统一,REVIEW-MAT-00947,single_candidate;source_status_contains_merge,1.00,false
REVIEW-MAT-00948,LED灯泡,电气材料/照明,电气与自动化/照明与报警/灯具,功率: 40W；类型: LED,个,1,可建档,LED40W灯泡,Sheet1:1648,灯头规格/色温/电压缺失,REVIEW-MAT-00948,single_candidate;low_precision,0.70,true
REVIEW-MAT-00949,吊灯头,电气材料/照明附件,电气与自动化/照明与报警/灯具,类型: 吊灯头,个,2,可合并 | 可建档,吊灯头,Sheet1:1649；Sheet1:2172,灯头规格/材质缺失 | 与1649同类，灯头规格缺失,REVIEW-MAT-00949,single_candidate;source_status_contains_merge;low_precision,0.70,true
REVIEW-MAT-00950,加厚铜接头,液压/高压管路,液压气动/液压管路/高压胶管,规格: 50；材质: 铜；特征: 加厚,个,2,可合并,50加厚铜头,Sheet1:1651；Sheet1:2269,与1607同类，连接形式缺失,REVIEW-MAT-00950,single_candidate;source_status_contains_merge;low_precision,0.70,true
REVIEW-MAT-00953,尼龙扎带,电气材料/扎带,电气与自动化/其他/扎带,规格: 10*500；包装: 大包,包,1,可建档,10*500大包扎带,Sheet1:1657,颜色/每包数量缺失,REVIEW-MAT-00953,single_candidate;low_precision;human_review_group,0.65,true
REVIEW-MAT-00954,气动阀,气动元件/阀,液压气动/气动元件/接头阀管,型号: APL-210V,个,1,可建档,APL-210V气动阀,Sheet1:1658,阀门类型/电压或限位开关属性需确认,REVIEW-MAT-00954,single_candidate,1.00,false
REVIEW-MAT-00955,双外丝无缝管,定制件/钢管加工件,设备备件与加工件/金属加工件/金属加工件,加工: 是；材质/形态: 无缝管；连接: 两头外丝,个,1,可建档-定制件,加工两头外丝无缝管,Sheet1:1661,管径/长度/螺纹标准缺失,REVIEW-MAT-00955,single_candidate;low_precision,0.70,true
REVIEW-MAT-00956,消防卡箍,管道紧固/卡箍,管道管件/管道紧固/管夹卡箍,规格: 50；用途: 消防,个,1,可建档,50消防卡箍,Sheet1:1663,沟槽标准/压力等级缺失,REVIEW-MAT-00956,single_candidate;low_precision,0.70,true
REVIEW-MAT-00957,消防卡箍,管道紧固/卡箍,管道管件/管道紧固/管夹卡箍,规格: 65；用途: 消防,个,1,可建档,65消防卡箍,Sheet1:1664,沟槽标准/压力等级缺失,REVIEW-MAT-00957,single_candidate;low_precision,0.70,true
REVIEW-MAT-00958,消防卡箍,管道紧固/卡箍,管道管件/管道紧固/管夹卡箍,规格: 80；用途: 消防,个,1,可建档,80消防卡箍,Sheet1:1665,沟槽标准/压力等级缺失,REVIEW-MAT-00958,single_candidate;low_precision,0.70,true
REVIEW-MAT-00959,内六角螺丝,紧固件/螺丝,紧固件/螺纹紧固件/螺丝螺栓,规格: M8*40；头型: 内六角,套,2,可建档,8*40内六角螺丝；M8*40内六角螺丝,Sheet1:1666；Sheet1:2318,材质/强度等级缺失 | 材质/强度等级/套包含内容缺失,REVIEW-MAT-00959,single_candidate;low_precision,0.70,true
REVIEW-MAT-00960,定制橡胶垫,定制件/橡胶加工件,设备备件与加工件/金属加工件/金属加工件,定制: 是；尺寸: 300*350*5mm；材质: 胶,个,1,可建档-定制件,定做300*350*5胶垫,Sheet1:1667,橡胶材质/硬度/图纸缺失,REVIEW-MAT-00960,single_candidate;low_precision,0.70,true
REVIEW-MAT-00961,电动扳手套筒,工具/套筒,工具器具/其他/套筒,品牌: 世达；规格: 23号；适用: 电动扳手,个,1,可建档,23号世达电动扳手套筒,Sheet1:1668,方榫规格/长度缺失,REVIEW-MAT-00961,single_candidate;low_precision;human_review_group,0.65,true
REVIEW-MAT-00962,电动扳手套筒,工具/套筒,工具器具/其他/套筒,品牌: 世达；规格: 24号；适用: 电动扳手,个,1,可建档,24号世达电动扳手套筒,Sheet1:1669,方榫规格/长度缺失,REVIEW-MAT-00962,single_candidate;low_precision;human_review_group,0.65,true
REVIEW-MAT-00963,扳手,工具/手动工具,工具器具/手动工具/通用手动工具,品牌: 世达；规格: 13号,个,1,可建档,13号世达扳手,Sheet1:1670,类型开口/梅花/两用需确认,REVIEW-MAT-00963,single_candidate,1.00,false
REVIEW-MAT-00964,自喷漆,化工耗材/涂料,化工油漆胶粘/油漆涂料/涂料油漆,颜色: 白色；类型: 喷漆,个,1,可建档,白色喷漆,Sheet1:1671,容量/品牌缺失,REVIEW-MAT-00964,single_candidate;low_precision,0.70,true
REVIEW-MAT-00965,压力开关,仪表/压力控制,仪器仪表/其他/压力控制,接口: 4分；类型: 压力开关,个,1,可建档,4分压力开关,Sheet1:1672,压力范围/电压/触点形式缺失,REVIEW-MAT-00965,single_candidate;low_precision;human_review_group,0.65,true
REVIEW-MAT-00966,扎丝,建筑材料/绑扎材料,工程建材/其他/绑扎材料,品类: 扎丝,卷,1,可建档,扎丝,Sheet1:1674,线径/每卷重量缺失,REVIEW-MAT-00966,single_candidate;low_precision;human_review_group,0.65,true
REVIEW-MAT-00967,电动抽油泵,设备备件/泵,设备备件与加工件/设备专用备件/设备备件,驱动: 电动；用途: 抽油,个,1,可建档,电动抽油泵,Sheet1:1676,流量/扬程/电压/型号缺失,REVIEW-MAT-00967,single_candidate;low_precision,0.70,true
REVIEW-MAT-00968,钢丝软管,管材/软管,管道管件/其他/软管,公称直径: 25；结构: 钢丝增强,米,1,可建档,25钢丝管,Sheet1:1677,材质/压力等级缺失,REVIEW-MAT-00968,single_candidate;low_precision;human_review_group,0.65,true
REVIEW-MAT-00969,卸扣,吊装索具/卸扣,吊装索具/吊装连接件/卸扣吊钩,宽度: 6cm；额定载荷: 12T；执行标准: 国标,个,1,可建档,宽度6cm12吨国标卸扣,Sheet1:1678,型式/销轴形式缺失,REVIEW-MAT-00969,single_candidate;low_precision;human_review_group,0.65,true
REVIEW-MAT-00970,液压堵头,液压/高压管路,液压气动/液压管路/高压胶管,型号/规格: 42L；类型: 堵头,个,1,可建档,42L液压堵头,Sheet1:1679,螺纹/压力等级缺失,REVIEW-MAT-00970,single_candidate;low_precision,0.70,true
REVIEW-MAT-00971,膨胀螺丝,紧固件/膨胀件,紧固件/锚固件/膨胀锚栓,规格: M14*150,个,1,可建档,14*150膨胀螺丝,Sheet1:1680,材质/类型缺失,REVIEW-MAT-00971,single_candidate;low_precision,0.70,true
REVIEW-MAT-00972,螺杆,紧固件/螺杆,紧固件/其他/螺杆,规格: M10*50,个,1,可建档,螺杆10*50,Sheet1:1681,材质/强度等级缺失,REVIEW-MAT-00972,single_candidate;low_precision;human_review_group,0.65,true
REVIEW-MAT-00973,垫片,紧固件/垫圈,紧固件/螺纹紧固件/螺母垫圈,规格: M10,个,1,可建档,M10垫片,Sheet1:1682,平垫/弹垫/材质需确认,REVIEW-MAT-00973,single_candidate,1.00,false
REVIEW-MAT-00974,螺母,紧固件/螺母,紧固件/螺纹紧固件/螺母垫圈,规格: M10,个,1,可建档,M10螺母,Sheet1:1683,材质/强度等级缺失,REVIEW-MAT-00974,single_candidate;low_precision,0.70,true
REVIEW-MAT-00975,不锈钢螺丝,紧固件/螺丝,紧固件/螺纹紧固件/螺丝螺栓,规格: M5.5*32；材质: 不锈钢,个,1,可建档,M5.5*32不锈钢螺丝,Sheet1:1684,M5.5规格需确认，头型缺失,REVIEW-MAT-00975,single_candidate;low_precision,0.70,true
REVIEW-MAT-00976,螺丝组件,紧固件/螺丝,紧固件/螺纹紧固件/螺丝螺栓,规格: M20*35；成套: 是,套,1,可建档,M20*35螺丝,Sheet1:1685,头型/强度等级/材质缺失,REVIEW-MAT-00976,single_candidate;low_precision,0.70,true
REVIEW-MAT-00977,螺丝组件,紧固件/螺丝,紧固件/螺纹紧固件/螺丝螺栓,规格: M20*40；成套: 是,套,1,可建档,M20*40螺丝,Sheet1:1686,头型/强度等级/材质缺失,REVIEW-MAT-00977,single_candidate;low_precision,0.70,true
REVIEW-MAT-00978,高压树脂管,液压/高压管路,液压气动/液压管路/高压胶管,规格: 8厘；材质: 树脂；类型: 高压管,米,1,可建档,8厘高压树脂管,Sheet1:1689,压力等级/层数缺失,REVIEW-MAT-00978,single_candidate;low_precision,0.70,true
REVIEW-MAT-00979,不锈钢刀阀,阀门/刀阀,阀门/其他/刀阀,公称直径: DN150；材质: 不锈钢,个,1,可建档,150不锈钢刀阀,Sheet1:1692,连接方式/压力等级缺失,REVIEW-MAT-00979,single_candidate;low_precision;human_review_group,0.65,true
REVIEW-MAT-00980,防滑橡胶垫,劳保耗材/地面防护,劳保用品/其他/地面防护,功能: 防滑；材质: 胶/橡胶,平方,1,可建档,防滑胶垫,Sheet1:1693,厚度/花纹/材质缺失,REVIEW-MAT-00980,single_candidate;low_precision;human_review_group,0.65,true
REVIEW-MAT-00981,高压枪头,工具备件/喷枪配件,工具器具/工具配件/工具配件,特征: 加长；类型: 高压枪头,个,1,可建档,加长高压枪头,Sheet1:1694,接口/长度/适配设备缺失,REVIEW-MAT-00981,single_candidate;low_precision,0.70,true
REVIEW-MAT-00982,安全网,安全防护/防护网,安全防护/隔离防护/防护网,品类: 安全网,张,1,可合并,安全网,Sheet1:1695,与1515同类，尺寸/材质缺失,REVIEW-MAT-00982,single_candidate;source_status_contains_merge;low_precision,0.70,true
REVIEW-MAT-00983,气管直通接头,气动元件/气管接头,液压气动/液压接头/液压接头,规格: 8厘；类型: 直通,个,1,可建档,8厘气管直通,Sheet1:1697,材质/螺纹或快插形式缺失,REVIEW-MAT-00983,single_candidate;low_precision,0.70,true
REVIEW-MAT-00984,气管直通接头,气动元件/气管接头,液压气动/液压接头/液压接头,规格: 10厘；类型: 直通,个,1,可建档,10厘气管直通,Sheet1:1698,材质/螺纹或快插形式缺失,REVIEW-MAT-00984,single_candidate;low_precision,0.70,true
REVIEW-MAT-00985,气管直通接头,气动元件/气管接头,液压气动/液压接头/液压接头,规格: 16厘；类型: 直通,个,1,可建档,16厘气管直通,Sheet1:1699,材质/螺纹或快插形式缺失,REVIEW-MAT-00985,single_candidate;low_precision,0.70,true
REVIEW-MAT-00986,气管弯头接头,气动元件/气管接头,液压气动/液压接头/液压接头,规格: 8厘；类型: 弯头,个,1,可建档,8厘气管弯头,Sheet1:1700,材质/螺纹或快插形式缺失,REVIEW-MAT-00986,single_candidate;low_precision,0.70,true
REVIEW-MAT-00987,气管弯头接头,气动元件/气管接头,液压气动/液压接头/液压接头,规格: 10厘；类型: 弯头,个,1,可建档,10厘气管弯头,Sheet1:1701,材质/螺纹或快插形式缺失,REVIEW-MAT-00987,single_candidate;low_precision,0.70,true
REVIEW-MAT-00988,气管弯头接头,气动元件/气管接头,液压气动/液压接头/液压接头,规格: 16厘；类型: 弯头,个,1,可建档,16厘气管弯头,Sheet1:1702,材质/螺纹或快插形式缺失,REVIEW-MAT-00988,single_candidate;low_precision,0.70,true
REVIEW-MAT-00989,气管三通接头,气动元件/气管接头,液压气动/液压接头/液压接头,规格: 8厘；类型: 三通,个,1,可建档,8厘气管三通,Sheet1:1703,材质/快插形式缺失,REVIEW-MAT-00989,single_candidate;low_precision,0.70,true
REVIEW-MAT-00990,气管三通接头,气动元件/气管接头,液压气动/液压接头/液压接头,规格: 10厘；类型: 三通,个,1,可建档,10厘气管三通,Sheet1:1704,材质/快插形式缺失,REVIEW-MAT-00990,single_candidate;low_precision,0.70,true
REVIEW-MAT-00991,气管三通接头,气动元件/气管接头,液压气动/液压接头/液压接头,规格: 16厘；类型: 三通,个,1,可建档,16厘气管三通,Sheet1:1705,材质/快插形式缺失,REVIEW-MAT-00991,single_candidate;low_precision,0.70,true
REVIEW-MAT-00992,油雾器专用油,化工耗材/润滑剂,化工油漆胶粘/其他/润滑剂,用途: 油雾器,瓶,1,可建档,油雾专用油,Sheet1:1706,粘度/容量/品牌缺失,REVIEW-MAT-00992,single_candidate;low_precision;human_review_group,0.65,true
REVIEW-MAT-00993,塑料焊枪,工具/焊接工具,工具器具/其他/焊接工具,适用材料: 塑料,套,1,可建档,塑料焊枪,Sheet1:1707,功率/温度范围/配置缺失,REVIEW-MAT-00993,single_candidate;low_precision;human_review_group,0.65,true
REVIEW-MAT-00994,不锈钢数字牌,标识耗材/标牌,包装与标识/其他/标牌,材质: 不锈钢；类型: 数字牌,个,1,可建档,不锈钢数字牌,Sheet1:1708,尺寸/数字范围/安装方式缺失,REVIEW-MAT-00994,single_candidate;low_precision;human_review_group,0.65,true
REVIEW-MAT-00995,502瞬干胶,化工耗材/胶粘剂,化工油漆胶粘/胶粘密封/胶粘剂,型号/俗称: 502,个,1,可建档,502胶水,Sheet1:1709,容量/品牌缺失,REVIEW-MAT-00995,single_candidate;low_precision,0.70,true
REVIEW-MAT-00996,滤芯,备品备件/过滤件,设备备件与加工件/过滤密封/过滤件,型号: 06/08-25,个,1,可建档,06/08-25滤芯,Sheet1:1710,适配设备/过滤精度缺失,REVIEW-MAT-00996,single_candidate;low_precision,0.70,true
REVIEW-MAT-00997,油封,备品备件/密封件,设备备件与加工件/其他/密封件,品牌: SKF；型号: 37327；进口: 是,个,1,可建档,进口SKF-37327油封,Sheet1:1711,尺寸/材质缺失,REVIEW-MAT-00997,single_candidate;low_precision;human_review_group,0.65,true
REVIEW-MAT-00998,铜头铝合金夹,液压/高压管路,液压气动/液压管路/高压胶管,规格: 80；组成: 铜头、铝合金夹,个,1,可合并,80铜头铝合金夹,Sheet1:1715,与1654同类，连接形式需确认,REVIEW-MAT-00998,single_candidate;source_status_contains_merge,1.00,false
REVIEW-MAT-00999,齿轮油,化工耗材/润滑油,化工油漆胶粘/油品化学品/润滑油脂,包装: 20L；类型: 齿轮油,个,1,可建档,20L齿轮油,Sheet1:1716,粘度等级/品牌缺失，单位建议桶,REVIEW-MAT-00999,single_candidate;low_precision,0.70,true
REVIEW-MAT-01000,镀锌弯头,管件/镀锌管件,管道管件/金属管件/镀锌管件,规格: 80；表面: 镀锌；类型: 弯头,个,1,可建档,80镀锌弯头,Sheet1:1717,角度/连接形式/螺纹标准缺失,REVIEW-MAT-01000,single_candidate;low_precision,0.70,true
REVIEW-MAT-01001,内丝直通,管件/管接头,管道管件/其他/管接头,规格: 80；连接: 内丝；类型: 直通,个,1,可建档,80内丝直通,Sheet1:1718,材质/螺纹标准缺失,REVIEW-MAT-01001,single_candidate;low_precision;human_review_group,0.65,true
REVIEW-MAT-01002,单头外丝无缝管,定制件/钢管加工件,设备备件与加工件/金属加工件/金属加工件,加工: 是；形态: 无缝管；连接: 单头外丝,个,1,可建档-定制件,加工单头外丝无缝管,Sheet1:1719,管径/长度/螺纹标准/材质缺失,REVIEW-MAT-01002,single_candidate;low_precision,0.70,true
REVIEW-MAT-01003,内六角螺丝,紧固件/螺丝,紧固件/螺纹紧固件/螺丝螺栓,规格: M6*40；头型: 内六角,套,1,可建档,6*40内六角螺丝,Sheet1:1720,材质/强度等级缺失,REVIEW-MAT-01003,single_candidate;low_precision,0.70,true
REVIEW-MAT-01004,长销,定制件/金属加工件,设备备件与加工件/金属加工件/金属加工件,加工: 是；规格: 20*340,个,1,可建档-定制件,加工长销20*340,Sheet1:1721,材质/热处理/图纸缺失,REVIEW-MAT-01004,single_candidate;low_precision,0.70,true
REVIEW-MAT-01005,螺丝组件,紧固件/螺丝,紧固件/螺纹紧固件/螺丝螺栓,规格: M4*15；成套: 是,套,1,可建档,M4*15螺丝,Sheet1:1722,头型/材质/强度等级缺失,REVIEW-MAT-01005,single_candidate;low_precision,0.70,true
REVIEW-MAT-01006,螺丝组件,紧固件/螺丝,紧固件/螺纹紧固件/螺丝螺栓,规格: M5*15；成套: 是,套,1,可建档,M5*15螺丝,Sheet1:1723,头型/材质/强度等级缺失,REVIEW-MAT-01006,single_candidate;low_precision,0.70,true
REVIEW-MAT-01007,螺丝组件,紧固件/螺丝,紧固件/螺纹紧固件/螺丝螺栓,规格: M6*15；成套: 是,套,1,可建档,M6*15螺丝,Sheet1:1724,头型/材质/强度等级缺失,REVIEW-MAT-01007,single_candidate;low_precision,0.70,true
REVIEW-MAT-01008,螺丝组件,紧固件/螺丝,紧固件/螺纹紧固件/螺丝螺栓,规格: M8*15；成套: 是,套,1,可建档,M8*15螺丝,Sheet1:1725,头型/材质/强度等级缺失,REVIEW-MAT-01008,single_candidate;low_precision,0.70,true
REVIEW-MAT-01009,螺丝组件,紧固件/螺丝,紧固件/螺纹紧固件/螺丝螺栓,规格: M10*15；成套: 是,套,1,可建档,M10*15螺丝,Sheet1:1726,头型/材质/强度等级缺失,REVIEW-MAT-01009,single_candidate;low_precision,0.70,true
REVIEW-MAT-01010,自喷漆,化工耗材/涂料,化工油漆胶粘/油漆涂料/涂料油漆,颜色: 红色；类型: 自喷漆,支,1,可建档,红色自喷漆,Sheet1:1727,容量/品牌缺失,REVIEW-MAT-01010,single_candidate;low_precision,0.70,true
REVIEW-MAT-01011,反光警示带,安全防护/警示用品,安全防护/警示标识/反光警示,宽度: 10cm；颜色: 黄黑；功能: 反光,卷,1,可建档,10cm反光警示带黄黑,Sheet1:1728,长度/材质缺失,REVIEW-MAT-01011,single_candidate;low_precision,0.70,true
REVIEW-MAT-01012,传动皮带,备品备件/传动件,设备备件与加工件/传动轴承/传动轴承,型号: XPL2800,个,1,可建档,XPL2800皮带,Sheet1:1729,单位建议条，皮带类型需确认,REVIEW-MAT-01012,single_candidate,1.00,false
REVIEW-MAT-01013,传动皮带,备品备件/传动件,设备备件与加工件/传动轴承/传动轴承,型号: XPL2650,个,1,可建档,XPL2650皮带,Sheet1:1730,单位建议条，皮带类型需确认,REVIEW-MAT-01013,single_candidate,1.00,false
REVIEW-MAT-01014,不锈钢双卡抱箍,管道紧固/抱箍,管道管件/管道紧固/管夹卡箍,规格: 325；材质: 不锈钢；型式: 双卡,个,1,可建档,325双卡抱箍 不锈钢,Sheet1:1731,厚度/密封件/压力等级缺失,REVIEW-MAT-01014,single_candidate;low_precision,0.70,true
REVIEW-MAT-01015,合成纤维垫块,密封材料/非金属垫块,待治理/待治理/非金属垫块,尺寸: 86*65；材质: 合成纤维,个,1,可建档,86*65合成纤维垫块,Sheet1:1732,厚度/耐温等级缺失,REVIEW-MAT-01015,single_candidate;low_precision;human_review_group,0.65,true
REVIEW-MAT-01016,螺杆,紧固件/螺杆,紧固件/其他/螺杆,规格: M48*120,支,1,可建档,48*120螺杆,Sheet1:1734,材质/强度等级缺失,REVIEW-MAT-01016,single_candidate;low_precision;human_review_group,0.65,true
REVIEW-MAT-01017,螺母,紧固件/螺母,紧固件/螺纹紧固件/螺母垫圈,规格: M48,支,1,可建档,48螺母,Sheet1:1735,单位建议个，材质/强度等级缺失,REVIEW-MAT-01017,single_candidate;low_precision,0.70,true
REVIEW-MAT-01018,胶粘剂,化工耗材/胶粘剂,化工油漆胶粘/胶粘密封/胶粘剂,品牌: 东泰；型号: S1-5910；进口: 是,支,1,可建档,进口东泰s1-5910胶,Sheet1:1739,胶种/容量缺失,REVIEW-MAT-01018,single_candidate;low_precision,0.70,true
REVIEW-MAT-01019,PPR直通,PPR管件/直通,管道管件/塑料管件/PPR管件,材质: PPR；规格: 63；类型: 直通,个,1,可建档,63PPR直通,Sheet1:1741,压力等级缺失,REVIEW-MAT-01019,single_candidate;low_precision,0.70,true
REVIEW-MAT-01020,PPR管,PPR管材/管,管道管件/塑料管件/PPR管件,材质: PPR；规格: 63,米,1,可建档,63PPR管,Sheet1:1742,压力等级/壁厚缺失,REVIEW-MAT-01020,single_candidate;low_precision,0.70,true
REVIEW-MAT-01021,PPR弯头,PPR管件/弯头,管道管件/塑料管件/PPR管件,材质: PPR；规格: 63；类型: 弯头,个,1,可建档,63PPR弯头,Sheet1:1743,角度/压力等级缺失,REVIEW-MAT-01021,single_candidate;low_precision,0.70,true
