reviewed_group_path,canonical_group_path,canonical_level1,canonical_level2,canonical_level3,confidence,rule_reason,needs_human_review
建筑材料/止水紧固,工程建材/其他/止水紧固,工程建材,其他,止水紧固,0.62,一级同义合并：建筑材料 -> 工程建材；仅完成一级合并，保留原二级作为三级待复核,true
建筑材料/水泥砂石,工程建材/水泥砂石/水泥砂石,工程建材,水泥砂石,水泥砂石,0.94,"一级同义合并：建筑材料 -> 工程建材；关键词规则：水泥,砂,石",false
建筑材料/砌块砖,工程建材/其他/砌块砖,工程建材,其他,砌块砖,0.62,一级同义合并：建筑材料 -> 工程建材；仅完成一级合并，保留原二级作为三级待复核,true
建筑材料/绑扎材料,工程建材/其他/绑扎材料,工程建材,其他,绑扎材料,0.62,一级同义合并：建筑材料 -> 工程建材；仅完成一级合并，保留原二级作为三级待复核,true
建筑材料/脚手架配件,工程建材/其他/脚手架配件,工程建材,其他,脚手架配件,0.62,一级同义合并：建筑材料 -> 工程建材；仅完成一级合并，保留原二级作为三级待复核,true
建筑材料/钢筋连接件,工程建材/其他/钢筋连接件,工程建材,其他,钢筋连接件,0.62,一级同义合并：建筑材料 -> 工程建材；仅完成一级合并，保留原二级作为三级待复核,true
建筑材料/防护覆盖,工程建材/其他/防护覆盖,工程建材,其他,防护覆盖,0.62,一级同义合并：建筑材料 -> 工程建材；仅完成一级合并，保留原二级作为三级待复核,true
建筑装饰材料/地板革,工程建材/其他/地板革,工程建材,其他,地板革,0.62,一级同义合并：建筑装饰材料 -> 工程建材；仅完成一级合并，保留原二级作为三级待复核,true
建筑装饰材料/墙纸,工程建材/其他/墙纸,工程建材,其他,墙纸,0.62,一级同义合并：建筑装饰材料 -> 工程建材；仅完成一级合并，保留原二级作为三级待复核,true
弱电安防/监控设备,弱电安防/通信与监控/安防监控,弱电安防,通信与监控,安防监控,0.95,"一级分类已规范：弱电安防；关键词规则：监控,摄像,门禁",false
弱电安防/网络线缆,弱电安防/通信与监控/通信设备,弱电安防,通信与监控,通信设备,0.95,"一级分类已规范：弱电安防；关键词规则：通讯,通信,网络",false
弱电安防/网络设备,弱电安防/通信与监控/通信设备,弱电安防,通信与监控,通信设备,0.95,"一级分类已规范：弱电安防；关键词规则：通讯,通信,网络",false
弱电安防/网络配件,弱电安防/通信与监控/通信设备,弱电安防,通信与监控,通信设备,0.95,"一级分类已规范：弱电安防；关键词规则：通讯,通信,网络",false
手动工具/扳手,工具器具/手动工具/扳手,工具器具,手动工具,扳手,0.98,人工示例：裸一级手动工具转为规范三级,false
手动工具/钳类,工具器具/手动工具/钳剪刀锤,工具器具,手动工具,钳剪刀锤,0.94,"一级同义合并：手动工具 -> 工具器具；关键词规则：钳,剪,刀,锤,锯,铲,撬",false
搬运工具/手推车配件,仓储物流/搬运设备/手推车叉车,仓储物流,搬运设备,手推车叉车,0.94,"一级同义合并：搬运工具 -> 仓储物流；关键词规则：手推车,搬运,叉车",false
施工工具/抹灰工具,工具器具/其他/抹灰工具,工具器具,其他,抹灰工具,0.62,一级同义合并：施工工具 -> 工具器具；仅完成一级合并，保留原二级作为三级待复核,true
施工工具/桶具,工具器具/其他/桶具,工具器具,其他,桶具,0.62,一级同义合并：施工工具 -> 工具器具；仅完成一级合并，保留原二级作为三级待复核,true
施工工具/灰斗,工具器具/其他/灰斗,工具器具,其他,灰斗,0.62,一级同义合并：施工工具 -> 工具器具；仅完成一级合并，保留原二级作为三级待复核,true
施工设备/振动棒,设备备件与加工件/其他/振动棒,设备备件与加工件,其他,振动棒,0.62,一级同义合并：施工设备 -> 设备备件与加工件；仅完成一级合并，保留原二级作为三级待复核,true
木材板材/实木板,工程建材/板材型材/板材,工程建材,板材型材,板材,0.94,"一级同义合并：木材板材 -> 工程建材；关键词规则：板材,木板,塑料板,硅晶板",false
板材/硅晶板,工程建材/板材型材/板材,工程建材,板材型材,板材,0.94,"一级同义合并：板材 -> 工程建材；关键词规则：板材,木板,塑料板,硅晶板",false
标签耗材/不干胶标签,包装与标识/胶带标签/标签碳带,包装与标识,胶带标签,标签碳带,0.94,"一级同义合并：标签耗材 -> 包装与标识；关键词规则：标签,碳带,不干胶",false
标签耗材/碳带,包装与标识/胶带标签/标签碳带,包装与标识,胶带标签,标签碳带,0.94,"一级同义合并：标签耗材 -> 包装与标识；关键词规则：标签,碳带,不干胶",false
标签耗材/设备标识,包装与标识/胶带标签/标签碳带,包装与标识,胶带标签,标签碳带,0.94,"一级同义合并：标签耗材 -> 包装与标识；关键词规则：标签,碳带,不干胶",false
标识耗材/标牌,包装与标识/其他/标牌,包装与标识,其他,标牌,0.62,一级同义合并：标识耗材 -> 包装与标识；仅完成一级合并，保留原二级作为三级待复核,true
检测耗材/耦合剂,仪器仪表/其他/耦合剂,仪器仪表,其他,耦合剂,0.62,一级同义合并：检测耗材 -> 仪器仪表；仅完成一级合并，保留原二级作为三级待复核,true
气动/高压管路,液压气动/液压管路/高压胶管,液压气动,液压管路,高压胶管,0.94,"一级同义合并：气动 -> 液压气动；关键词规则：高压管,胶管,油管",false
气动元件/气源处理,液压气动/气动元件/接头阀管,液压气动,气动元件,接头阀管,0.94,"一级同义合并：气动元件 -> 液压气动；关键词规则：气动,快插,气管",false
气动元件/气管,液压气动/气动元件/接头阀管,液压气动,气动元件,接头阀管,0.94,"一级同义合并：气动元件 -> 液压气动；关键词规则：气动,快插,气管",false
气动元件/气管接头,液压气动/液压接头/液压接头,液压气动,液压接头,液压接头,0.94,"一级同义合并：气动元件 -> 液压气动；关键词规则：液压接头,接头",false
气动元件/阀,液压气动/气动元件/接头阀管,液压气动,气动元件,接头阀管,0.94,"一级同义合并：气动元件 -> 液压气动；关键词规则：气动,快插,气管",false
气动液压/快拧接头,液压气动/液压接头/液压接头,液压气动,液压接头,液压接头,0.94,"一级同义合并：气动液压 -> 液压气动；关键词规则：液压接头,接头",false
气动液压/快换接头,液压气动/液压接头/液压接头,液压气动,液压接头,液压接头,0.94,"一级同义合并：气动液压 -> 液压气动；关键词规则：液压接头,接头",false
气动液压/快插接头,液压气动/液压接头/液压接头,液压气动,液压接头,液压接头,0.94,"一级同义合并：气动液压 -> 液压气动；关键词规则：液压接头,接头",false
水暖五金/水龙头,工程建材/水暖建材/水暖五金,工程建材,水暖建材,水暖五金,0.94,"一级同义合并：水暖五金 -> 工程建材；关键词规则：水暖,PPR管件,PPR管材",false
油品/润滑油,化工油漆胶粘/油品化学品/润滑油脂,化工油漆胶粘,油品化学品,润滑油脂,0.94,"一级同义合并：油品 -> 化工油漆胶粘；关键词规则：润滑油,黄油,油脂",false
油品/润滑脂,化工油漆胶粘/其他/润滑脂,化工油漆胶粘,其他,润滑脂,0.62,一级同义合并：油品 -> 化工油漆胶粘；仅完成一级合并，保留原二级作为三级待复核,true
油品/液压油,化工油漆胶粘/其他/液压油,化工油漆胶粘,其他,液压油,0.62,一级同义合并：油品 -> 化工油漆胶粘；仅完成一级合并，保留原二级作为三级待复核,true
油漆涂料/乳胶漆,化工油漆胶粘/油漆涂料/涂料油漆,化工油漆胶粘,油漆涂料,涂料油漆,0.94,"一级同义合并：油漆涂料 -> 化工油漆胶粘；关键词规则：油漆,涂料,稀料",false
油漆涂料/油漆,化工油漆胶粘/油漆涂料/涂料油漆,化工油漆胶粘,油漆涂料,涂料油漆,0.94,"一级同义合并：油漆涂料 -> 化工油漆胶粘；关键词规则：油漆,涂料,稀料",false
油漆涂料/稀释剂,化工油漆胶粘/油漆涂料/涂料油漆,化工油漆胶粘,油漆涂料,涂料油漆,0.94,"一级同义合并：油漆涂料 -> 化工油漆胶粘；关键词规则：油漆,涂料,稀料",false
油漆涂料/稀释清洗剂,化工油漆胶粘/油漆涂料/涂料油漆,化工油漆胶粘,油漆涂料,涂料油漆,0.94,"一级同义合并：油漆涂料 -> 化工油漆胶粘；关键词规则：油漆,涂料,稀料",false
油漆涂料/自喷漆,化工油漆胶粘/油漆涂料/涂料油漆,化工油漆胶粘,油漆涂料,涂料油漆,0.94,"一级同义合并：油漆涂料 -> 化工油漆胶粘；关键词规则：油漆,涂料,稀料",false
油漆涂料/金属漆,化工油漆胶粘/油漆涂料/涂料油漆,化工油漆胶粘,油漆涂料,涂料油漆,0.94,"一级同义合并：油漆涂料 -> 化工油漆胶粘；关键词规则：油漆,涂料,稀料",false
油漆涂料/防锈漆,化工油漆胶粘/油漆涂料/涂料油漆,化工油漆胶粘,油漆涂料,涂料油漆,0.94,"一级同义合并：油漆涂料 -> 化工油漆胶粘；关键词规则：油漆,涂料,稀料",false
注浆设备/耗材,工程建材/保温防水/防水堵漏,工程建材,保温防水,防水堵漏,0.94,"一级同义合并：注浆设备 -> 工程建材；关键词规则：防水,堵漏,注浆",false
注浆设备/配件,工程建材/保温防水/防水堵漏,工程建材,保温防水,防水堵漏,0.94,"一级同义合并：注浆设备 -> 工程建材；关键词规则：防水,堵漏,注浆",false
涂装工具/刮板,工具器具/涂装工具/刷辊喷涂,工具器具,涂装工具,刷辊喷涂,0.94,"一级同义合并：涂装工具 -> 工具器具；关键词规则：涂装,刷,滚筒,喷壶",false
涂装工具/刷子,工具器具/涂装工具/刷辊喷涂,工具器具,涂装工具,刷辊喷涂,0.94,"一级同义合并：涂装工具 -> 工具器具；关键词规则：涂装,刷,滚筒,喷壶",false
涂装工具/刷子配件,工具器具/涂装工具/刷辊喷涂,工具器具,涂装工具,刷辊喷涂,0.94,"一级同义合并：涂装工具 -> 工具器具；关键词规则：涂装,刷,滚筒,喷壶",false
涂装工具/喷涂模板,工具器具/涂装工具/刷辊喷涂,工具器具,涂装工具,刷辊喷涂,0.94,"一级同义合并：涂装工具 -> 工具器具；关键词规则：涂装,刷,滚筒,喷壶",false
涂装工具/滚筒,工具器具/涂装工具/刷辊喷涂,工具器具,涂装工具,刷辊喷涂,0.94,"一级同义合并：涂装工具 -> 工具器具；关键词规则：涂装,刷,滚筒,喷壶",false
涂装工具/滚筒配件,工具器具/涂装工具/刷辊喷涂,工具器具,涂装工具,刷辊喷涂,0.94,"一级同义合并：涂装工具 -> 工具器具；关键词规则：涂装,刷,滚筒,喷壶",false
消防器材/水带,消防器材/灭火器与水带/消防水带,消防器材,灭火器与水带,消防水带,0.95,"一级分类已规范：消防器材；关键词规则：消防水带,水带",true
消防器材/消防箱,消防器材/消防工具/消防工具,消防器材,消防工具,消防工具,0.95,"一级分类已规范：消防器材；关键词规则：消防工具,消防器材,消防材料",true
消防器材/灭火器,消防器材/灭火器与水带/灭火器,消防器材,灭火器与水带,灭火器,0.95,一级分类已规范：消防器材；关键词规则：灭火器,true
消防材料/消防接头,消防器材/消防管件与接头/消防接头,消防器材,消防管件与接头,消防接头,0.94,"一级同义合并：消防材料 -> 消防器材；关键词规则：消防接头,消防管件",true
消防材料/消防标识,消防器材/消防工具/消防工具,消防器材,消防工具,消防工具,0.94,"一级同义合并：消防材料 -> 消防器材；关键词规则：消防工具,消防器材,消防材料",true
消防材料/消防水带,消防器材/灭火器与水带/消防水带,消防器材,灭火器与水带,消防水带,0.94,"一级同义合并：消防材料 -> 消防器材；关键词规则：消防水带,水带",true
消防材料/灭火器,消防器材/灭火器与水带/灭火器,消防器材,灭火器与水带,灭火器,0.94,一级同义合并：消防材料 -> 消防器材；关键词规则：灭火器,true
消防材料/灭火器箱,消防器材/灭火器与水带/灭火器,消防器材,灭火器与水带,灭火器,0.94,一级同义合并：消防材料 -> 消防器材；关键词规则：灭火器,true
润滑工具/黄油枪,润滑系统/润滑设备配件/润滑泵管路,润滑系统,润滑设备配件,润滑泵管路,0.94,"一级同义合并：润滑工具 -> 润滑系统；关键词规则：润滑,油泵,分配器",false
润滑系统/油脂泵,润滑系统/润滑设备配件/润滑泵管路,润滑系统,润滑设备配件,润滑泵管路,0.95,"一级分类已规范：润滑系统；关键词规则：润滑,油泵,分配器",false
润滑系统/黄油嘴,润滑系统/润滑设备配件/润滑泵管路,润滑系统,润滑设备配件,润滑泵管路,0.95,"一级分类已规范：润滑系统；关键词规则：润滑,油泵,分配器",false
润滑系统/黄油嘴配件,润滑系统/润滑设备配件/润滑泵管路,润滑系统,润滑设备配件,润滑泵管路,0.95,"一级分类已规范：润滑系统；关键词规则：润滑,油泵,分配器",false
润滑设备/油脂泵,润滑系统/润滑设备配件/润滑泵管路,润滑系统,润滑设备配件,润滑泵管路,0.94,"一级同义合并：润滑设备 -> 润滑系统；关键词规则：润滑,油泵,分配器",false
润滑配件/黄油嘴,润滑系统/润滑设备配件/润滑泵管路,润滑系统,润滑设备配件,润滑泵管路,0.94,"一级同义合并：润滑配件 -> 润滑系统；关键词规则：润滑,油泵,分配器",false
液压/油管护套,液压气动/液压管路/高压胶管,液压气动,液压管路,高压胶管,0.94,"一级同义合并：液压 -> 液压气动；关键词规则：高压管,胶管,油管",false
液压/管路扣件,液压气动/其他/管路扣件,液压气动,其他,管路扣件,0.62,一级同义合并：液压 -> 液压气动；仅完成一级合并，保留原二级作为三级待复核,true
液压/超高压管路,液压气动/液压管路/高压胶管,液压气动,液压管路,高压胶管,0.94,"一级同义合并：液压 -> 液压气动；关键词规则：高压管,胶管,油管",false
液压/高压管路,液压气动/液压管路/高压胶管,液压气动,液压管路,高压胶管,0.94,"一级同义合并：液压 -> 液压气动；关键词规则：高压管,胶管,油管",false
液压气动/高压软管,液压气动/气动元件/接头阀管,液压气动,气动元件,接头阀管,0.95,"一级分类已规范：液压气动；关键词规则：气动,快插,气管",false
清洁化学品/清洗剂,化工油漆胶粘/油品化学品/清洗化学品,化工油漆胶粘,油品化学品,清洗化学品,0.94,"一级同义合并：清洁化学品 -> 化工油漆胶粘；关键词规则：清洗剂,除锈,清洁化学",true
清洁化学品/除污剂,化工油漆胶粘/油品化学品/清洗化学品,化工油漆胶粘,油品化学品,清洗化学品,0.94,"一级同义合并：清洁化学品 -> 化工油漆胶粘；关键词规则：清洗剂,除锈,清洁化学",true
清洁化学品/除胶剂,化工油漆胶粘/胶粘密封/胶粘剂,化工油漆胶粘,胶粘密封,胶粘剂,0.94,"一级同义合并：清洁化学品 -> 化工油漆胶粘；关键词规则：胶,胶粘,结构胶,密封胶",true
清洁工具/刷子,行政办公与清洁/清洁用品/清洁工具耗材,行政办公与清洁,清洁用品,清洁工具耗材,0.94,"一级同义合并：清洁工具 -> 行政办公与清洁；关键词规则：清洁,扫,拖,垃圾",false
清洁工具/扫把,行政办公与清洁/清洁用品/清洁工具耗材,行政办公与清洁,清洁用品,清洁工具耗材,0.94,"一级同义合并：清洁工具 -> 行政办公与清洁；关键词规则：清洁,扫,拖,垃圾",false
清洁工具/拖把,行政办公与清洁/清洁用品/清洁工具耗材,行政办公与清洁,清洁用品,清洁工具耗材,0.94,"一级同义合并：清洁工具 -> 行政办公与清洁；关键词规则：清洁,扫,拖,垃圾",false
清洁用品/垃圾袋,行政办公与清洁/清洁用品/清洁工具耗材,行政办公与清洁,清洁用品,清洁工具耗材,0.94,"一级同义合并：清洁用品 -> 行政办公与清洁；关键词规则：清洁,扫,拖,垃圾",false
清洁用品/扫把,行政办公与清洁/清洁用品/清洁工具耗材,行政办公与清洁,清洁用品,清洁工具耗材,0.94,"一级同义合并：清洁用品 -> 行政办公与清洁；关键词规则：清洁,扫,拖,垃圾",false
清洁用品/清洁剂,行政办公与清洁/清洁用品/清洁工具耗材,行政办公与清洁,清洁用品,清洁工具耗材,0.94,"一级同义合并：清洁用品 -> 行政办公与清洁；关键词规则：清洁,扫,拖,垃圾",false
清洁用品/清洁工具,行政办公与清洁/清洁用品/清洁工具耗材,行政办公与清洁,清洁用品,清洁工具耗材,0.94,"一级同义合并：清洁用品 -> 行政办公与清洁；关键词规则：清洁,扫,拖,垃圾",false
清洁耗材/吸油棉,行政办公与清洁/清洁用品/清洁工具耗材,行政办公与清洁,清洁用品,清洁工具耗材,0.94,"一级同义合并：清洁耗材 -> 行政办公与清洁；关键词规则：清洁,扫,拖,垃圾",false
清洁耗材/吸附材料,行政办公与清洁/清洁用品/清洁工具耗材,行政办公与清洁,清洁用品,清洁工具耗材,0.94,"一级同义合并：清洁耗材 -> 行政办公与清洁；关键词规则：清洁,扫,拖,垃圾",false
清洁耗材/抹布,行政办公与清洁/清洁用品/清洁工具耗材,行政办公与清洁,清洁用品,清洁工具耗材,0.94,"一级同义合并：清洁耗材 -> 行政办公与清洁；关键词规则：清洁,扫,拖,垃圾",false
清洁耗材/擦拭材料,行政办公与清洁/清洁用品/清洁工具耗材,行政办公与清洁,清洁用品,清洁工具耗材,0.94,"一级同义合并：清洁耗材 -> 行政办公与清洁；关键词规则：清洁,扫,拖,垃圾",false
清洁耗材/清洁剂,行政办公与清洁/清洁用品/清洁工具耗材,行政办公与清洁,清洁用品,清洁工具耗材,0.94,"一级同义合并：清洁耗材 -> 行政办公与清洁；关键词规则：清洁,扫,拖,垃圾",false
清洁耗材/清洁工具,行政办公与清洁/清洁用品/清洁工具耗材,行政办公与清洁,清洁用品,清洁工具耗材,0.94,"一级同义合并：清洁耗材 -> 行政办公与清洁；关键词规则：清洁,扫,拖,垃圾",false
清洁耗材/清洗剂,行政办公与清洁/清洁用品/清洁工具耗材,行政办公与清洁,清洁用品,清洁工具耗材,0.94,"一级同义合并：清洁耗材 -> 行政办公与清洁；关键词规则：清洁,扫,拖,垃圾",false
清洗设备/清洗机配件,行政办公与清洁/其他/清洗机配件,行政办公与清洁,其他,清洗机配件,0.62,一级同义合并：清洗设备 -> 行政办公与清洁；仅完成一级合并，保留原二级作为三级待复核,true
清洗设备/配件,行政办公与清洁/其他/配件,行政办公与清洁,其他,配件,0.62,一级同义合并：清洗设备 -> 行政办公与清洁；仅完成一级合并，保留原二级作为三级待复核,true
清洗设备/高压清洗机,行政办公与清洁/其他/高压清洗机,行政办公与清洁,其他,高压清洗机,0.62,一级同义合并：清洗设备 -> 行政办公与清洁；仅完成一级合并，保留原二级作为三级待复核,true
清洗设备/高压清洗机配件,行政办公与清洁/其他/高压清洗机配件,行政办公与清洁,其他,高压清洗机配件,0.62,一级同义合并：清洗设备 -> 行政办公与清洁；仅完成一级合并，保留原二级作为三级待复核,true
焊割工具/割嘴,焊接焊割/焊割耗材/割嘴焊嘴,焊接焊割,焊割耗材,割嘴焊嘴,0.94,"一级同义合并：焊割工具 -> 焊接焊割；关键词规则：割嘴,焊嘴,焊割耗材",false
焊割耗材/割炬配件,焊接焊割/焊割耗材/割嘴焊嘴,焊接焊割,焊割耗材,割嘴焊嘴,0.94,"一级同义合并：焊割耗材 -> 焊接焊割；关键词规则：割嘴,焊嘴,焊割耗材",false
焊割耗材/气体表具,焊接焊割/焊割耗材/割嘴焊嘴,焊接焊割,焊割耗材,割嘴焊嘴,0.94,"一级同义合并：焊割耗材 -> 焊接焊割；关键词规则：割嘴,焊嘴,焊割耗材",false
焊割耗材/气管,焊接焊割/焊割耗材/割嘴焊嘴,焊接焊割,焊割耗材,割嘴焊嘴,0.94,"一级同义合并：焊割耗材 -> 焊接焊割；关键词规则：割嘴,焊嘴,焊割耗材",false
焊割耗材/气管接头,焊接焊割/焊割耗材/割嘴焊嘴,焊接焊割,焊割耗材,割嘴焊嘴,0.94,"一级同义合并：焊割耗材 -> 焊接焊割；关键词规则：割嘴,焊嘴,焊割耗材",false
焊割耗材/焊机配件,焊接焊割/焊割耗材/割嘴焊嘴,焊接焊割,焊割耗材,割嘴焊嘴,0.94,"一级同义合并：焊割耗材 -> 焊接焊割；关键词规则：割嘴,焊嘴,焊割耗材",false
焊割耗材/焊材,焊接焊割/焊割耗材/割嘴焊嘴,焊接焊割,焊割耗材,割嘴焊嘴,0.94,"一级同义合并：焊割耗材 -> 焊接焊割；关键词规则：割嘴,焊嘴,焊割耗材",false
焊割耗材/焊钳,焊接焊割/焊割耗材/割嘴焊嘴,焊接焊割,焊割耗材,割嘴焊嘴,0.94,"一级同义合并：焊割耗材 -> 焊接焊割；关键词规则：割嘴,焊嘴,焊割耗材",false
焊割设备/气瓶搬运,焊接焊割/焊割设备工具/焊机割炬,焊接焊割,焊割设备工具,焊机割炬,0.94,"一级同义合并：焊割设备 -> 焊接焊割；关键词规则：焊机,割炬,焊割设备,焊接工具",true
焊割设备/焊机,焊接焊割/焊割设备工具/焊机割炬,焊接焊割,焊割设备工具,焊机割炬,0.94,"一级同义合并：焊割设备 -> 焊接焊割；关键词规则：焊机,割炬,焊割设备,焊接工具",false
焊接工具/气体仪表,焊接焊割/焊割设备工具/焊机割炬,焊接焊割,焊割设备工具,焊机割炬,0.94,"一级同义合并：焊接工具 -> 焊接焊割；关键词规则：焊机,割炬,焊割设备,焊接工具",false
焊接工具/气体软管,焊接焊割/焊割设备工具/焊机割炬,焊接焊割,焊割设备工具,焊机割炬,0.94,"一级同义合并：焊接工具 -> 焊接焊割；关键词规则：焊机,割炬,焊割设备,焊接工具",false
焊接工具/气体软管配件,焊接焊割/焊割设备工具/焊机割炬,焊接焊割,焊割设备工具,焊机割炬,0.94,"一级同义合并：焊接工具 -> 焊接焊割；关键词规则：焊机,割炬,焊割设备,焊接工具",false
焊接工具/气刨工具,焊接焊割/焊割设备工具/焊机割炬,焊接焊割,焊割设备工具,焊机割炬,0.94,"一级同义合并：焊接工具 -> 焊接焊割；关键词规则：焊机,割炬,焊割设备,焊接工具",false
焊接工具/气割工具,焊接焊割/焊割设备工具/焊机割炬,焊接焊割,焊割设备工具,焊机割炬,0.94,"一级同义合并：焊接工具 -> 焊接焊割；关键词规则：焊机,割炬,焊割设备,焊接工具",false
焊接工具/焊机配件,焊接焊割/焊割设备工具/焊机割炬,焊接焊割,焊割设备工具,焊机割炬,0.94,"一级同义合并：焊接工具 -> 焊接焊割；关键词规则：焊机,割炬,焊割设备,焊接工具",false
焊接工具/焊枪配件,焊接焊割/焊割设备工具/焊机割炬,焊接焊割,焊割设备工具,焊机割炬,0.94,"一级同义合并：焊接工具 -> 焊接焊割；关键词规则：焊机,割炬,焊割设备,焊接工具",false
焊接工具/焊钳,焊接焊割/焊割设备工具/焊机割炬,焊接焊割,焊割设备工具,焊机割炬,0.94,"一级同义合并：焊接工具 -> 焊接焊割；关键词规则：焊机,割炬,焊割设备,焊接工具",false
焊接材料/气刨耗材,焊接焊割/焊接耗材/焊条焊丝,焊接焊割,焊接耗材,焊条焊丝,0.94,"一级同义合并：焊接材料 -> 焊接焊割；关键词规则：焊条,焊丝,焊接材料",false
焊接材料/焊丝,焊接焊割/焊接耗材/焊条焊丝,焊接焊割,焊接耗材,焊条焊丝,0.94,"一级同义合并：焊接材料 -> 焊接焊割；关键词规则：焊条,焊丝,焊接材料",false
焊接材料/焊条,焊接焊割/焊接耗材/焊条焊丝,焊接焊割,焊接耗材,焊条焊丝,0.94,"一级同义合并：焊接材料 -> 焊接焊割；关键词规则：焊条,焊丝,焊接材料",false
焊接耗材/划线工具,焊接焊割/其他/划线工具,焊接焊割,其他,划线工具,0.62,一级同义合并：焊接耗材 -> 焊接焊割；仅完成一级合并，保留原二级作为三级待复核,true
焊接耗材/气体配件,焊接焊割/其他/气体配件,焊接焊割,其他,气体配件,0.62,一级同义合并：焊接耗材 -> 焊接焊割；仅完成一级合并，保留原二级作为三级待复核,true
焊接耗材/气刨耗材,焊接焊割/其他/气刨耗材,焊接焊割,其他,气刨耗材,0.62,一级同义合并：焊接耗材 -> 焊接焊割；仅完成一级合并，保留原二级作为三级待复核,true
焊接耗材/焊丝,焊接焊割/焊接耗材/焊条焊丝,焊接焊割,焊接耗材,焊条焊丝,0.94,"一级同义合并：焊接耗材 -> 焊接焊割；关键词规则：焊条,焊丝,焊接材料",false
焊接耗材/焊割工具,焊接焊割/其他/焊割工具,焊接焊割,其他,焊割工具,0.62,一级同义合并：焊接耗材 -> 焊接焊割；仅完成一级合并，保留原二级作为三级待复核,true
焊接耗材/焊割配件,焊接焊割/其他/焊割配件,焊接焊割,其他,焊割配件,0.62,一级同义合并：焊接耗材 -> 焊接焊割；仅完成一级合并，保留原二级作为三级待复核,true
焊接耗材/焊机配件,焊接焊割/焊割设备工具/焊机割炬,焊接焊割,焊割设备工具,焊机割炬,0.94,"一级同义合并：焊接耗材 -> 焊接焊割；关键词规则：焊机,割炬,焊割设备,焊接工具",false
焊接耗材/焊材,焊接焊割/其他/焊材,焊接焊割,其他,焊材,0.62,一级同义合并：焊接耗材 -> 焊接焊割；仅完成一级合并，保留原二级作为三级待复核,true
焊接耗材/焊条,焊接焊割/焊接耗材/焊条焊丝,焊接焊割,焊接耗材,焊条焊丝,0.94,"一级同义合并：焊接耗材 -> 焊接焊割；关键词规则：焊条,焊丝,焊接材料",false
焊接耗材/焊枪配件,焊接焊割/其他/焊枪配件,焊接焊割,其他,焊枪配件,0.62,一级同义合并：焊接耗材 -> 焊接焊割；仅完成一级合并，保留原二级作为三级待复核,true
焊接耗材/等离子切割配件,焊接焊割/其他/等离子切割配件,焊接焊割,其他,等离子切割配件,0.62,一级同义合并：焊接耗材 -> 焊接焊割；仅完成一级合并，保留原二级作为三级待复核,true
焊接防护/焊罩配件,焊接焊割/其他/焊罩配件,焊接焊割,其他,焊罩配件,0.62,一级同义合并：焊接防护 -> 焊接焊割；仅完成一级合并，保留原二级作为三级待复核,true
物流搬运/叉车,仓储物流/搬运设备/手推车叉车,仓储物流,搬运设备,手推车叉车,0.94,"一级同义合并：物流搬运 -> 仓储物流；关键词规则：手推车,搬运,叉车",false
物流搬运/手推车,仓储物流/搬运设备/手推车叉车,仓储物流,搬运设备,手推车叉车,0.94,"一级同义合并：物流搬运 -> 仓储物流；关键词规则：手推车,搬运,叉车",false
物流搬运/脚轮,仓储物流/搬运设备/手推车叉车,仓储物流,搬运设备,手推车叉车,0.94,"一级同义合并：物流搬运 -> 仓储物流；关键词规则：手推车,搬运,叉车",false
环保耗材/吸附材料,环保/环保设备耗材/环保设备耗材,环保,环保设备耗材,环保设备耗材,0.94,一级同义合并：环保耗材 -> 环保；关键词规则：环保,false
环保设备/搅拌设备,环保/环保设备耗材/环保设备耗材,环保,环保设备耗材,环保设备耗材,0.94,一级同义合并：环保设备 -> 环保；关键词规则：环保,false
电动工具/手电钻,工具器具/电动工具/电钻角磨机,工具器具,电动工具,电钻角磨机,0.94,"一级同义合并：电动工具 -> 工具器具；关键词规则：电钻,手电钻,角磨机,电动",false
电动工具/电机配件,工具器具/电动工具/电钻角磨机,工具器具,电动工具,电钻角磨机,0.94,"一级同义合并：电动工具 -> 工具器具；关键词规则：电钻,手电钻,角磨机,电动",false
电动工具/电钻配件,工具器具/电动工具/电钻角磨机,工具器具,电动工具,电钻角磨机,0.94,"一级同义合并：电动工具 -> 工具器具；关键词规则：电钻,手电钻,角磨机,电动",false
电动工具/角磨机,工具器具/电动工具/电钻角磨机,工具器具,电动工具,电钻角磨机,0.94,"一级同义合并：电动工具 -> 工具器具；关键词规则：电钻,手电钻,角磨机,电动",false
电气/低压电器,电气与自动化/其他/低压电器,电气与自动化,其他,低压电器,0.62,一级同义合并：电气 -> 电气与自动化；仅完成一级合并，保留原二级作为三级待复核,true
电气/开关插座辅材,电气与自动化/低压电器/开关按钮,电气与自动化,低压电器,开关按钮,0.94,"一级同义合并：电气 -> 电气与自动化；关键词规则：按钮,开关,指示元件",false
电气/开关配件,电气与自动化/低压电器/开关按钮,电气与自动化,低压电器,开关按钮,0.94,"一级同义合并：电气 -> 电气与自动化；关键词规则：按钮,开关,指示元件",false
电气/报警器,电气与自动化/照明与报警/报警器,电气与自动化,照明与报警,报警器,0.94,一级同义合并：电气 -> 电气与自动化；关键词规则：报警,false
电气/按钮开关,电气与自动化/低压电器/开关按钮,电气与自动化,低压电器,开关按钮,0.94,"一级同义合并：电气 -> 电气与自动化；关键词规则：按钮,开关,指示元件",false
