merged_item_code,standard_name,canonical_group_path,specs,unit,source_count,source_candidate_count,alias_names,source_rows,governance_grade,governance_status,issue_type,missing_specs,governance_reason,next_action,matched_rule_key,matched_rule_label,rule_source,override_source,has_blocking_conflict,has_alias_conflict,has_unit_conflict,has_low_precision,needs_human_review,note_has_open_question,related_conflict_types,resolution_issue_types,original_composition_bucket,merge_confidence,merge_reason
REVIEW-MAT-00977,螺丝组件,紧固件/螺纹紧固件/螺丝螺栓,规格: M20*40；成套: 是,套,1,1,M20*40螺丝,Sheet1:1686,D,D-阻塞冲突,alias_conflict,,存在阻塞冲突，不能自动放行。,先解决别名、单位或分组冲突，不要自动创建物料。,fastener,紧固件,rules_yaml,,true,true,false,false,true,false,alias_conflict；specs_conflict,alias_conflict；specs_conflict,需复核-人工标记,0.70,single_candidate;low_precision
REVIEW-MAT-00978,高压树脂管,液压气动/液压管路/高压胶管,规格: 8厘；材质: 树脂；类型: 高压管,米,1,1,8厘高压树脂管,Sheet1:1689,C,C-补关键规格,needs_human_review,,存在低精度或人工复核标记，需要补齐信息。,按默认规则补齐至少一个关键规格字段。,default,默认规则,default,,false,false,false,true,true,false,,needs_human_review,需复核-人工标记,0.70,single_candidate;low_precision
REVIEW-MAT-00979,不锈钢刀阀,阀门/其他/刀阀,公称直径: DN150；材质: 不锈钢,个,1,1,150不锈钢刀阀,Sheet1:1692,C,C-补关键规格,needs_human_review,,存在低精度或人工复核标记，需要补齐信息。,按默认规则补齐至少一个关键规格字段。,default,默认规则,default,,false,false,false,true,true,false,,needs_human_review,需复核-人工标记,0.65,single_candidate;low_precision;human_review_group
REVIEW-MAT-00980,防滑橡胶垫,劳保用品/其他/地面防护,功能: 防滑；材质: 胶/橡胶,平方,1,1,防滑胶垫,Sheet1:1693,C,C-补关键规格,needs_human_review,,存在低精度或人工复核标记，需要补齐信息。,确认类型、规格、材质和安全等级。,safety,安防劳保,rules_yaml,,false,false,false,true,true,false,,needs_human_review,需复核-人工标记,0.65,single_candidate;low_precision;human_review_group
REVIEW-MAT-00981,高压枪头,工具器具/工具配件/工具配件,特征: 加长；类型: 高压枪头,个,1,1,加长高压枪头,Sheet1:1694,C,C-补关键规格,missing_specs,至少一个: 型号；规格；品牌；尺寸；适用设备,未满足当前分组的关键规格模板。,确认品牌、型号/规格和适用设备。,tool,工具器具,rules_yaml,,false,false,false,true,true,false,,needs_human_review,需复核-人工标记,0.70,single_candidate;low_precision
REVIEW-MAT-00982,安全网,安全防护/隔离防护/防护网,品类: 安全网,张,1,1,安全网,Sheet1:1695,C,C-补关键规格,missing_specs,至少一个: 类型；规格；材质；型号,未满足当前分组的关键规格模板。,确认类型、规格、材质和安全等级。,safety,安防劳保,rules_yaml,,false,false,false,false,true,false,specs_conflict,specs_conflict,需复核-人工标记,0.70,single_candidate;source_status_contains_merge;low_precision
REVIEW-MAT-00983,气管直通接头,液压气动/液压接头/液压接头,规格: 8厘；类型: 直通,个,1,1,8厘气管直通,Sheet1:1697,C,C-补关键规格,specs_conflict,,存在低精度或人工复核标记，需要补齐信息。,按默认规则补齐至少一个关键规格字段。,default,默认规则,default,,false,false,false,false,true,false,specs_conflict,specs_conflict,需复核-人工标记,0.70,single_candidate;low_precision
REVIEW-MAT-00984,气管直通接头,液压气动/液压接头/液压接头,规格: 10厘；类型: 直通,个,1,1,10厘气管直通,Sheet1:1698,C,C-补关键规格,specs_conflict,,存在低精度或人工复核标记，需要补齐信息。,按默认规则补齐至少一个关键规格字段。,default,默认规则,default,,false,false,false,false,true,false,specs_conflict,specs_conflict,需复核-人工标记,0.70,single_candidate;low_precision
REVIEW-MAT-00985,气管直通接头,液压气动/液压接头/液压接头,规格: 16厘；类型: 直通,个,1,1,16厘气管直通,Sheet1:1699,C,C-补关键规格,specs_conflict,,存在低精度或人工复核标记，需要补齐信息。,按默认规则补齐至少一个关键规格字段。,default,默认规则,default,,false,false,false,false,true,false,specs_conflict,specs_conflict,需复核-人工标记,0.70,single_candidate;low_precision
REVIEW-MAT-00986,气管弯头接头,液压气动/液压接头/液压接头,规格: 8厘；类型: 弯头,个,1,1,8厘气管弯头,Sheet1:1700,C,C-补关键规格,specs_conflict,,存在低精度或人工复核标记，需要补齐信息。,按默认规则补齐至少一个关键规格字段。,default,默认规则,default,,false,false,false,false,true,false,specs_conflict,specs_conflict,需复核-人工标记,0.70,single_candidate;low_precision
REVIEW-MAT-00987,气管弯头接头,液压气动/液压接头/液压接头,规格: 10厘；类型: 弯头,个,1,1,10厘气管弯头,Sheet1:1701,C,C-补关键规格,specs_conflict,,存在低精度或人工复核标记，需要补齐信息。,按默认规则补齐至少一个关键规格字段。,default,默认规则,default,,false,false,false,false,true,false,specs_conflict,specs_conflict,需复核-人工标记,0.70,single_candidate;low_precision
REVIEW-MAT-00988,气管弯头接头,液压气动/液压接头/液压接头,规格: 16厘；类型: 弯头,个,1,1,16厘气管弯头,Sheet1:1702,C,C-补关键规格,specs_conflict,,存在低精度或人工复核标记，需要补齐信息。,按默认规则补齐至少一个关键规格字段。,default,默认规则,default,,false,false,false,false,true,false,specs_conflict,specs_conflict,需复核-人工标记,0.70,single_candidate;low_precision
REVIEW-MAT-00989,气管三通接头,液压气动/液压接头/液压接头,规格: 8厘；类型: 三通,个,1,1,8厘气管三通,Sheet1:1703,C,C-补关键规格,specs_conflict,,存在低精度或人工复核标记，需要补齐信息。,按默认规则补齐至少一个关键规格字段。,default,默认规则,default,,false,false,false,false,true,false,specs_conflict,specs_conflict,需复核-人工标记,0.70,single_candidate;low_precision
REVIEW-MAT-00990,气管三通接头,液压气动/液压接头/液压接头,规格: 10厘；类型: 三通,个,1,1,10厘气管三通,Sheet1:1704,C,C-补关键规格,specs_conflict,,存在低精度或人工复核标记，需要补齐信息。,按默认规则补齐至少一个关键规格字段。,default,默认规则,default,,false,false,false,false,true,false,specs_conflict,specs_conflict,需复核-人工标记,0.70,single_candidate;low_precision
REVIEW-MAT-00991,气管三通接头,液压气动/液压接头/液压接头,规格: 16厘；类型: 三通,个,1,1,16厘气管三通,Sheet1:1705,C,C-补关键规格,specs_conflict,,存在低精度或人工复核标记，需要补齐信息。,按默认规则补齐至少一个关键规格字段。,default,默认规则,default,,false,false,false,false,true,false,specs_conflict,specs_conflict,需复核-人工标记,0.70,single_candidate;low_precision
REVIEW-MAT-00992,油雾器专用油,化工油漆胶粘/其他/润滑剂,用途: 油雾器,瓶,1,1,油雾专用油,Sheet1:1706,C,C-补关键规格,missing_specs,至少一个: 类型；品牌；型号；包装规格；颜色,未满足当前分组的关键规格模板。,确认类型、品牌/型号、颜色和包装规格。,chemical_paint_adhesive,化工油漆胶粘,rules_yaml,,false,false,false,true,true,false,,needs_human_review,需复核-人工标记,0.65,single_candidate;low_precision;human_review_group
REVIEW-MAT-00993,塑料焊枪,工具器具/其他/焊接工具,适用材料: 塑料,套,1,1,塑料焊枪,Sheet1:1707,C,C-补关键规格,missing_specs,至少一个: 型号；规格；品牌；尺寸；适用设备,未满足当前分组的关键规格模板。,确认品牌、型号/规格和适用设备。,tool,工具器具,rules_yaml,,false,false,false,true,true,false,,needs_human_review,需复核-人工标记,0.65,single_candidate;low_precision;human_review_group
REVIEW-MAT-00994,不锈钢数字牌,包装与标识/其他/标牌,材质: 不锈钢；类型: 数字牌,个,1,1,不锈钢数字牌,Sheet1:1708,C,C-补关键规格,needs_human_review,,存在低精度或人工复核标记，需要补齐信息。,按默认规则补齐至少一个关键规格字段。,default,默认规则,default,,false,false,false,true,true,false,,needs_human_review,需复核-人工标记,0.65,single_candidate;low_precision;human_review_group
REVIEW-MAT-00995,502瞬干胶,化工油漆胶粘/胶粘密封/胶粘剂,型号/俗称: 502,个,1,1,502胶水,Sheet1:1709,D,D-阻塞冲突,alias_conflict,,存在阻塞冲突，不能自动放行。,先解决别名、单位或分组冲突，不要自动创建物料。,equipment_part,设备备件与加工件,rules_yaml,,true,true,false,false,true,false,alias_conflict,alias_conflict,需复核-人工标记,0.70,single_candidate;low_precision
REVIEW-MAT-00996,滤芯,设备备件与加工件/过滤密封/过滤件,型号: 06/08-25,个,1,1,06/08-25滤芯,Sheet1:1710,C,C-补关键规格,specs_conflict,,存在低精度或人工复核标记，需要补齐信息。,确认型号、图号、适用设备和关键尺寸。,equipment_part,设备备件与加工件,rules_yaml,,false,false,false,false,true,false,specs_conflict,specs_conflict,需复核-人工标记,0.70,single_candidate;low_precision
REVIEW-MAT-00997,油封,设备备件与加工件/其他/密封件,品牌: SKF；型号: 37327；进口: 是,个,1,1,进口SKF-37327油封,Sheet1:1711,C,C-补关键规格,needs_human_review,,存在低精度或人工复核标记，需要补齐信息。,确认型号、图号、适用设备和关键尺寸。,equipment_part,设备备件与加工件,rules_yaml,,false,false,false,true,true,false,,needs_human_review,需复核-人工标记,0.65,single_candidate;low_precision;human_review_group
REVIEW-MAT-00998,铜头铝合金夹,液压气动/液压管路/高压胶管,规格: 80；组成: 铜头、铝合金夹,个,1,1,80铜头铝合金夹,Sheet1:1715,A,A-可发布候选,,,规则完整，规格满足模板，单位明确，未发现阻塞冲突。,后续可进入导入前复核清单，本阶段不写入 ERPNext。,default,默认规则,default,,false,false,false,false,false,false,,,可导入-直接可用,1.00,single_candidate;source_status_contains_merge
REVIEW-MAT-00999,齿轮油,化工油漆胶粘/油品化学品/润滑油脂,包装: 20L；类型: 齿轮油,个,1,1,20L齿轮油,Sheet1:1716,C,C-补关键规格,specs_conflict,,存在低精度或人工复核标记，需要补齐信息。,确认类型、品牌/型号、颜色和包装规格。,chemical_paint_adhesive,化工油漆胶粘,rules_yaml,,false,false,false,false,true,false,specs_conflict,specs_conflict,需复核-人工标记,0.70,single_candidate;low_precision
REVIEW-MAT-01000,镀锌弯头,管道管件/金属管件/镀锌管件,规格: 80；表面: 镀锌；类型: 弯头,个,1,1,80镀锌弯头,Sheet1:1717,C,C-补关键规格,specs_conflict,,存在低精度或人工复核标记，需要补齐信息。,确认材质、口径/规格、连接方式和类型。,pipe_and_fitting,管材管件,rules_yaml,,false,false,false,false,true,false,specs_conflict,specs_conflict,需复核-人工标记,0.70,single_candidate;low_precision
REVIEW-MAT-01001,内丝直通,管道管件/其他/管接头,规格: 80；连接: 内丝；类型: 直通,个,1,1,80内丝直通,Sheet1:1718,C,C-补关键规格,needs_human_review,,存在低精度或人工复核标记，需要补齐信息。,确认材质、口径/规格、连接方式和类型。,pipe_and_fitting,管材管件,rules_yaml,,false,false,false,true,true,false,,needs_human_review,需复核-人工标记,0.65,single_candidate;low_precision;human_review_group
REVIEW-MAT-01002,单头外丝无缝管,设备备件与加工件/金属加工件/金属加工件,加工: 是；形态: 无缝管；连接: 单头外丝,个,1,1,加工单头外丝无缝管,Sheet1:1719,C,C-补关键规格,missing_specs,至少一个: 型号；规格；图号；适用设备；材质,未满足当前分组的关键规格模板。,确认型号、图号、适用设备和关键尺寸。,equipment_part,设备备件与加工件,rules_yaml,,false,false,false,true,true,false,,needs_human_review,需复核-人工标记,0.70,single_candidate;low_precision
REVIEW-MAT-01003,内六角螺丝,紧固件/螺纹紧固件/螺丝螺栓,规格: M6*40；头型: 内六角,套,1,1,6*40内六角螺丝,Sheet1:1720,C,C-补关键规格,specs_conflict,,存在低精度或人工复核标记，需要补齐信息。,确认规格、材质/强度等级和单位。,fastener,紧固件,rules_yaml,,false,false,false,false,true,false,specs_conflict,specs_conflict,需复核-人工标记,0.70,single_candidate;low_precision
REVIEW-MAT-01004,长销,设备备件与加工件/金属加工件/金属加工件,加工: 是；规格: 20*340,个,1,1,加工长销20*340,Sheet1:1721,C,C-补关键规格,needs_human_review,,存在低精度或人工复核标记，需要补齐信息。,确认型号、图号、适用设备和关键尺寸。,equipment_part,设备备件与加工件,rules_yaml,,false,false,false,true,true,false,,needs_human_review,需复核-人工标记,0.70,single_candidate;low_precision
REVIEW-MAT-01005,螺丝组件,紧固件/螺纹紧固件/螺丝螺栓,规格: M4*15；成套: 是,套,1,1,M4*15螺丝,Sheet1:1722,C,C-补关键规格,specs_conflict,,存在低精度或人工复核标记，需要补齐信息。,确认规格、材质/强度等级和单位。,fastener,紧固件,rules_yaml,,false,false,false,false,true,false,specs_conflict,specs_conflict,需复核-人工标记,0.70,single_candidate;low_precision
REVIEW-MAT-01006,螺丝组件,紧固件/螺纹紧固件/螺丝螺栓,规格: M5*15；成套: 是,套,1,1,M5*15螺丝,Sheet1:1723,C,C-补关键规格,specs_conflict,,存在低精度或人工复核标记，需要补齐信息。,确认规格、材质/强度等级和单位。,fastener,紧固件,rules_yaml,,false,false,false,false,true,false,specs_conflict,specs_conflict,需复核-人工标记,0.70,single_candidate;low_precision
REVIEW-MAT-01007,螺丝组件,紧固件/螺纹紧固件/螺丝螺栓,规格: M6*15；成套: 是,套,1,1,M6*15螺丝,Sheet1:1724,C,C-补关键规格,specs_conflict,,存在低精度或人工复核标记，需要补齐信息。,确认规格、材质/强度等级和单位。,fastener,紧固件,rules_yaml,,false,false,false,false,true,false,specs_conflict,specs_conflict,需复核-人工标记,0.70,single_candidate;low_precision
REVIEW-MAT-01008,螺丝组件,紧固件/螺纹紧固件/螺丝螺栓,规格: M8*15；成套: 是,套,1,1,M8*15螺丝,Sheet1:1725,C,C-补关键规格,specs_conflict,,存在低精度或人工复核标记，需要补齐信息。,确认规格、材质/强度等级和单位。,fastener,紧固件,rules_yaml,,false,false,false,false,true,false,specs_conflict,specs_conflict,需复核-人工标记,0.70,single_candidate;low_precision
REVIEW-MAT-01009,螺丝组件,紧固件/螺纹紧固件/螺丝螺栓,规格: M10*15；成套: 是,套,1,1,M10*15螺丝,Sheet1:1726,C,C-补关键规格,specs_conflict,,存在低精度或人工复核标记，需要补齐信息。,确认规格、材质/强度等级和单位。,fastener,紧固件,rules_yaml,,false,false,false,false,true,false,specs_conflict,specs_conflict,需复核-人工标记,0.70,single_candidate;low_precision
REVIEW-MAT-01010,自喷漆,化工油漆胶粘/油漆涂料/涂料油漆,颜色: 红色；类型: 自喷漆,支,1,1,红色自喷漆,Sheet1:1727,D,D-阻塞冲突,alias_conflict,,存在阻塞冲突，不能自动放行。,先解决别名、单位或分组冲突，不要自动创建物料。,chemical_paint_adhesive,化工油漆胶粘,rules_yaml,,true,true,false,false,true,false,alias_conflict；specs_conflict,alias_conflict；specs_conflict,需复核-人工标记,0.70,single_candidate;low_precision
REVIEW-MAT-01011,反光警示带,安全防护/警示标识/反光警示,宽度: 10cm；颜色: 黄黑；功能: 反光,卷,1,1,10cm反光警示带黄黑,Sheet1:1728,C,C-补关键规格,missing_specs,至少一个: 类型；规格；材质；型号,未满足当前分组的关键规格模板。,确认类型、规格、材质和安全等级。,safety,安防劳保,rules_yaml,,false,false,false,true,true,false,,needs_human_review,需复核-人工标记,0.70,single_candidate;low_precision
REVIEW-MAT-01012,传动皮带,设备备件与加工件/传动轴承/传动轴承,型号: XPL2800,个,1,1,XPL2800皮带,Sheet1:1729,A,A-可发布候选,,,规则完整，规格满足模板，单位明确，未发现阻塞冲突。,后续可进入导入前复核清单，本阶段不写入 ERPNext。,equipment_part,设备备件与加工件,rules_yaml,,false,false,false,false,false,false,specs_conflict,,可导入-按规格拆分,1.00,single_candidate
REVIEW-MAT-01013,传动皮带,设备备件与加工件/传动轴承/传动轴承,型号: XPL2650,个,1,1,XPL2650皮带,Sheet1:1730,A,A-可发布候选,,,规则完整，规格满足模板，单位明确，未发现阻塞冲突。,后续可进入导入前复核清单，本阶段不写入 ERPNext。,equipment_part,设备备件与加工件,rules_yaml,,false,false,false,false,false,false,specs_conflict,,可导入-按规格拆分,1.00,single_candidate
REVIEW-MAT-01014,不锈钢双卡抱箍,管道管件/管道紧固/管夹卡箍,规格: 325；材质: 不锈钢；型式: 双卡,个,1,1,325双卡抱箍 不锈钢,Sheet1:1731,C,C-补关键规格,needs_human_review,,存在低精度或人工复核标记，需要补齐信息。,确认材质、口径/规格、连接方式和类型。,pipe_and_fitting,管材管件,rules_yaml,,false,false,false,true,true,false,,needs_human_review,需复核-人工标记,0.70,single_candidate;low_precision
REVIEW-MAT-01015,合成纤维垫块,待治理/待治理/非金属垫块,尺寸: 86*65；材质: 合成纤维,个,1,1,86*65合成纤维垫块,Sheet1:1732,C,C-补关键规格,needs_human_review,,存在低精度或人工复核标记，需要补齐信息。,按默认规则补齐至少一个关键规格字段。,default,默认规则,default,,false,false,false,true,true,false,,needs_human_review,需复核-人工标记,0.65,single_candidate;low_precision;human_review_group
REVIEW-MAT-01016,螺杆,紧固件/其他/螺杆,规格: M48*120,支,1,1,48*120螺杆,Sheet1:1734,C,C-补关键规格,low_precision_conflict,,存在低精度或人工复核标记，需要补齐信息。,确认规格、材质/强度等级和单位。,fastener,紧固件,rules_yaml,,false,false,false,true,true,false,low_precision_conflict；specs_conflict,low_precision_conflict；specs_conflict,需复核-人工标记,0.65,single_candidate;low_precision;human_review_group
REVIEW-MAT-01017,螺母,紧固件/螺纹紧固件/螺母垫圈,规格: M48,支,1,1,48螺母,Sheet1:1735,C,C-补关键规格,specs_conflict,,存在低精度或人工复核标记，需要补齐信息。,确认规格、材质/强度等级和单位。,fastener,紧固件,rules_yaml,,false,false,false,false,true,false,specs_conflict,specs_conflict,需复核-人工标记,0.70,single_candidate;low_precision
REVIEW-MAT-01018,胶粘剂,化工油漆胶粘/胶粘密封/胶粘剂,品牌: 东泰；型号: S1-5910；进口: 是,支,1,1,进口东泰s1-5910胶,Sheet1:1739,C,C-补关键规格,needs_human_review,,存在低精度或人工复核标记，需要补齐信息。,确认型号、图号、适用设备和关键尺寸。,equipment_part,设备备件与加工件,rules_yaml,,false,false,false,true,true,false,,needs_human_review,需复核-人工标记,0.70,single_candidate;low_precision
REVIEW-MAT-01019,PPR直通,管道管件/塑料管件/PPR管件,材质: PPR；规格: 63；类型: 直通,个,1,1,63PPR直通,Sheet1:1741,C,C-补关键规格,specs_conflict,,存在低精度或人工复核标记，需要补齐信息。,确认材质、口径/规格、连接方式和类型。,pipe_and_fitting,管材管件,rules_yaml,,false,false,false,false,true,false,specs_conflict,specs_conflict,需复核-人工标记,0.70,single_candidate;low_precision
REVIEW-MAT-01020,PPR管,管道管件/塑料管件/PPR管件,材质: PPR；规格: 63,米,1,1,63PPR管,Sheet1:1742,C,C-补关键规格,specs_conflict,,存在低精度或人工复核标记，需要补齐信息。,确认材质、口径/规格、连接方式和类型。,pipe_and_fitting,管材管件,rules_yaml,,false,false,false,false,true,false,specs_conflict,specs_conflict,需复核-人工标记,0.70,single_candidate;low_precision
REVIEW-MAT-01021,PPR弯头,管道管件/塑料管件/PPR管件,材质: PPR；规格: 63；类型: 弯头,个,1,1,63PPR弯头,Sheet1:1743,C,C-补关键规格,specs_conflict,,存在低精度或人工复核标记，需要补齐信息。,确认材质、口径/规格、连接方式和类型。,pipe_and_fitting,管材管件,rules_yaml,,false,false,false,false,true,false,specs_conflict,specs_conflict,需复核-人工标记,0.70,single_candidate;low_precision
REVIEW-MAT-01022,PPR截止阀,管道管件/塑料管件/PPR管件,材质: PPR；规格: 63；类型: 截止阀,个,1,1,63PPR截止阀,Sheet1:1744,C,C-补关键规格,specs_conflict,,存在低精度或人工复核标记，需要补齐信息。,确认材质、口径/规格、连接方式和类型。,pipe_and_fitting,管材管件,rules_yaml,,false,false,false,false,true,false,specs_conflict,specs_conflict,需复核-人工标记,0.70,single_candidate;low_precision
REVIEW-MAT-01023,PPR外接直通,管道管件/塑料管件/PPR管件,材质: PPR；规格: 63；连接: 外接；类型: 直通,个,1,1,63PPR外接直通,Sheet1:1745,C,C-补关键规格,needs_human_review,,存在低精度或人工复核标记，需要补齐信息。,确认材质、口径/规格、连接方式和类型。,pipe_and_fitting,管材管件,rules_yaml,,false,false,false,true,true,false,,needs_human_review,需复核-人工标记,0.70,single_candidate;low_precision
REVIEW-MAT-01024,手扳葫芦,吊装索具/其他/葫芦,额定载荷: 2T；链长: 6米,台,1,1,2T*6米手扳葫芦,Sheet1:1749,C,C-补关键规格,missing_specs,至少一个: 规格；型号；类型；材质；品牌；尺寸；长度；厚度；功率；包装规格；适用设备,未满足当前分组的关键规格模板。,按默认规则补齐至少一个关键规格字段。,default,默认规则,default,,false,false,false,false,true,false,specs_conflict,specs_conflict,需复核-人工标记,0.65,single_candidate;low_precision;human_review_group
REVIEW-MAT-01025,重型梅花敲击扳手,工具器具/手动工具/通用手动工具,规格: 36；类型: 梅花敲击；特征: 重型,支,1,1,36重型梅花敲击扳手,Sheet1:1750,C,C-补关键规格,specs_conflict,,存在低精度或人工复核标记，需要补齐信息。,确认品牌、型号/规格和适用设备。,tool,工具器具,rules_yaml,,false,false,false,false,true,false,specs_conflict,specs_conflict,需复核-人工标记,0.70,single_candidate;low_precision
REVIEW-MAT-01026,重型梅花敲击扳手,工具器具/手动工具/通用手动工具,规格: 46；类型: 梅花敲击；特征: 重型,支,1,1,46重型梅花敲击扳手,Sheet1:1751,C,C-补关键规格,specs_conflict,,存在低精度或人工复核标记，需要补齐信息。,确认品牌、型号/规格和适用设备。,tool,工具器具,rules_yaml,,false,false,false,false,true,false,specs_conflict,specs_conflict,需复核-人工标记,0.70,single_candidate;low_precision
REVIEW-MAT-01027,重型梅花敲击扳手,工具器具/手动工具/通用手动工具,规格: 55；类型: 梅花敲击；特征: 重型,支,1,1,55重型梅花敲击扳手,Sheet1:1752,C,C-补关键规格,specs_conflict,,存在低精度或人工复核标记，需要补齐信息。,确认品牌、型号/规格和适用设备。,tool,工具器具,rules_yaml,,false,false,false,false,true,false,specs_conflict,specs_conflict,需复核-人工标记,0.70,single_candidate;low_precision
REVIEW-MAT-01028,帆布手套,劳保用品/手部防护/手套,材质: 帆布；结构: 双层,双,3,1,双层帆布手套；帆布双层手套,Sheet1:1754；Sheet1:1758；Sheet1:2298,C,C-补关键规格,low_precision_conflict,,存在低精度或人工复核标记，需要补齐信息。,确认类型、规格、材质和安全等级。,safety,安防劳保,rules_yaml,,false,false,false,true,true,false,low_precision_conflict；specs_conflict,low_precision_conflict；specs_conflict,需复核-人工标记,0.70,single_candidate;source_status_contains_merge;low_precision
REVIEW-MAT-01029,万向套筒,工具器具/其他/套筒,规格: 1寸；结构: 万向转向,个,1,1,1寸万向转向套筒,Sheet1:1755,C,C-补关键规格,needs_human_review,,存在低精度或人工复核标记，需要补齐信息。,确认品牌、型号/规格和适用设备。,tool,工具器具,rules_yaml,,false,false,false,true,true,false,,needs_human_review,需复核-人工标记,0.65,single_candidate;low_precision;human_review_group
REVIEW-MAT-01030,膨胀螺丝,紧固件/锚固件/膨胀锚栓,规格: M24*150,个,1,1,24*150膨胀螺丝,Sheet1:1756,C,C-补关键规格,low_precision_conflict,,存在低精度或人工复核标记，需要补齐信息。,确认规格、材质/强度等级和单位。,fastener,紧固件,rules_yaml,,false,false,false,true,true,false,low_precision_conflict；specs_conflict,low_precision_conflict；specs_conflict,需复核-人工标记,0.70,single_candidate;low_precision
REVIEW-MAT-01031,雨鞋,劳保用品/其他/足部防护,品牌: 回力；类型: 雨鞋,双,1,1,回力雨鞋,Sheet1:1757,D,D-阻塞冲突,alias_conflict,,存在阻塞冲突，不能自动放行。,先解决别名、单位或分组冲突，不要自动创建物料。,safety,安防劳保,rules_yaml,,true,true,false,false,true,false,alias_conflict；specs_conflict,alias_conflict；specs_conflict,需复核-人工标记,0.65,single_candidate;low_precision;human_review_group
REVIEW-MAT-01032,平光防护眼镜,劳保用品/其他/眼面防护,颜色: 白色；镜片: 平光,个,1,1,白色平光眼镜,Sheet1:1759,C,C-补关键规格,missing_specs,至少一个: 类型；规格；材质；型号,未满足当前分组的关键规格模板。,确认类型、规格、材质和安全等级。,safety,安防劳保,rules_yaml,,false,false,false,false,true,true,specs_conflict,specs_conflict,需复核-人工标记,0.65,single_candidate;low_precision;human_review_group
REVIEW-MAT-01033,尼龙绳,吊装索具/吊带索具/钢丝绳链条,规格/直径: 18；材质: 尼龙,米,4,1,18尼龙绳；18尼龙绳子,Sheet1:1760；Sheet1:1813；Sheet1:1868；Sheet1:2142,D,D-阻塞冲突,alias_conflict,,存在阻塞冲突，不能自动放行。,先解决别名、单位或分组冲突，不要自动创建物料。,default,默认规则,default,,true,true,false,true,true,false,alias_conflict；low_precision_conflict；specs_conflict,alias_conflict；low_precision_conflict；specs_conflict,需复核-人工标记,0.70,single_candidate;source_status_contains_merge;low_precision
REVIEW-MAT-01034,玻璃胶,化工油漆胶粘/胶粘密封/胶粘剂,颜色: 白色；类型: 玻璃胶,支,1,1,白色玻璃胶,Sheet1:1764,D,D-阻塞冲突,alias_conflict,至少一个: 型号；规格；图号；适用设备；材质,存在阻塞冲突，不能自动放行。,先解决别名、单位或分组冲突，不要自动创建物料。,equipment_part,设备备件与加工件,rules_yaml,,true,true,false,false,true,false,alias_conflict；specs_conflict,alias_conflict；specs_conflict,需复核-人工标记,0.70,single_candidate;low_precision
REVIEW-MAT-01035,电子清洗剂,行政办公与清洁/清洁用品/清洁工具耗材,用途: 电子元件清洗,支,1,1,电子清洗剂,Sheet1:1766,C,C-补关键规格,missing_specs,至少一个: 规格；类型；品牌；包装规格,未满足当前分组的关键规格模板。,确认规格、品牌和包装单位。,office_cleaning,行政办公与清洁,rules_yaml,,false,false,false,true,true,true,,needs_human_review,需复核-人工标记,0.70,single_candidate;low_precision
REVIEW-MAT-01036,油布,劳保用品/其他/覆盖防护,特征: 加厚,m2,1,1,加厚油布,Sheet1:1767,D,D-阻塞冲突,alias_conflict,至少一个: 类型；规格；材质；型号,存在阻塞冲突，不能自动放行。,先解决别名、单位或分组冲突，不要自动创建物料。,safety,安防劳保,rules_yaml,,true,true,true,true,true,false,alias_conflict；low_precision_conflict；specs_conflict；unit_conflict,alias_conflict；low_precision_conflict；specs_conflict；unit_conflict,需复核-人工标记,0.65,single_candidate;source_status_contains_merge;human_review_group
REVIEW-MAT-01037,黄油嘴,润滑系统/润滑设备配件/润滑泵管路,螺纹: M10*1.5,个,1,1,10*1.5黄油嘴,Sheet1:1769,C,C-补关键规格,missing_specs,至少一个: 规格；型号；类型；材质；品牌；尺寸；长度；厚度；功率；包装规格；适用设备,未满足当前分组的关键规格模板。,按默认规则补齐至少一个关键规格字段。,default,默认规则,default,,false,false,false,false,true,false,specs_conflict,specs_conflict,需复核-人工标记,0.70,single_candidate;low_precision
REVIEW-MAT-01038,黄油嘴,润滑系统/润滑设备配件/润滑泵管路,螺纹: M12*1.5,个,1,1,12*1.5黄油嘴,Sheet1:1770,C,C-补关键规格,missing_specs,至少一个: 规格；型号；类型；材质；品牌；尺寸；长度；厚度；功率；包装规格；适用设备,未满足当前分组的关键规格模板。,按默认规则补齐至少一个关键规格字段。,default,默认规则,default,,false,false,false,false,true,false,specs_conflict,specs_conflict,需复核-人工标记,0.70,single_candidate;low_precision
REVIEW-MAT-01039,黄油嘴,润滑系统/润滑设备配件/润滑泵管路,螺纹: M14*1.5,个,1,1,14*1.5黄油嘴,Sheet1:1771,C,C-补关键规格,missing_specs,至少一个: 规格；型号；类型；材质；品牌；尺寸；长度；厚度；功率；包装规格；适用设备,未满足当前分组的关键规格模板。,按默认规则补齐至少一个关键规格字段。,default,默认规则,default,,false,false,false,false,true,false,specs_conflict,specs_conflict,需复核-人工标记,0.70,single_candidate;low_precision
REVIEW-MAT-01040,黄油嘴,润滑系统/润滑设备配件/润滑泵管路,螺纹: M16*1.5,个,1,1,16*1.5黄油嘴,Sheet1:1772,C,C-补关键规格,missing_specs,至少一个: 规格；型号；类型；材质；品牌；尺寸；长度；厚度；功率；包装规格；适用设备,未满足当前分组的关键规格模板。,按默认规则补齐至少一个关键规格字段。,default,默认规则,default,,false,false,false,false,true,false,specs_conflict,specs_conflict,需复核-人工标记,0.70,single_candidate;low_precision
