domain	candidate_term	decision	suggested_family	split_rule	family_attributes	include_examples	exclude_examples	priority	confidence	reason
紧固件与连接件	抱箍	split	管卡；定制管路接头；金属加工件	标准抱箍/钢卡归管卡；双头抱箍接头、三通抱箍等连接件归定制管路接头；明确加工件归金属加工件	材质；规格；适配管径；型式；厚度；表面处理；是否定制	抱箍；钢管抱箍；抱箍钢卡；不锈钢双卡抱箍；铝合金抱箍	双头抱箍接头；三通抱箍；抱箍加工件	P1	high	抱箍既可作标准管卡，也常出现在非标接头和加工件名称中。
紧固件与连接件	管夹	solidify	管卡	管夹、重型管夹、六联管夹作为管卡别名/型式；带加工件后缀排除	材质；规格；适配管径；联数；型式；表面处理	管夹；重型管夹；重型六联管夹；六联管夹	六联管夹加工件；重型管夹加工件	P1	medium	管夹样例本质是管道固定件，建议并入管卡并保留型式属性。
紧固件与连接件	自攻螺丝	solidify	螺丝	自攻丝、自攻螺丝归螺丝族，自攻作为类型属性	材质；规格；直径；长度；头型；槽型；表面处理；包装	自攻螺丝；六角自攻螺丝；自攻丝	螺丝刀；膨胀螺丝；花篮螺丝	P1	high	自攻类样例稳定归紧固件螺丝，规则可作为普通螺丝子类型。
紧固件与连接件	螺栓	split	螺丝；花篮螺丝	普通六角/内六角螺栓按螺丝族；花篮螺栓按吊装索具拉紧器	材质；规格；直径；长度；头型；螺纹形式；强度等级；表面处理；套件组成	六角螺栓组件；内六角螺栓；高强度螺栓	花篮螺栓；膨胀螺栓；螺杆泵	P1	medium	现有螺栓低频但横跨普通紧固件和花篮拉紧器，规则要先拆长词。
紧固件与连接件	钻尾丝	solidify	螺丝	钻尾丝、钻尾螺丝按螺丝族命中，钻尾作为类型属性	材质；规格；直径；长度；头型；钻尾形式；表面处理；包装	钻尾丝；钻尾螺丝；燕尾螺丝	鱼尾螺丝；膨胀螺丝；花篮螺丝	P1	high	钻尾是螺丝子类型，边界清楚但不需要单独脱离螺丝大族。
紧固件与连接件	骑马卡	solidify	管卡	骑马卡按管卡型式归并；骑马螺丝按螺丝排除	材质；规格；适配管径；表面处理；厚度	骑马卡；不锈钢骑马卡；镀锌骑马卡	骑马螺丝；U型螺丝	P1	high	骑马卡是管道/线管固定卡件，作为管卡型式最稳。
紧固件与连接件；定制加工件	抱箍	split	管卡；定制管路接头；金属加工件	按用途拆：标准固定抱箍归管卡；双头抱箍接头/三通抱箍归定制管路接头；抱箍加工件按金属加工件	材质；规格；固定对象；结构；是否定制；连接形式	抱箍；钢管抱箍；不锈钢双卡抱箍；铝合金抱箍；双头抱箍接头；三通抱箍	抱箍加工图纸；非管路夹具	P1	medium	抱箍词面不足以判断是固定件还是非标接头，需按用途拆。
金属材料	无缝钢管	solidify	钢管	作为钢管族的类型规则，类型=无缝；不要单独按规格建族	外径；壁厚；长度；材质；执行标准；表面处理	无缝钢管；无缝碳钢管	钢管抱箍；钢管加工件；不锈钢管箍	P1	high	无缝钢管样例集中在金属材料/钢管，差异为钢管类型和规格。
金属材料	花纹钢板	solidify	钢板	作为钢板族的表面/类型规则，类型=花纹钢板；厚度和尺寸区分SKU	厚度；尺寸；表面花纹；材质；执行标准；长度宽度	花纹钢板；防滑花纹钢板	钢板起重钳；钢板加工件；镂空字体	P1	high	花纹钢板样例均为金属钢板，花纹是类型属性。
金属材料	镀锌	attribute_only	不单独建族	镀锌作为表面处理属性，完整实物名决定族；镀锌角钢归角钢，镀锌钢管归钢管	表面处理；镀锌方式；规格；材质；执行标准	镀锌角钢；镀锌角铁；镀锌钢管；镀锌骑马卡	镀锌	P1	high	镀锌描述表面处理，不能单独建族。
劳保防护	焊工	attribute_only	不单独建族	焊工只作为人员/用途属性；焊工手套归手套，焊工眼镜归焊工眼镜或防护眼镜	用途；防护场景；防护等级；材质	焊工手套；焊工眼镜	焊工	P2	high	焊工描述使用场景，不直接回答物料是什么。
包装覆盖周转	彩条布	solidify	彩条布		尺寸；克重；颜色；材质；防水等级	彩条布；蓝白彩条布；加厚彩条布	油布；篷布；警示带	P2	high	浏览数据中的彩条布来自篷布油布旧类目，但实物名称独立，适合作为覆盖材料族或篷布子类型规则。
吊装索具	吊装袋	solidify	吊装袋	吊装袋归吊包/吊装袋族；普通集装袋、定制集装袋按包装周转排除	载荷；尺寸；材质；层数；吊耳形式；是否定制	吊装袋；吨位吊装袋	集装袋；定制集装袋；编织袋	P2	medium	吊装袋用于吊运承载，和普通包装集装袋用途不同。
吊装索具	弓形卸扣	attribute_only	卸扣	弓形只是卸扣型式，归卸扣族并写入型式属性	额定载荷；规格；型式；材质；标准；表面处理	弓形卸扣；美式弓形卸扣	U型卸扣；蝴蝶扣；卡环	P2	high	现有样例均为卸扣的型式差异，不应拆出独立物料族。
吊装索具	链条	split	起重链条；起重链条调节器；链条扳手	锰钢链条等吊装用链归起重链条；起重链条调节器归牵引捆绑配件；链条扳手归工具	材质；规格；直径；长度；额定载荷；型式；用途	锰钢链条；起重链条调节器	链条扳手；传动链条；普通铁链	P2	medium	链条词义跨索具和工具，后续规则要靠用途/后缀拆分。
安全消防	爆闪灯	solidify	爆闪灯	太阳能仅作为供电属性；不并入照明灯具	供电方式；光源；电压；颜色；安装方式；防护等级	太阳能爆闪灯；爆闪灯	LED灯泡；太阳能LED灯；警示牌	P2	medium	爆闪灯用于现场警示，和普通照明不同。
安全消防	警示	attribute_only	警示标识	警示是用途属性；按警示牌、警示胶带、踢脚板等具体实物落族	颜色；反光等级；用途；尺寸；材质	警示牌；反光警示带；警示反光胶带；警示反光踢脚板	警示	P2	medium	警示是功能词，不能替代具体物料族。
安全消防	警示牌	solidify	警示牌	只收牌类标识；胶带、踢脚板、围挡另分	内容；尺寸；材质；反光等级；安装方式	警示牌；立式灭火标志	警示反光胶带；反光警示带；警示反光踢脚板	P2	medium	牌类标识边界清楚，警示胶带等应归其他警示标识子族。
工具耗材	伸缩杆	split	刷具伸缩杆；围挡伸缩杆；伸缩梯	按用途和适配对象拆：滚筒/边角刷配套归刷具伸缩杆；安全围挡另归安全消防；梯具另归登高工具	长度；适配工具；接口；材质；结构；颜色	滚筒伸缩杆；边角刷伸缩杆	安全伸缩杆；伸缩铝梯；伸缩梯	P2	medium	同词在刷具配件、安全设施和登高工具中含义不同。
工具耗材	切割	split	切割片；切割嘴；切割机防护罩；胶带切割器	按本体拆：片状磨切耗材归切割片；焊割耗材归切割嘴；设备部件归防护罩；手动办公工具归胶带切割器	用途；适用设备；直径；材质；部件；规格	切割片；马路切割片；切割嘴；切割机防护罩	切割服务；切割作业	P2	high	“切割”只是动作或用途词，当前样例本体完全不同。
工具耗材	百叶砂轮片	attribute_only	砂轮片	百叶是砂轮片型式属性	直径；粒度；材质；孔径；型式	百叶砂轮片；百叶轮	切割片；角磨机	P2	medium	样例归砂轮片或磨具，建议收敛到砂轮片族。
工具耗材	羊毛刷	attribute_only	毛刷	羊毛是刷毛材质，作为毛刷属性	规格；刷毛材质；柄材质；用途	羊毛刷；4寸羊毛刷	滚筒刷；碳刷	P2	high	样例均为毛刷，羊毛不应单独成物料族。
工具耗材	锯片	solidify	锯片		品牌；直径；孔径；齿数；材质；适用材质；适配设备	锯片；合金锯片；木工锯片	切割片；砂轮片；锯弓	P2	medium	当前样例不足，但锯片作为片状切削耗材边界清楚，规则可预留。
工具量具	六角	attribute_only	扳手；套筒；螺丝；直接	六角是头型、截面或连接形制属性，按本体归族	头型；规格；驱动规格；连接方式	内六角扳手；加长六角套筒；六角螺丝	六角作为独立物料名	P2	high	六角横跨工具、紧固件和管件，不是物料族。
工具量具	内六角扳手	attribute_only	扳手	内六角是扳手类型或适配头型	品牌；规格；规格范围；件数；材质；是否套装	内六角扳手；内六角扳手套装	内六角螺丝；六角套筒	P2	medium	内六角仍是扳手，不宜为每种头型建独立大族。
工具量具	活动扳手	attribute_only	扳手	活动是扳手类型属性，不单独作为物料族	品牌；规格；长度；开口范围；材质	活动扳手；大开口活动扳手	固定扳手；套筒	P2	medium	应归入扳手族，用扳手类型区分活动、固定、开口等。
工具量具	电动扳手	split	电动扳手；套筒	按物料本体拆：电动扳手整机归电动扳手；电动扳手套筒归套筒	品牌；型号；电压；扭矩；供电方式；适用工具；套筒规格	电动扳手；电动扳手套筒	活动扳手；液压扳手	P2	medium	当前命中主要是“电动扳手套筒”，不可误归为电动扳手整机。
弱电安防	太阳能	attribute_only	太阳能	太阳能是供电方式属性；按摄像头、LED灯、爆闪灯等本体归族	供电方式；电池容量；太阳能板功率	太阳能4G摄像头；太阳能LED灯；太阳能爆闪灯	太阳能	P2	high	太阳能横跨弱电、照明和警示设备，只能作为属性。
液压气动；电气电料	铜接头	split	液压接头；电气接线端子	按用途拆：DN/管径/加厚铜头归管路或液压接头；平方线径/电气旧组归接线端子	用途；材质；规格；适配线径；公称通径；连接方式	加厚铜接头；DN80铜接头；DN50铜接头；铜接头150平方	铜接头单独建族	P2	medium	铜接头同时有管路铜接头和电气铜接线端子，必须按规格单位和旧组拆。
电动气动工具	冲击钻	split	冲击钻；钻头	按是否整机拆：整机名称为冲击钻归冲击钻；冲击钻头归钻头	品牌；型号；功率；电压；供电方式；钻头类型；适配设备	冲击钻；冲击钻头	电钻；电镐	P2	medium	该词既可能是电动工具整机，也可能只出现在冲击钻头中，规则必须看后缀和本体。
电动气动工具	十字	attribute_only	批头；螺丝刀；螺丝	十字是头型或槽型属性，需按本体归族	头型；规格；长度；是否绝缘；材质	十字批头套装；十字螺丝刀；十字螺丝	十字扣件；十字测钉	P2	high	同一词可描述批头、螺丝刀、螺丝和扣件，不能作为族名。
电动气动工具	夹头	split	钻夹头；电钻夹头钥匙；钢丝绳夹头	按适配对象和部件拆：自紧钻夹头归工具附件；夹头钥匙归电钻附件；钢丝绳夹头归吊装索具	适配设备；夹持范围；接口；规格；品牌；部件	自紧钻夹头；电钻夹头钥匙；钢丝绳夹头	套筒；钻头	P2	medium	夹头跨电动工具附件和吊装索具，需按适配对象判断。
电气电料	底盒	solidify	底盒	开关底盒、插座底盒、明装底盒合并；开关/插座本体排除	安装方式；适配类型；材质；尺寸；孔位；品牌	开关底盒；插座底盒；明装底盒	一位开关；五孔插座；插座面板	P2	medium	底盒是开关插座配套辅材，样例虽少但边界清楚。
电气电料	电柜	split	电柜；电柜散热风机；电柜防雨罩组合	按箱柜本体和配件/组合件拆分	材质；尺寸；结构；防护等级；用途；电压；风机规格	不锈钢内外门电柜	电柜散热风机；电柜风扇防雨罩组合	P2	medium	电柜本体与散热、防雨配件不是同一物料族。
电气电料	电池	split	电池；蓄电池；电动工具整机	按实物拆分：普通电池和蓄电池归电池族；锂电池电钻/角磨机归工具整机	规格；电压；容量；化学体系；品牌；包装数量	5号电池；7号电池；9V电池；蓄电池	锂电池电钻；锂电池角磨机	P2	medium	电池可固化，但候选样例把动力方式带入工具名称。
电气电料	电源转换器	solidify	电源转换器	直流/交流转换参数做属性；电源线和检测器排除	输入电压；输出电压；输出电流；功率；接口；防护等级；品牌	电源转换器；24V转12V电源转换器	电源线；电源适配器；电源极性检测器	P2	medium	样例少但实物边界明确，可作为电源模块细分族。
电气电料	防水	attribute_only	防水	防水是功能/特性属性，不是物料族；按具体实物落族	防水等级；防水特性；适用环境	电缆防水接头；防水电工胶布；防水网线接头	防水	P2	high	防水横跨电气、弱电、消防和涂料，只能做属性或检索词。
管材管件阀门	给水管	attribute_only	管材	不作为独立族；给水是用途，PPR/PVC/UPVC仍归管材	用途；材质；规格；压力等级；品牌	PPR给水管；PVC给水管；UPVC给水管	给水泵；给水阀门	P2	high	给水描述用途，物料族仍是管材。
管材管件阀门；定制加工件	注浆管	split	管材；直接/接头；定制管路接头	按主名词拆：注浆管本体归管材；注浆管接头归直接/接头；泥浆/注浆管接头加工件归定制管路接头	用途；规格；长度；套件组成；连接方式；是否定制	注浆管；注浆管套装；注浆管接头；泥浆管接头加工件	注浆泵；注浆泵压力表	P2	medium	注浆管本体、接头和定制泥浆管接头不应混为一族。
管材管件阀门；液压气动；工具耗材	宝塔	attribute_only	按主物料族归属	不作为物料族；宝塔头作为接头/阀门连接形式，宝塔钻头归工具耗材另域	连接形式；适配软管规格；材质；主物料族	转换宝塔接头；不锈钢宝塔球阀	宝塔钻头开孔器；宝塔单独建族	P2	medium	宝塔在本域是接口形态，另有钻头误命中，不能直接固化。
紧固件与连接件	六角	attribute_only	螺丝	仅在六角螺丝、内六角螺丝、六角螺栓等紧固件词组中作为头型/槽型属性；命中扳手、套筒、直接时排除	头型；槽型；规格；材质；强度等级	六角螺丝；内六角螺丝；六角螺栓组件	内六角扳手；内六角扳手套装；加长六角套筒；镀锌外丝六角直接	P2	high	六角描述形制，不是物料族；候选跨工具和管件，必须只作属性。
紧固件与连接件	套件	attribute_only	螺丝	仅螺丝套件、螺栓组件等归螺丝族并记录组成；其他设备/工具套装按各自实物族处理	套件组成；规格；材质；强度等级；表面处理；包装	T型螺丝套件；螺丝套件；六角螺栓组件；高强度螺丝套件	内六角扳手套装；电焊机套装；螺杆泵电机套装；水龙头花洒套装	P2	high	套件只是包装/组成状态，不应成为独立物料族。
紧固件与连接件	蝴蝶扣	split	索具蝴蝶扣；止水蝴蝶扣	额定载荷/子母环等归吊装索具；止水蝴蝶扣归紧固件/止水连接件，不混入卸扣	规格；额定载荷；型式；材质；用途；表面处理	蝴蝶扣；蝴蝶扣子母环	止水蝴蝶扣；普通卸扣	P2	medium	蝴蝶扣样例跨吊装索具和止水紧固件，词形相同但用途不同。
