item_code	item_name	sku_name	required_specs	optional_specs	item_group	top_group	sub_group	material_family	stock_uom	purchase_uom	conversion_factor	estimated_rate	currency	price_basis	aliases	search_keywords	brand	model	status	quality_level	agent_use_policy	source_item_codes	merged_count	governance_note	updated_at
PIPE-000040	高压油管	高压油管 DN51-4SH	规格/口径：DN51；等级：4SH		液压气动/高压油管/胶管	液压气动	高压油管/胶管	高压油管/胶管	米	米	1	125.75	CNY	按米估价；按物料族“高压油管/胶管”抽样复核中位数调整；样本数=2；可靠性=low；调整系数=0.9673；金额按四舍五入保留两位小数。	DN51*4SH高压油管；高压油管	PIPE-000040 高压油管 高压油管 DN51-4SH 规格/口径：DN51；等级：4SH DN51*4SH高压油管；高压油管 高压油管/胶管			active	standard	auto_select_allowed	PIPE-000040	1		2026-07-08
PIPE-000041	高压油管	高压油管 DN32-4SH	规格/口径：DN32；等级：4SH		液压气动/高压油管/胶管	液压气动	高压油管/胶管	高压油管/胶管	米	米	1	96.73	CNY	按米估价；按物料族“高压油管/胶管”抽样复核中位数调整；样本数=2；可靠性=low；调整系数=0.9673；金额按四舍五入保留两位小数。	DN32*4SH高压油管；高压油管	PIPE-000041 高压油管 高压油管 DN32-4SH 规格/口径：DN32；等级：4SH DN32*4SH高压油管；高压油管 高压油管/胶管			active	standard	auto_select_allowed	PIPE-000041	1		2026-07-08
PIPE-000042	弯头	不锈钢弯头 250mm 90°	材质：不锈钢；规格/口径：250mm；角度：90度		管材管件阀门/弯头	管材管件阀门	弯头	弯头	个	个	1	141.86	CNY	按单个估价；按物料族“弯头”抽样复核中位数调整；样本数=4；可靠性=medium；调整系数=1.7733；金额按四舍五入保留两位小数。	250不锈钢弯头；不锈钢弯头	PIPE-000042 弯头 不锈钢弯头 250mm 90° 材质：不锈钢；规格/口径：250mm；角度：90度 250不锈钢弯头；不锈钢弯头 弯头			active	standard	auto_select_allowed	PIPE-000042	1		2026-07-08
PIPE-000043	蝶阀	蝶阀 DN65 加厚	公称通径：DN65；特征：加厚；材质：铸铁		管材管件阀门/阀门	管材管件阀门	阀门	阀门	只	只	1	835.00	CNY	按单个估价；按物料族“阀门”抽样复核中位数调整；样本数=6；可靠性=medium；调整系数=4.1750；金额按四舍五入保留两位小数。	DN65埃美柯加厚蝶阀；蝶阀	PIPE-000043 蝶阀 蝶阀 DN65 加厚 公称通径：DN65；特征：加厚；材质：铸铁 DN65埃美柯加厚蝶阀；蝶阀 阀门 埃美柯	埃美柯		active	standard	auto_select_allowed	PIPE-000043	1		2026-07-08
PIPE-000044	安全阀	安全阀 DN15	公称通径：DN15		管材管件阀门/阀门	管材管件阀门	阀门	阀门	个	个	1	62.63	CNY	按DN15安全阀每个估价；按物料族“阀门”抽样复核中位数调整；样本数=6；可靠性=medium；调整系数=4.1750；金额按四舍五入保留两位小数。	热水器安全阀	PIPE-000044 安全阀 安全阀 DN15 公称通径：DN15 热水器安全阀 阀门			active	standard	auto_select_allowed	PIPE-000044	1		2026-07-08
PIPE-000045	弯头接头	弯头接头 8*6 不锈钢加长	材质：不锈钢；规格：8*6；特征：加长		液压气动/液压接头	液压气动	液压接头	液压接头	个	个	1	20.27	CNY	按单个弯头接头估价，单价对应单位=个；按物料族“液压接头”抽样复核中位数调整；样本数=7；可靠性=medium；调整系数=2.5333；金额按四舍五入保留两位小数。	8*6不锈钢加长弯头；不锈钢加长弯头	PIPE-000045 弯头接头 弯头接头 8*6 不锈钢加长 材质：不锈钢；规格：8*6；特征：加长 8*6不锈钢加长弯头；不锈钢加长弯头 液压接头			active	standard	auto_select_allowed	PIPE-000045	1		2026-07-08
PIPE-000046	接头加工件	接头加工件 52 高压加厚	规格：52mm；压力等级：高压；特征：加厚；材质：碳钢		定制加工件/定制管路件	定制加工件	定制管路件	定制管路件	个	个	1	106.86	CNY	按定制高压加厚接头52mm估价，单位个；按物料族“定制管路件”抽样复核中位数调整；样本数=7；可靠性=low；调整系数=1.9429；金额按四舍五入保留两位小数。	定做52高压加厚接头；高压加厚接头	PIPE-000046 接头加工件 接头加工件 52 高压加厚 规格：52mm；压力等级：高压；特征：加厚；材质：碳钢 定做52高压加厚接头；高压加厚接头 定制管路件			active	standard	auto_select_allowed	PIPE-000046	1		2026-07-08
PIPE-000047	卡箍接头加工件	卡箍接头加工件 DN60 卡箍丝牙 加厚	材质：碳钢；口径：DN60；连接：一头卡箍一头丝牙；特征：加厚		定制加工件/定制管路件	定制加工件	定制管路件	定制管路件	个	个	1	126.29	CNY	按每个碳钢加厚卡箍丝牙接头估价；按物料族“定制管路件”抽样复核中位数调整；样本数=7；可靠性=low；调整系数=1.9429；金额按四舍五入保留两位小数。	加工加厚60一头卡箍一头丝牙；卡箍丝牙接头	PIPE-000047 卡箍接头加工件 卡箍接头加工件 DN60 卡箍丝牙 加厚 材质：碳钢；口径：DN60；连接：一头卡箍一头丝牙；特征：加厚 加工加厚60一头卡箍一头丝牙；卡箍丝牙接头 定制管路件			active	standard	auto_select_allowed	PIPE-000047	1		2026-07-08
PIPE-000048	抱箍接头加工件	抱箍接头加工件 60 加厚双头	规格：60mm；特征：加厚；连接方式：两头抱箍；材质：碳钢		定制加工件/定制管路件	定制加工件	定制管路件	定制管路件	个	个	1	106.86	CNY	按定制加厚双头抱箍接头60mm估价，单位个；按物料族“定制管路件”抽样复核中位数调整；样本数=7；可靠性=low；调整系数=1.9429；金额按四舍五入保留两位小数。	加工加厚60两头抱箍；双头抱箍接头	PIPE-000048 抱箍接头加工件 抱箍接头加工件 60 加厚双头 规格：60mm；特征：加厚；连接方式：两头抱箍；材质：碳钢 加工加厚60两头抱箍；双头抱箍接头 定制管路件			active	standard	auto_select_allowed	PIPE-000048	1		2026-07-08
PIPE-000049	三通抱箍加工件	三通抱箍加工件 1.15米 加厚	长度：1.15米；特征：加厚；材质：碳钢（推断）		定制加工件/定制管路件	定制加工件	定制管路件	定制管路件	根	根	1	155.43	CNY	按每根碳钢加厚三通抱箍估价；按物料族“定制管路件”抽样复核中位数调整；样本数=7；可靠性=low；调整系数=1.9429；金额按四舍五入保留两位小数。	加工加厚1.15米三通抱箍；三通抱箍	PIPE-000049 三通抱箍加工件 三通抱箍加工件 1.15米 加厚 长度：1.15米；特征：加厚；材质：碳钢（推断） 加工加厚1.15米三通抱箍；三通抱箍 定制管路件			active	standard	auto_select_allowed	PIPE-000049	1		2026-07-08
PIPE-000050	卡套三通	不锈钢卡套三通 6*12	规格：6*12；材质：不锈钢		液压气动/液压接头	液压气动	液压接头	液压接头	个	个	1	30.40	CNY	按常见不锈钢卡套三通单价估算；按物料族“液压接头”抽样复核中位数调整；样本数=7；可靠性=medium；调整系数=2.5333；金额按四舍五入保留两位小数。	卡6*12不锈钢三通；不锈钢卡套三通	PIPE-000050 卡套三通 不锈钢卡套三通 6*12 规格：6*12；材质：不锈钢 卡6*12不锈钢三通；不锈钢卡套三通 液压接头			active	standard	auto_select_allowed	PIPE-000050	1		2026-07-08
PIPE-000051	弯头加工件	弯头加工件 6x1.5 高压	规格：6x1.5mm；压力等级：高压；材质：碳钢		定制加工件/定制管路件	定制加工件	定制管路件	定制管路件	个	个	1	68.00	CNY	按定制高压弯头6x1.5估价，单位个；按物料族“定制管路件”抽样复核中位数调整；样本数=7；可靠性=low；调整系数=1.9429；金额按四舍五入保留两位小数。	定做 6x1.5高压弯头；高压弯头	PIPE-000051 弯头加工件 弯头加工件 6x1.5 高压 规格：6x1.5mm；压力等级：高压；材质：碳钢 定做 6x1.5高压弯头；高压弯头 定制管路件			active	standard	auto_select_allowed	PIPE-000051	1		2026-07-08
PIPE-000052	弯头加工件	弯头加工件 10x1.5 高压	规格：10x1.5mm；压力等级：高压；材质：碳钢		定制加工件/定制管路件	定制加工件	定制管路件	定制管路件	个	个	1	38.86	CNY	按每个高压碳钢弯头估价；按物料族“定制管路件”抽样复核中位数调整；样本数=7；可靠性=low；调整系数=1.9429；金额按四舍五入保留两位小数。	定做 10x1.5高压弯头；高压弯头	PIPE-000052 弯头加工件 弯头加工件 10x1.5 高压 规格：10x1.5mm；压力等级：高压；材质：碳钢 定做 10x1.5高压弯头；高压弯头 定制管路件			active	standard	auto_select_allowed	PIPE-000052	1		2026-07-08
PIPE-000053	弯头加工件	弯头加工件 13x1.5 高压	规格：13x1.5mm；压力等级：高压；材质：碳钢		定制加工件/定制管路件	定制加工件	定制管路件	定制管路件	个	个	1	42.74	CNY	按每个高压碳钢弯头估价；按物料族“定制管路件”抽样复核中位数调整；样本数=7；可靠性=low；调整系数=1.9429；金额按四舍五入保留两位小数。	定做 13x1.5高压弯头；高压弯头	PIPE-000053 弯头加工件 弯头加工件 13x1.5 高压 规格：13x1.5mm；压力等级：高压；材质：碳钢 定做 13x1.5高压弯头；高压弯头 定制管路件			active	standard	auto_select_allowed	PIPE-000053	1		2026-07-08
PIPE-000054	弯头加工件	弯头加工件 16x1.5 高压	规格：16x1.5mm；压力等级：高压；材质：碳钢		定制加工件/定制管路件	定制加工件	定制管路件	定制管路件	个	个	1	46.63	CNY	按每个高压碳钢弯头估价；按物料族“定制管路件”抽样复核中位数调整；样本数=7；可靠性=low；调整系数=1.9429；金额按四舍五入保留两位小数。	定做 16x1.5高压弯头；高压弯头	PIPE-000054 弯头加工件 弯头加工件 16x1.5 高压 规格：16x1.5mm；压力等级：高压；材质：碳钢 定做 16x1.5高压弯头；高压弯头 定制管路件			active	standard	auto_select_allowed	PIPE-000054	1		2026-07-08
PIPE-000055	弯头加工件	弯头加工件 19x1.5 高压	规格：19x1.5mm；压力等级：高压；材质：碳钢		定制加工件/定制管路件	定制加工件	定制管路件	定制管路件	个	个	1	50.52	CNY	按每个高压碳钢弯头估价；按物料族“定制管路件”抽样复核中位数调整；样本数=7；可靠性=low；调整系数=1.9429；金额按四舍五入保留两位小数。	定做 19x1.5高压弯头；高压弯头	PIPE-000055 弯头加工件 弯头加工件 19x1.5 高压 规格：19x1.5mm；压力等级：高压；材质：碳钢 定做 19x1.5高压弯头；高压弯头 定制管路件			active	standard	auto_select_allowed	PIPE-000055	1		2026-07-08
PIPE-000056	弯头加工件	弯头加工件 25x1.5 高压	规格：25x1.5mm；压力等级：高压；材质：碳钢		定制加工件/定制管路件	定制加工件	定制管路件	定制管路件	个	个	1	58.29	CNY	按每个高压碳钢弯头估价；按物料族“定制管路件”抽样复核中位数调整；样本数=7；可靠性=low；调整系数=1.9429；金额按四舍五入保留两位小数。	定做 25x1.5高压弯头；高压弯头	PIPE-000056 弯头加工件 弯头加工件 25x1.5 高压 规格：25x1.5mm；压力等级：高压；材质：碳钢 定做 25x1.5高压弯头；高压弯头 定制管路件			active	standard	auto_select_allowed	PIPE-000056	1		2026-07-08
PIPE-000057	弯头加工件	弯头加工件 32x1.5 高压	规格：32x1.5mm；压力等级：高压；材质：碳钢		定制加工件/定制管路件	定制加工件	定制管路件	定制管路件	个	个	1	68.00	CNY	按每个高压碳钢弯头估价；按物料族“定制管路件”抽样复核中位数调整；样本数=7；可靠性=low；调整系数=1.9429；金额按四舍五入保留两位小数。	定做 32x1.5高压弯头；高压弯头	PIPE-000057 弯头加工件 弯头加工件 32x1.5 高压 规格：32x1.5mm；压力等级：高压；材质：碳钢 定做 32x1.5高压弯头；高压弯头 定制管路件			active	standard	auto_select_allowed	PIPE-000057	1		2026-07-08
PIPE-000058	弯头加工件	弯头加工件 38x1.5 高压	规格：38x1.5mm；压力等级：高压；材质：碳钢		定制加工件/定制管路件	定制加工件	定制管路件	定制管路件	个	个	1	77.72	CNY	按每个高压碳钢弯头估价；按物料族“定制管路件”抽样复核中位数调整；样本数=7；可靠性=low；调整系数=1.9429；金额按四舍五入保留两位小数。	定做 38x1.5高压弯头；高压弯头	PIPE-000058 弯头加工件 弯头加工件 38x1.5 高压 规格：38x1.5mm；压力等级：高压；材质：碳钢 定做 38x1.5高压弯头；高压弯头 定制管路件			active	standard	auto_select_allowed	PIPE-000058	1		2026-07-08
PIPE-000059	卡箍接头加工件	卡箍接头加工件 DN52 卡箍双丝牙 高压	材质：碳钢；口径：DN52；连接：卡箍+双丝牙；特征：高压加厚		定制加工件/定制管路件	定制加工件	定制管路件	定制管路件	个	个	1	145.72	CNY	按每个高压碳钢卡箍双丝牙接头估价；按物料族“定制管路件”抽样复核中位数调整；样本数=7；可靠性=low；调整系数=1.9429；金额按四舍五入保留两位小数。	定做高压加厚52米卡箍双丝牙；高压卡箍双丝牙接头	PIPE-000059 卡箍接头加工件 卡箍接头加工件 DN52 卡箍双丝牙 高压 材质：碳钢；口径：DN52；连接：卡箍+双丝牙；特征：高压加厚 定做高压加厚52米卡箍双丝牙；高压卡箍双丝牙接头 定制管路件			active	standard	auto_select_allowed	PIPE-000059	1		2026-07-08
PIPE-000060	四方接头加工件	四方接头加工件 内外四方	类型：内外四方接头；材质：碳钢；规格：1寸		定制加工件/定制管路件	定制加工件	定制管路件	定制管路件	个	个	1	58.29	CNY	按每个碳钢内外四方接头估价，规格按1寸；按物料族“定制管路件”抽样复核中位数调整；样本数=7；可靠性=low；调整系数=1.9429；金额按四舍五入保留两位小数。	加工内外四方接头；内外四方接头	PIPE-000060 四方接头加工件 四方接头加工件 内外四方 类型：内外四方接头；材质：碳钢；规格：1寸 加工内外四方接头；内外四方接头 定制管路件			active	standard	auto_select_allowed	PIPE-000060	1		2026-07-08
PIPE-000061	无缝钢管	无缝钢管 325*14 碳钢	外径：325mm；壁厚：14mm；材质：碳钢		金属材料/钢管	金属材料	钢管	钢管	米	米	1	490.00	CNY	按米计价，参考无缝钢管市场价；按物料族“钢管”抽样复核中位数调整；样本数=2；可靠性=low；调整系数=1.4000；金额按四舍五入保留两位小数。	325无缝管&14；无缝管；325*14无缝管；无缝钢管	PIPE-000061 无缝钢管 无缝钢管 325*14 碳钢 外径：325mm；壁厚：14mm；材质：碳钢 325无缝管&14；无缝管；325*14无缝管；无缝钢管 钢管			active	standard	auto_select_allowed	PIPE-000061	1		2026-07-08
PIPE-000062	弯头	碳钢焊接弯头 325mm*8mm 加厚	材质：碳钢；规格/口径：325mm；壁厚：8mm；特征：加厚；连接：焊接		管材管件阀门/弯头	管材管件阀门	弯头	弯头	个	个	1	266.00	CNY	按单个估价；按物料族“弯头”抽样复核中位数调整；样本数=4；可靠性=medium；调整系数=1.7733；金额按四舍五入保留两位小数。	加厚325*8焊接弯头；焊接弯头	PIPE-000062 弯头 碳钢焊接弯头 325mm*8mm 加厚 材质：碳钢；规格/口径：325mm；壁厚：8mm；特征：加厚；连接：焊接 加厚325*8焊接弯头；焊接弯头 弯头			active	standard	auto_select_allowed	PIPE-000062	1		2026-07-08
PIPE-000063	抱箍	抱箍 325 钢 加厚	材质：钢；规格/口径：DN325；特征：加厚		紧固件与连接件/管卡/抱箍	紧固件与连接件	管卡/抱箍	管卡/抱箍	个	个	1	43.71	CNY	按个估价，DN325钢制加厚抱箍市场价约18元/个；按物料族“管卡/抱箍”抽样复核中位数调整；样本数=3；可靠性=medium；调整系数=2.4286；金额按四舍五入保留两位小数。	加厚325抱箍钢卡；抱箍钢卡	PIPE-000063 抱箍 抱箍 325 钢 加厚 材质：钢；规格/口径：DN325；特征：加厚 加厚325抱箍钢卡；抱箍钢卡 管卡/抱箍			active	standard	auto_select_allowed	PIPE-000063	1		2026-07-08
PIPE-000064	卡槽接头加工件	卡槽接头加工件 DN325	口径：DN325；连接方式：卡槽；材质：碳钢		定制加工件/定制管路件	定制加工件	定制管路件	定制管路件	个	个	1	233.15	CNY	按每个碳钢卡槽接头估价；按物料族“定制管路件”抽样复核中位数调整；样本数=7；可靠性=low；调整系数=1.9429；金额按四舍五入保留两位小数。	定做325卡槽钢圈接头；卡槽钢圈接头	PIPE-000064 卡槽接头加工件 卡槽接头加工件 DN325 口径：DN325；连接方式：卡槽；材质：碳钢 定做325卡槽钢圈接头；卡槽钢圈接头 定制管路件			active	standard	auto_select_allowed	PIPE-000064	1		2026-07-08
PIPE-000065	弯头	碳钢焊接弯头 159mm*8mm 加厚	材质：碳钢；规格/口径：159mm；壁厚：8mm；特征：加厚；连接：焊接		管材管件阀门/弯头	管材管件阀门	弯头	弯头	个	个	1	88.67	CNY	按单个估价；按物料族“弯头”抽样复核中位数调整；样本数=4；可靠性=medium；调整系数=1.7733；金额按四舍五入保留两位小数。	159*8加厚弯头焊接；焊接弯头	PIPE-000065 弯头 碳钢焊接弯头 159mm*8mm 加厚 材质：碳钢；规格/口径：159mm；壁厚：8mm；特征：加厚；连接：焊接 159*8加厚弯头焊接；焊接弯头 弯头			active	standard	auto_select_allowed	PIPE-000065	1		2026-07-08
PIPE-000067	直接/直通	PVC直接 75	材质：PVC；规格：75		管材管件阀门/直接/接头	管材管件阀门	直接/接头	直接/接头	个	个	1	4.48	CNY	按单个估价，单价对应单位=个；按物料族“直接/接头”抽样复核中位数调整；样本数=8；可靠性=medium；调整系数=2.9875；金额按四舍五入保留两位小数。	PVC直通；PVC直接	PIPE-000067 直接/直通 PVC直接 75 材质：PVC；规格：75 PVC直通；PVC直接 直接/接头			active	standard	auto_select_allowed	PIPE-000067	1		2026-07-08
PIPE-000068	直管	UPVC直管 32mm	材质：UPVC；口径：32mm；压力等级：1.0MPa		管材管件阀门/管材	管材管件阀门	管材	管材	米	米	1	12.00	CNY	按UPVC DN32每米估价；按物料族“管材”抽样复核中位数调整；样本数=3；可靠性=medium；调整系数=3.0000；金额按四舍五入保留两位小数。	UPVC给水管	PIPE-000068 直管 UPVC直管 32mm 材质：UPVC；口径：32mm；压力等级：1.0MPa UPVC给水管 管材			active	standard	auto_select_allowed	PIPE-000068	1		2026-07-08
PIPE-000069	三通	UPVC三通 32mm	材质：UPVC；规格/口径：32mm		管材管件阀门/三通	管材管件阀门	三通	三通	个	个	1	3.00	CNY	按单个估价；按物料族“三通”抽样复核中位数调整；样本数=3；可靠性=medium；调整系数=1.0000；金额按四舍五入保留两位小数。	UPVC三通	PIPE-000069 三通 UPVC三通 32mm 材质：UPVC；规格/口径：32mm UPVC三通 三通			active	standard	auto_select_allowed	PIPE-000069	1		2026-07-08
PIPE-000070	直接/直通	UPVC直接 32	材质：UPVC；规格：32		管材管件阀门/直接/接头	管材管件阀门	直接/接头	直接/接头	个	个	1	5.98	CNY	按单个估价，单价对应单位=个；按物料族“直接/接头”抽样复核中位数调整；样本数=8；可靠性=medium；调整系数=2.9875；金额按四舍五入保留两位小数。	32直通；UPVC直通	PIPE-000070 直接/直通 UPVC直接 32 材质：UPVC；规格：32 32直通；UPVC直通 直接/接头			active	standard	auto_select_allowed	PIPE-000070	1		2026-07-08
PIPE-000071	斜三通	UPVC斜三通 32mm 45°	材质：UPVC；规格/口径：32mm；角度：45°		管材管件阀门/三通	管材管件阀门	三通	三通	个	个	1	3.00	CNY	按单个估价；按物料族“三通”抽样复核中位数调整；样本数=3；可靠性=medium；调整系数=1.0000；金额按四舍五入保留两位小数。	32斜三通；UPVC斜三通	PIPE-000071 斜三通 UPVC斜三通 32mm 45° 材质：UPVC；规格/口径：32mm；角度：45° 32斜三通；UPVC斜三通 三通			active	standard	auto_select_allowed	PIPE-000071	1		2026-07-08
PIPE-000072	管卡	管卡 32	规格：32mm；材质：碳钢		紧固件与连接件/管卡/抱箍	紧固件与连接件	管卡/抱箍	管卡/抱箍	个	个	1	3.64	CNY	按个估价，32mm碳钢管卡市场价约1.5元/个；按物料族“管卡/抱箍”抽样复核中位数调整；样本数=3；可靠性=medium；调整系数=2.4286；金额按四舍五入保留两位小数。	32管卡；管卡	PIPE-000072 管卡 管卡 32 规格：32mm；材质：碳钢 32管卡；管卡 管卡/抱箍			active	standard	auto_select_allowed	PIPE-000072	1		2026-07-08
PIPE-000073	异径接头/大小头	UPVC异径接头 32*25	材质：UPVC；规格：32mm*25mm		管材管件阀门/直接/接头	管材管件阀门	直接/接头	直接/接头	个	个	1	5.38	CNY	常见UPVC异径接头价；按物料族“直接/接头”抽样复核中位数调整；样本数=8；可靠性=medium；调整系数=2.9875；金额按四舍五入保留两位小数。	32*25大小头；UPVC异径接头	PIPE-000073 异径接头/大小头 UPVC异径接头 32*25 材质：UPVC；规格：32mm*25mm 32*25大小头；UPVC异径接头 直接/接头			active	standard	auto_select_allowed	PIPE-000073	1		2026-07-08
PIPE-000074	弯头	UPVC弯头 32mm 90°	材质：UPVC；规格/口径：32mm；角度：90度		管材管件阀门/弯头	管材管件阀门	弯头	弯头	个	个	1	4.43	CNY	按单个估价；按物料族“弯头”抽样复核中位数调整；样本数=4；可靠性=medium；调整系数=1.7733；金额按四舍五入保留两位小数。	32弯头；UPVC弯头	PIPE-000074 弯头 UPVC弯头 32mm 90° 材质：UPVC；规格/口径：32mm；角度：90度 32弯头；UPVC弯头 弯头			active	standard	auto_select_allowed	PIPE-000074	1		2026-07-08
PIPE-000075	弯头	UPVC弯头 32mm 45°	材质：UPVC；规格/口径：32mm；角度：45度		管材管件阀门/弯头	管材管件阀门	弯头	弯头	个	个	1	4.43	CNY	按单个估价；按物料族“弯头”抽样复核中位数调整；样本数=4；可靠性=medium；调整系数=1.7733；金额按四舍五入保留两位小数。	32*45弯头；UPVC45度弯头	PIPE-000075 弯头 UPVC弯头 32mm 45° 材质：UPVC；规格/口径：32mm；角度：45度 32*45弯头；UPVC45度弯头 弯头			active	standard	auto_select_allowed	PIPE-000075	1		2026-07-08
PIPE-000076	球阀	球阀 90 PPR	材质：PPR；规格/口径：DN90		管材管件阀门/阀门	管材管件阀门	阀门	阀门	个	个	1	146.13	CNY	按单个估价；按物料族“阀门”抽样复核中位数调整；样本数=6；可靠性=medium；调整系数=4.1750；金额按四舍五入保留两位小数。	PPR阀门	PIPE-000076 球阀 球阀 90 PPR 材质：PPR；规格/口径：DN90 PPR阀门 阀门			active	standard	auto_select_allowed	PIPE-000076	1		2026-07-08
PIPE-000077	堵头/管帽	镀锌堵头 DN25	材质：镀锌；口径：DN25		管材管件阀门/直接/接头	管材管件阀门	直接/接头	直接/接头	个	个	1	5.98	CNY	常见DN25镀锌堵头价；按物料族“直接/接头”抽样复核中位数调整；样本数=8；可靠性=medium；调整系数=2.9875；金额按四舍五入保留两位小数。	25镀锌堵头；镀锌堵头	PIPE-000077 堵头/管帽 镀锌堵头 DN25 材质：镀锌；口径：DN25 25镀锌堵头；镀锌堵头 直接/接头			active	standard	auto_select_allowed	PIPE-000077	1		2026-07-08
PIPE-000078	变径接头加工件	变径接头加工件 36*3+36 高压	规格：36*3+36（mm）；压力/工况：高压；材质：碳钢		定制加工件/定制管路件	定制加工件	定制管路件	定制管路件	个	个	1	106.86	CNY	按每个高压碳钢变径接头估价；按物料族“定制管路件”抽样复核中位数调整；样本数=7；可靠性=low；调整系数=1.9429；金额按四舍五入保留两位小数。	定做36*3+36高压变头；高压变径接头	PIPE-000078 变径接头加工件 变径接头加工件 36*3+36 高压 规格：36*3+36（mm）；压力/工况：高压；材质：碳钢 定做36*3+36高压变头；高压变径接头 定制管路件			active	standard	auto_select_allowed	PIPE-000078	1		2026-07-08
PIPE-000079	变径接头加工件	变径接头加工件 M36变1寸 外丝 高压	规格：M36变1寸；连接：外丝；压力/工况：高压；材质：碳钢		定制加工件/定制管路件	定制加工件	定制管路件	定制管路件	个	个	1	116.57	CNY	按每个高压外丝变径接头估价；按物料族“定制管路件”抽样复核中位数调整；样本数=7；可靠性=low；调整系数=1.9429；金额按四舍五入保留两位小数。	定做M36变1寸高压外丝；高压外丝变径接头	PIPE-000079 变径接头加工件 变径接头加工件 M36变1寸 外丝 高压 规格：M36变1寸；连接：外丝；压力/工况：高压；材质：碳钢 定做M36变1寸高压外丝；高压外丝变径接头 定制管路件			active	standard	auto_select_allowed	PIPE-000079	1		2026-07-08
PIPE-000080	软管	进水管软管 2米 4分外丝	接口：4分外丝；长度：2米；材质：不锈钢编织		管材管件阀门/水龙头/洁具配件	管材管件阀门	水龙头/洁具配件	水龙头/洁具配件	条	条	1	27.00	CNY	常见洗衣机进水管价；按物料族“水龙头/洁具配件”抽样复核中位数调整；样本数=2；可靠性=low；调整系数=2.7000；金额按四舍五入保留两位小数。	2米洗衣机管；洗衣机进水管	PIPE-000080 软管 进水管软管 2米 4分外丝 接口：4分外丝；长度：2米；材质：不锈钢编织 2米洗衣机管；洗衣机进水管 水龙头/洁具配件			active	standard	auto_select_allowed	PIPE-000080	1		2026-07-08
PIPE-000084	直接/直通	PPR外丝直接 25	材质：PPR；接口：外丝；规格：25		管材管件阀门/直接/接头	管材管件阀门	直接/接头	直接/接头	个	个	1	5.98	CNY	按单个估价，单价对应单位=个；按物料族“直接/接头”抽样复核中位数调整；样本数=8；可靠性=medium；调整系数=2.9875；金额按四舍五入保留两位小数。	PPR外牙直通	PIPE-000084 直接/直通 PPR外丝直接 25 材质：PPR；接口：外丝；规格：25 PPR外牙直通 直接/接头			active	standard	auto_select_allowed	PIPE-000084	1		2026-07-08
PIPE-000085	注浆管	碳钢注浆管 DN25	口径：DN25；材质：碳钢		管材管件阀门/管材	管材管件阀门	管材	管材	米	米	1	24.00	CNY	按DN25碳钢注浆管每米估价；按物料族“管材”抽样复核中位数调整；样本数=3；可靠性=medium；调整系数=3.0000；金额按四舍五入保留两位小数。	DN25注浆管；注浆管	PIPE-000085 注浆管 碳钢注浆管 DN25 口径：DN25；材质：碳钢 DN25注浆管；注浆管 管材			active	standard	auto_select_allowed	PIPE-000085	1		2026-07-08
PIPE-000086	软管	PVC钢丝增强软管 DN25	公称直径：DN25；结构：钢丝增强；材质：PVC		管材管件阀门/管材	管材管件阀门	管材	管材	米	米	1	18.00	CNY	按DN25钢丝增强PVC软管每米估价；按物料族“管材”抽样复核中位数调整；样本数=3；可靠性=medium；调整系数=3.0000；金额按四舍五入保留两位小数。	1寸钢丝增强管；钢丝增强管；25钢丝管；钢丝软管	PIPE-000086 软管 PVC钢丝增强软管 DN25 公称直径：DN25；结构：钢丝增强；材质：PVC 1寸钢丝增强管；钢丝增强管；25钢丝管；钢丝软管 管材			active	standard	auto_select_allowed	PIPE-000086	1		2026-07-08
PIPE-000087	直管	PPR直管 DN15	材质：PPR；公称直径：DN15；压力等级：1.6MPa		管材管件阀门/管材	管材管件阀门	管材	管材	米	米	1	4.50	CNY	按PPR DN15每米估价；按物料族“管材”抽样复核中位数调整；样本数=3；可靠性=medium；调整系数=3.0000；金额按四舍五入保留两位小数。	4分PPR热融管；PPR热熔管	PIPE-000087 直管 PPR直管 DN15 材质：PPR；公称直径：DN15；压力等级：1.6MPa 4分PPR热融管；PPR热熔管 管材			active	standard	auto_select_allowed	PIPE-000087	1		2026-07-08
PIPE-000088	直接/直通	PPR直接 4分	材质：PPR；规格：4分		管材管件阀门/直接/接头	管材管件阀门	直接/接头	直接/接头	个	个	1	2.99	CNY	按单个估价，单价对应单位=个；按物料族“直接/接头”抽样复核中位数调整；样本数=8；可靠性=medium；调整系数=2.9875；金额按四舍五入保留两位小数。	4分热熔接头；PPR热熔接头	PIPE-000088 直接/直通 PPR直接 4分 材质：PPR；规格：4分 4分热熔接头；PPR热熔接头 直接/接头			active	standard	auto_select_allowed	PIPE-000088	1		2026-07-08
PIPE-000089	钢管	镀锌钢管 DN20 碳钢	规格口径：DN20；表面：镀锌；材质：碳钢		金属材料/钢管	金属材料	钢管	钢管	米	米	1	21.00	CNY	按米计价，参考镀锌钢管市场价；按物料族“钢管”抽样复核中位数调整；样本数=2；可靠性=low；调整系数=1.4000；金额按四舍五入保留两位小数。	DN20镀锌管；镀锌管	PIPE-000089 钢管 镀锌钢管 DN20 碳钢 规格口径：DN20；表面：镀锌；材质：碳钢 DN20镀锌管；镀锌管 钢管			active	standard	auto_select_allowed	PIPE-000089	1		2026-07-08
