item_code	item_name	sku_name	required_specs	optional_specs	item_group	top_group	sub_group	material_family	stock_uom	purchase_uom	conversion_factor	estimated_rate	currency	price_basis	aliases	search_keywords	brand	model	status	quality_level	agent_use_policy	source_item_codes	merged_count	governance_note	updated_at	v05_original_item_name	v05_type_id	v05_standard_name	v05_decision	v05_review	v05_validation	v05_attribute_template	v05_issues
PIPE-000238	弯头加工件	弯头加工件 DN52 内外牙 高压	口径：DN52；连接：内外牙；压力等级：高压；材质：碳钢		定制加工件/定制管路件	定制加工件	定制管路件	定制管路件	个	个	1	126.29	CNY	按每个高压碳钢内外牙弯头估价；按物料族“定制管路件”抽样复核中位数调整；样本数=7；可靠性=low；调整系数=1.9429；金额按四舍五入保留两位小数。	定做52高压内外牙弯头；高压内外牙弯头	PIPE-000238 弯头加工件 弯头加工件 DN52 内外牙 高压 口径：DN52；连接：内外牙；压力等级：高压；材质：碳钢 定做52高压内外牙弯头；高压内外牙弯头 定制管路件			active	standard	auto_select_allowed	PIPE-000238	1	v0.5标准类型：MT-6D9419806083；旧名称：弯头加工件	2026-07-08	弯头加工件	MT-6D9419806083	弯头加工件	keep：弯头类型保留，并补充口径、连接、结构、特征、适用设备等属性。	审查通过。定制管路件以结构、接口和连接方式命名，标准名称未混入品牌/包装/尺寸，属性模板可区分现有SKU。	frozen	规格(optional)；公称通径(optional)；压力(optional)；连接(optional)；结构(optional)；特征(optional)；适用设备(optional)；材质(optional)	
PIPE-000239	生料带	加厚生料带 12mm*10m	材质：PE；厚度：加厚；宽度：12mm；长度：10m		管材管件阀门/管道辅材	管材管件阀门	管道辅材	管道辅材	卷	卷	1	1.80	CNY	按加厚生料带每卷估价；按物料族“管道辅材”抽样复核中位数调整；样本数=1；可靠性=low；调整系数=0.6000；金额按四舍五入保留两位小数。	加厚生料带；生料带	PIPE-000239 生料带 加厚生料带 12mm*10m 材质：PE；厚度：加厚；宽度：12mm；长度：10m 加厚生料带；生料带 管道辅材			active	standard	auto_select_allowed	PIPE-000239	1	v0.5标准类型：MT-E3B0BF183C89；旧名称：生料带	2026-07-08	生料带	MT-E3B0BF183C89	生料带	keep：名称稳定，未含规格/品牌，作为标准类型保留。	名称、属性均覆盖源证据，未发现实质问题。	frozen	宽度(optional)；长度(required)；厚度(optional)；材质(optional)	
PIPE-000240	异径接头/大小头	碳钢焊接异径接头 168*89	材质：碳钢；连接：焊接；规格：168*89		管材管件阀门/直接/接头	管材管件阀门	直接/接头	直接/接头	个	个	1	44.81	CNY	按单个估价，单价对应单位=个；按物料族“直接/接头”抽样复核中位数调整；样本数=8；可靠性=medium；调整系数=2.9875；金额按四舍五入保留两位小数。	168*89焊接大小头；焊接异径接头	PIPE-000240 异径接头/大小头 碳钢焊接异径接头 168*89 材质：碳钢；连接：焊接；规格：168*89 168*89焊接大小头；焊接异径接头 直接/接头			active	needs_review	auto_select_allowed	PIPE-000240	1		2026-07-08	异径接头/大小头			keep：变径过渡管件名称稳定，与补心边界清晰。	覆盖完整；但直接/直通与管箍的定义边界重叠，需明确互斥规则。	review_required		该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。
PIPE-000241	异径接头/大小头	碳钢焊接异径接头 168*60	材质：碳钢；连接：焊接；规格：168mm*60mm		管材管件阀门/直接/接头	管材管件阀门	直接/接头	直接/接头	个	个	1	74.69	CNY	常见碳钢焊接大小头价；按物料族“直接/接头”抽样复核中位数调整；样本数=8；可靠性=medium；调整系数=2.9875；金额按四舍五入保留两位小数。	168*60焊接大小头；焊接异径接头	PIPE-000241 异径接头/大小头 碳钢焊接异径接头 168*60 材质：碳钢；连接：焊接；规格：168mm*60mm 168*60焊接大小头；焊接异径接头 直接/接头			active	needs_review	auto_select_allowed	PIPE-000241	1		2026-07-08	异径接头/大小头			keep：变径过渡管件名称稳定，与补心边界清晰。	覆盖完整；但直接/直通与管箍的定义边界重叠，需明确互斥规则。	review_required		该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。
PIPE-000242	三通	镀锌三通 DN80	材质：镀锌；规格/口径：DN80		管材管件阀门/三通	管材管件阀门	三通	三通	个	个	1	35.00	CNY	按单个估价；按物料族“三通”抽样复核中位数调整；样本数=3；可靠性=medium；调整系数=1.0000；金额按四舍五入保留两位小数。	DN80镀锌三通；镀锌三通	PIPE-000242 三通 镀锌三通 DN80 材质：镀锌；规格/口径：DN80 DN80镀锌三通；镀锌三通 三通			active	standard	auto_select_allowed	PIPE-000242	1	v0.5标准类型：MT-A6E56B3BA604；旧名称：三通	2026-07-08	三通	MT-A6E56B3BA604	三通	keep：等径三通独立成类。	三通族类型边界基本清晰，名称决定合理。	frozen	材质(required)；口径(required)；连接(optional)	
PIPE-000243	直接/直通	镀锌外丝直接 DN80	材质：镀锌；接口：外丝；规格：DN80		管材管件阀门/直接/接头	管材管件阀门	直接/接头	直接/接头	个	个	1	26.89	CNY	按单个估价，单价对应单位=个；按物料族“直接/接头”抽样复核中位数调整；样本数=8；可靠性=medium；调整系数=2.9875；金额按四舍五入保留两位小数。	DN80镀锌外丝；镀锌外丝接头	PIPE-000243 直接/直通 镀锌外丝直接 DN80 材质：镀锌；接口：外丝；规格：DN80 DN80镀锌外丝；镀锌外丝接头 直接/接头			active	needs_review	auto_select_allowed	PIPE-000243	1		2026-07-08	直接/直通			keep：名称保留，并补充length属性以覆盖证据中已有的长度区分维度。	覆盖完整；但直接/直通与管箍的定义边界重叠，需明确互斥规则。	review_required		保留名称可接受，但需与管箍边界明确互斥，否则分类重叠。；与管箍类型边界重叠：直接/直通包含金属内/外丝直接，管箍定义为金属螺纹同径管连接件；需明确互斥规则。；该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。
PIPE-000244	球阀	球阀 DN80	材质：铜；规格/口径：DN80		管材管件阀门/阀门	管材管件阀门	阀门	阀门	个	个	1	417.50	CNY	按单个估价；按物料族“阀门”抽样复核中位数调整；样本数=6；可靠性=medium；调整系数=4.1750；金额按四舍五入保留两位小数。	DN80埃美柯球阀；球阀	PIPE-000244 球阀 球阀 DN80 材质：铜；规格/口径：DN80 DN80埃美柯球阀；球阀 阀门 埃美柯	埃美柯		active	standard	auto_select_allowed	PIPE-000244	1	v0.5标准类型：MT-8D95FADCFD52；旧名称：球阀	2026-07-08	球阀	MT-8D95FADCFD52	球阀	keep：名称稳定，未含规格/品牌，作为标准类型保留。	各阀类名称均为结构/功能类型，属性模板足以区分规格。	frozen	口径(required)；材质(optional)；接口/连接方式(optional)；压力等级(optional)；特征(optional)	
PIPE-000245	球阀	球阀 DN50	材质：铜；规格/口径：DN50		管材管件阀门/阀门	管材管件阀门	阀门	阀门	个	个	1	167.00	CNY	按单个估价；按物料族“阀门”抽样复核中位数调整；样本数=6；可靠性=medium；调整系数=4.1750；金额按四舍五入保留两位小数。	DN50埃美柯球阀；球阀	PIPE-000245 球阀 球阀 DN50 材质：铜；规格/口径：DN50 DN50埃美柯球阀；球阀 阀门 埃美柯	埃美柯		active	standard	auto_select_allowed	PIPE-000245	1	v0.5标准类型：MT-8D95FADCFD52；旧名称：球阀	2026-07-08	球阀	MT-8D95FADCFD52	球阀	keep：名称稳定，未含规格/品牌，作为标准类型保留。	各阀类名称均为结构/功能类型，属性模板足以区分规格。	frozen	口径(required)；材质(optional)；接口/连接方式(optional)；压力等级(optional)；特征(optional)	
PIPE-000246	接头	铜接头 DN80 加厚	材质：铜；规格/口径：DN80；特征：加厚；连接方式：螺纹		管材管件阀门/直接/接头	管材管件阀门	直接/接头	直接/接头	个	个	1	74.69	CNY	按单个估价，单价对应单位=个；按物料族“直接/接头”抽样复核中位数调整；样本数=8；可靠性=medium；调整系数=2.9875；金额按四舍五入保留两位小数。	DN80厚铜头；加厚铜接头；铜接头	PIPE-000246 接头 铜接头 DN80 加厚 材质：铜；规格/口径：DN80；特征：加厚；连接方式：螺纹 DN80厚铜头；加厚铜接头；铜接头 直接/接头			active	needs_review	auto_select_allowed	PIPE-000246	1		2026-07-08	接头			keep：通用接头作为兜底类型，覆盖未专用化的管接头。	覆盖完整；但直接/直通与管箍的定义边界重叠，需明确互斥规则。	review_required		该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。
PIPE-000247	接头	铜接头 DN50 加厚	材质：铜；规格/口径：DN50；特征：加厚；连接方式：螺纹		管材管件阀门/直接/接头	管材管件阀门	直接/接头	直接/接头	个	个	1	44.81	CNY	按单个估价，单价对应单位=个；按物料族“直接/接头”抽样复核中位数调整；样本数=8；可靠性=medium；调整系数=2.9875；金额按四舍五入保留两位小数。	DN50厚铜头；加厚铜接头；铜接头	PIPE-000247 接头 铜接头 DN50 加厚 材质：铜；规格/口径：DN50；特征：加厚；连接方式：螺纹 DN50厚铜头；加厚铜接头；铜接头 直接/接头			active	needs_review	auto_select_allowed	PIPE-000247	1		2026-07-08	接头			keep：通用接头作为兜底类型，覆盖未专用化的管接头。	覆盖完整；但直接/直通与管箍的定义边界重叠，需明确互斥规则。	review_required		该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。
PIPE-000248	通用接头加工件	接头加工件 89 外丝	规格：89mm；连接方式：外丝；材质：碳钢		定制加工件/定制管路件	定制加工件	定制管路件	定制管路件	个	个	1	77.72	CNY	按定制外丝接头89mm估价，单位个；按物料族“定制管路件”抽样复核中位数调整；样本数=7；可靠性=low；调整系数=1.9429；金额按四舍五入保留两位小数。	加工89外丝接头；外丝接头	PIPE-000248 接头加工件 接头加工件 89 外丝 规格：89mm；连接方式：外丝；材质：碳钢 加工89外丝接头；外丝接头 定制管路件			active	standard	auto_select_allowed	PIPE-000248	1	v0.5标准类型：MT-974B25EE4C8C；旧名称：接头加工件	2026-07-08	接头加工件	MT-974B25EE4C8C	通用接头加工件	rename：避免与管接头、卡箍接头等专用接头类型重叠，更名为通用接头加工件，并补充特征、接口类型属性。	审查通过。定制管路件以结构、接口和连接方式命名，标准名称未混入品牌/包装/尺寸，属性模板可区分现有SKU。	frozen	规格(required)；连接(optional)；接口形式(optional)；压力(optional)；特征(optional)；材质(optional)	
PIPE-000249	通用接头加工件	接头加工件 60 外丝	规格：60mm；连接方式：外丝；材质：碳钢		定制加工件/定制管路件	定制加工件	定制管路件	定制管路件	个	个	1	58.29	CNY	按定制外丝接头60mm估价，单位个；按物料族“定制管路件”抽样复核中位数调整；样本数=7；可靠性=low；调整系数=1.9429；金额按四舍五入保留两位小数。	加工60外丝接头；外丝接头	PIPE-000249 接头加工件 接头加工件 60 外丝 规格：60mm；连接方式：外丝；材质：碳钢 加工60外丝接头；外丝接头 定制管路件			active	standard	auto_select_allowed	PIPE-000249	1	v0.5标准类型：MT-974B25EE4C8C；旧名称：接头加工件	2026-07-08	接头加工件	MT-974B25EE4C8C	通用接头加工件	rename：避免与管接头、卡箍接头等专用接头类型重叠，更名为通用接头加工件，并补充特征、接口类型属性。	审查通过。定制管路件以结构、接口和连接方式命名，标准名称未混入品牌/包装/尺寸，属性模板可区分现有SKU。	frozen	规格(required)；连接(optional)；接口形式(optional)；压力(optional)；特征(optional)；材质(optional)	
PIPE-000250	卡箍接头加工件	卡箍接头加工件 DN168	材质：碳钢；口径：DN168		定制加工件/定制管路件	定制加工件	定制管路件	定制管路件	个	个	1	97.15	CNY	按每个碳钢卡箍接头估价；按物料族“定制管路件”抽样复核中位数调整；样本数=7；可靠性=low；调整系数=1.9429；金额按四舍五入保留两位小数。	加工168卡箍接头；卡箍接头	PIPE-000250 卡箍接头加工件 卡箍接头加工件 DN168 材质：碳钢；口径：DN168 加工168卡箍接头；卡箍接头 定制管路件			active	standard	auto_select_allowed	PIPE-000250	1	v0.5标准类型：MT-04D5F9CE22B0；旧名称：卡箍接头加工件	2026-07-08	卡箍接头加工件	MT-04D5F9CE22B0	卡箍接头加工件	keep：卡箍连接接头类型明确，保留。	审查通过。定制管路件以结构、接口和连接方式命名，标准名称未混入品牌/包装/尺寸，属性模板可区分现有SKU。	frozen	公称通径(required)；连接(optional)；特征(optional)；压力(optional)；材质(optional)	
PIPE-000251	卡箍接头加工件	卡箍接头加工件 DN89	材质：碳钢；口径：DN89		定制加工件/定制管路件	定制加工件	定制管路件	定制管路件	个	个	1	77.72	CNY	按每个碳钢卡箍接头估价；按物料族“定制管路件”抽样复核中位数调整；样本数=7；可靠性=low；调整系数=1.9429；金额按四舍五入保留两位小数。	加工89卡箍接头；卡箍接头	PIPE-000251 卡箍接头加工件 卡箍接头加工件 DN89 材质：碳钢；口径：DN89 加工89卡箍接头；卡箍接头 定制管路件			active	standard	auto_select_allowed	PIPE-000251	1	v0.5标准类型：MT-04D5F9CE22B0；旧名称：卡箍接头加工件	2026-07-08	卡箍接头加工件	MT-04D5F9CE22B0	卡箍接头加工件	keep：卡箍连接接头类型明确，保留。	审查通过。定制管路件以结构、接口和连接方式命名，标准名称未混入品牌/包装/尺寸，属性模板可区分现有SKU。	frozen	公称通径(required)；连接(optional)；特征(optional)；压力(optional)；材质(optional)	
PIPE-000252	弯头	碳钢焊接弯头 89mm*10mm	材质：碳钢；规格/口径：89mm；壁厚：10mm；连接：焊接		管材管件阀门/弯头	管材管件阀门	弯头	弯头	个	个	1	53.20	CNY	按单个估价；按物料族“弯头”抽样复核中位数调整；样本数=4；可靠性=medium；调整系数=1.7733；金额按四舍五入保留两位小数。	89*10焊接弯头；焊接弯头	PIPE-000252 弯头 碳钢焊接弯头 89mm*10mm 材质：碳钢；规格/口径：89mm；壁厚：10mm；连接：焊接 89*10焊接弯头；焊接弯头 弯头			active	standard	auto_select_allowed	PIPE-000252	1	v0.5标准类型：MT-81A9FB6F50A4；旧名称：弯头	2026-07-08	弯头	MT-81A9FB6F50A4	弯头	keep：现有名称即标准类型名称。	弯头族类型和名称决定均无实质问题。	frozen	材质(required)；口径(required)；角度(optional)；连接(optional)	
PIPE-000253	弯头	碳钢焊接弯头 168mm*10mm	材质：碳钢；规格/口径：168mm；壁厚：10mm；连接：焊接		管材管件阀门/弯头	管材管件阀门	弯头	弯头	个	个	1	106.40	CNY	按单个估价；按物料族“弯头”抽样复核中位数调整；样本数=4；可靠性=medium；调整系数=1.7733；金额按四舍五入保留两位小数。	168*10焊接弯头；焊接弯头	PIPE-000253 弯头 碳钢焊接弯头 168mm*10mm 材质：碳钢；规格/口径：168mm；壁厚：10mm；连接：焊接 168*10焊接弯头；焊接弯头 弯头			active	standard	auto_select_allowed	PIPE-000253	1	v0.5标准类型：MT-81A9FB6F50A4；旧名称：弯头	2026-07-08	弯头	MT-81A9FB6F50A4	弯头	keep：现有名称即标准类型名称。	弯头族类型和名称决定均无实质问题。	frozen	材质(required)；口径(required)；角度(optional)；连接(optional)	
PIPE-000254	卡箍加工件	卡箍加工件 DN219 焊接	口径：DN219；连接：焊接；材质：碳钢		定制加工件/定制管路件	定制加工件	定制管路件	定制管路件	个	个	1	106.86	CNY	按每个碳钢焊接卡箍估价；按物料族“定制管路件”抽样复核中位数调整；样本数=7；可靠性=low；调整系数=1.9429；金额按四舍五入保留两位小数。	加工219焊接卡箍；焊接卡箍	PIPE-000254 卡箍加工件 卡箍加工件 DN219 焊接 口径：DN219；连接：焊接；材质：碳钢 加工219焊接卡箍；焊接卡箍 定制管路件			active	standard	auto_select_allowed	PIPE-000254	1	v0.5标准类型：MT-855CF8E1ECC2；旧名称：卡箍加工件	2026-07-08	卡箍加工件	MT-855CF8E1ECC2	卡箍加工件	keep：卡箍结构类型明确，保留。	审查通过。定制管路件以结构、接口和连接方式命名，标准名称未混入品牌/包装/尺寸，属性模板可区分现有SKU。	frozen	公称通径(required)；连接(optional)；特征(optional)；材质(optional)	
PIPE-000255	高压软管	高压油管 76*4	规格/口径：76*4		液压气动/高压油管/胶管	液压气动	高压油管/胶管	高压油管/胶管	米	米	1	77.38	CNY	按米估价；按物料族“高压油管/胶管”抽样复核中位数调整；样本数=2；可靠性=low；调整系数=0.9673；金额按四舍五入保留两位小数。	76*4高压油管；高压油管	PIPE-000255 高压油管 高压油管 76*4 规格/口径：76*4 76*4高压油管；高压油管 高压油管/胶管			active	standard	auto_select_allowed	PIPE-000255	1	v0.5标准类型：MT-CB0A48F7A97D；旧名称：高压油管	2026-07-08	高压油管	MT-CB0A48F7A97D	高压软管	merge：橡胶基高压软管，与高压胶管、钢丝软管合并为高压软管。	橡胶基高压软管合并为高压软管，与高压树脂管按基材/结构互斥；旧名称均通过aliases覆盖，属性模板覆盖源规格，予以批准。	frozen	规格/口径(optional)；内径(optional)；等级(optional)；压力(optional)；长度(optional)；结构(optional)	
PIPE-000256	变径接头加工件	变径接头加工件 DN34*DN60 法兰 大小头	规格：DN34*DN60；连接：法兰；类型：大小头；材质：碳钢		定制加工件/定制管路件	定制加工件	定制管路件	定制管路件	套	套	1	174.86	CNY	按每套碳钢法兰大小头估价；按物料族“定制管路件”抽样复核中位数调整；样本数=7；可靠性=low；调整系数=1.9429；金额按四舍五入保留两位小数。	加工34*60法兰大小头；法兰异径接头	PIPE-000256 变径接头加工件 变径接头加工件 DN34*DN60 法兰 大小头 规格：DN34*DN60；连接：法兰；类型：大小头；材质：碳钢 加工34*60法兰大小头；法兰异径接头 定制管路件			active	standard	auto_select_allowed	PIPE-000256	1	v0.5标准类型：MT-00E9C8F1F6A5；旧名称：变径接头加工件	2026-07-08	变径接头加工件	MT-00E9C8F1F6A5	变径接头加工件	keep：变径功能类型明确，并补充大小头等类型属性。	审查通过。定制管路件以结构、接口和连接方式命名，标准名称未混入品牌/包装/尺寸，属性模板可区分现有SKU。	frozen	规格(required)；连接(optional)；压力(optional)；接头形式(optional)；材质(optional)	
PIPE-000257	减压阀	减压阀 DN50	公称直径：DN50		管材管件阀门/阀门	管材管件阀门	阀门	阀门	个	个	1	250.50	CNY	按DN50减压阀每个估价；按物料族“阀门”抽样复核中位数调整；样本数=6；可靠性=medium；调整系数=4.1750；金额按四舍五入保留两位小数。	DN50国标减压阀；减压阀	PIPE-000257 减压阀 减压阀 DN50 公称直径：DN50 DN50国标减压阀；减压阀 阀门			active	standard	auto_select_allowed	PIPE-000257	1	v0.5标准类型：MT-92792CE97FCF；旧名称：减压阀	2026-07-08	减压阀	MT-92792CE97FCF	减压阀	keep：名称稳定，未含规格/品牌，作为标准类型保留。	各阀类名称均为结构/功能类型，属性模板足以区分规格。	frozen	公称直径(required)；结构(optional)	
PIPE-000259	自锁接头	塑料自锁接头 8mm R1/4	气管外径：8mm；螺纹规格：R1/4；材质：塑料		液压气动/气动接头	液压气动	气动接头	气动接头	套	套	1	9.00	CNY	按常见自锁接头单价估算；按物料族“气动接头”抽样复核中位数调整；样本数=2；可靠性=low；调整系数=2.0000；金额按四舍五入保留两位小数。	气管自锁接头	PIPE-000259 自锁接头 塑料自锁接头 8mm R1/4 气管外径：8mm；螺纹规格：R1/4；材质：塑料 气管自锁接头 气动接头			active	standard	auto_select_allowed	PIPE-000259	1	v0.5标准类型：MT-7E5B43E6368C；旧名称：自锁接头	2026-07-08	自锁接头	MT-7E5B43E6368C	自锁接头	keep：自锁连接方式构成独立类型。	类型边界清晰，标准名称稳定，属性覆盖采购SKU区分维度，旧名称全部覆盖。	frozen	螺纹规格(required)；适用气管外径(required)；材质(optional)	
PIPE-000260	三通	碳钢焊接三通 168mm*10mm	材质：碳钢；规格/口径：168mm；壁厚：10mm；连接：焊接		管材管件阀门/三通	管材管件阀门	三通	三通	个	个	1	80.00	CNY	按单个估价；按物料族“三通”抽样复核中位数调整；样本数=3；可靠性=medium；调整系数=1.0000；金额按四舍五入保留两位小数。	168*10焊接三通；焊接三通	PIPE-000260 三通 碳钢焊接三通 168mm*10mm 材质：碳钢；规格/口径：168mm；壁厚：10mm；连接：焊接 168*10焊接三通；焊接三通 三通			active	standard	auto_select_allowed	PIPE-000260	1	v0.5标准类型：MT-A6E56B3BA604；旧名称：三通	2026-07-08	三通	MT-A6E56B3BA604	三通	keep：等径三通独立成类。	三通族类型边界基本清晰，名称决定合理。	frozen	材质(required)；口径(required)；连接(optional)	
PIPE-000261	管片螺栓	管片螺栓 8.8级 M24×150	规格/口径：M24×150；材质：碳钢；强度等级：8.8；表面处理：镀锌；定制：是		紧固件与连接件/螺丝/螺栓	紧固件与连接件	螺丝/螺栓	螺丝/螺栓	根	根	1	6.00	CNY	按根市场估价；按物料族“螺丝/螺栓”抽样复核中位数调整；样本数=11；可靠性=medium；调整系数=1.2000；金额按四舍五入保留两位小数。	加工管片螺丝；管片螺丝；螺丝	PIPE-000261 管片螺栓 管片螺栓 8.8级 M24×150 规格/口径：M24×150；材质：碳钢；强度等级：8.8；表面处理：镀锌；定制：是 加工管片螺丝；管片螺丝；螺丝 螺丝/螺栓			active	needs_review	auto_select_allowed	PIPE-000261	1		2026-07-08	管片螺栓			keep：管片螺栓用于盾构管片连接，专用性明确，保留为独立类型。	外六角螺栓合并涉及无头型证据；管片螺栓缺定制属性；螺丝套件必填属性与原始数据不兼容；需修订后通过。	review_required		源证据含“定制：是”，属性模板未提供定制属性，无法区分定制管片螺栓。；该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。
PIPE-000263	消防水带	消防水带 DN65 加厚	口径：DN65；特性：加厚；压力：1.6MPa；接口：内扣式；材质：橡胶；长度：按米计		安全消防/消防管件	安全消防	消防管件	消防管件	米	米	1	26.10	CNY	按米估价；按物料族“消防管件”抽样复核中位数调整；样本数=2；可靠性=low；调整系数=2.1750；金额按四舍五入保留两位小数。	65加厚消防水带；消防水带	PIPE-000263 消防水带 消防水带 DN65 加厚 口径：DN65；特性：加厚；压力：1.6MPa；接口：内扣式；材质：橡胶；长度：按米计 65加厚消防水带；消防水带 消防管件			active	standard	auto_select_allowed	PIPE-000263	1	v0.5标准类型：MT-FCFA733580C1；旧名称：消防水带	2026-07-08	消防水带	MT-FCFA733580C1	消防水带	keep：名称稳定，口径、特性、压力、接口留在SKU属性。	消防管件类型划分细致，快速接头/内扣接头/枪头/水带/阀类边界清楚，属性覆盖口径/连接/压力等。	frozen	公称直径(required)；材质(optional)；特征(optional)；压力(optional)；连接方式(optional)；长度说明(optional)	
PIPE-000264	气动阀	气动阀 DN50	公称直径：DN50；状态：常闭		液压气动/液压气动阀	液压气动	液压气动阀	液压气动阀	套	套	1	425.00	CNY	按套估价，包含气动阀本体及配套密封件；按物料族“液压气动阀”抽样复核中位数调整；样本数=1；可靠性=low；调整系数=0.4250；金额按四舍五入保留两位小数。	DN50常闭气动阀；常闭气动阀	PIPE-000264 气动阀 气动阀 DN50 公称直径：DN50；状态：常闭 DN50常闭气动阀；常闭气动阀 液压气动阀			active	standard	auto_select_allowed	PIPE-000264	1	v0.5标准类型：MT-C6D1159B83ED；旧名称：气动阀	2026-07-08	气动阀	MT-C6D1159B83ED	气动阀	keep：阀类型稳定，型号/口径/阀位状态归SKU属性。	阀类型稳定，属性覆盖型号/口径/电压等区分维度。	frozen	阀位状态(required)；型号(optional)；公称通径(optional)；材质(optional)	
PIPE-000265	无缝钢管	无缝钢管 60*4 碳钢	外径：60mm；壁厚：4mm；材质：碳钢		金属材料/钢管	金属材料	钢管	钢管	米	米	1	98.00	CNY	按米计价，参考无缝钢管市场价；按物料族“钢管”抽样复核中位数调整；样本数=2；可靠性=low；调整系数=1.4000；金额按四舍五入保留两位小数。	60*4无缝管；无缝钢管	PIPE-000265 无缝钢管 无缝钢管 60*4 碳钢 外径：60mm；壁厚：4mm；材质：碳钢 60*4无缝管；无缝钢管 钢管			active	standard	auto_select_allowed	PIPE-000265	1	v0.5标准类型：MT-F70D097AA294；旧名称：无缝钢管	2026-07-08	无缝钢管	MT-F70D097AA294	无缝钢管	keep：无缝工艺类型明确，按外径×壁厚采购，保留。	类型边界清晰，对未确认工艺的钢管保留待证据处理，可批准。	frozen	规格(required)；材质(required)；长度(optional)	
PIPE-000266	管加工件	管加工件 6分镀锌水管	材质：镀锌钢管；公称口径：6分（DN20）；用途：水管；长度：按需定尺		定制加工件/定制管路件	定制加工件	定制管路件	定制管路件	根	根	1	68.00	CNY	按定制镀锌水管6分每根估价，单位根；按物料族“定制管路件”抽样复核中位数调整；样本数=7；可靠性=low；调整系数=1.9429；金额按四舍五入保留两位小数。	加工6分水管；水管加工件	PIPE-000266 管加工件 管加工件 6分镀锌水管 材质：镀锌钢管；公称口径：6分（DN20）；用途：水管；长度：按需定尺 加工6分水管；水管加工件 定制管路件			active	standard	auto_select_allowed	PIPE-000266	1	v0.5标准类型：MT-6FFBB6BCE331；旧名称：管加工件	2026-07-08	管加工件	MT-6FFBB6BCE331	管加工件	keep：管段加工件类型保留，并补充加工内容、用途等属性。	审查通过。定制管路件以结构、接口和连接方式命名，标准名称未混入品牌/包装/尺寸，属性模板可区分现有SKU。	frozen	材质(required)；公称通径(required)；接口(optional)；长度(optional)；壁厚(optional)；加工内容(optional)；用途(optional)	
PIPE-000267	球阀	球阀 DN50 PPR	材质：PPR；规格/口径：DN50		管材管件阀门/阀门	管材管件阀门	阀门	阀门	个	个	1	83.50	CNY	按单个估价；按物料族“阀门”抽样复核中位数调整；样本数=6；可靠性=medium；调整系数=4.1750；金额按四舍五入保留两位小数。	PPR球阀	PIPE-000267 球阀 球阀 DN50 PPR 材质：PPR；规格/口径：DN50 PPR球阀 阀门			active	standard	auto_select_allowed	PIPE-000267	1	v0.5标准类型：MT-8D95FADCFD52；旧名称：球阀	2026-07-08	球阀	MT-8D95FADCFD52	球阀	keep：名称稳定，未含规格/品牌，作为标准类型保留。	各阀类名称均为结构/功能类型，属性模板足以区分规格。	frozen	口径(required)；材质(optional)；接口/连接方式(optional)；压力等级(optional)；特征(optional)	
PIPE-000268	卡箍加工件	卡箍加工件 DN89 加厚	口径：DN89；特征：加厚；材质：碳钢		定制加工件/定制管路件	定制加工件	定制管路件	定制管路件	个	个	1	68.00	CNY	按每个碳钢加厚卡箍估价；按物料族“定制管路件”抽样复核中位数调整；样本数=7；可靠性=low；调整系数=1.9429；金额按四舍五入保留两位小数。	加工89加厚卡箍；加厚卡箍	PIPE-000268 卡箍加工件 卡箍加工件 DN89 加厚 口径：DN89；特征：加厚；材质：碳钢 加工89加厚卡箍；加厚卡箍 定制管路件			active	standard	auto_select_allowed	PIPE-000268	1	v0.5标准类型：MT-855CF8E1ECC2；旧名称：卡箍加工件	2026-07-08	卡箍加工件	MT-855CF8E1ECC2	卡箍加工件	keep：卡箍结构类型明确，保留。	审查通过。定制管路件以结构、接口和连接方式命名，标准名称未混入品牌/包装/尺寸，属性模板可区分现有SKU。	frozen	公称通径(required)；连接(optional)；特征(optional)；材质(optional)	
PIPE-000269	卡箍加工件	卡箍加工件 DN219 加厚	口径：DN219；特征：加厚；材质：碳钢		定制加工件/定制管路件	定制加工件	定制管路件	定制管路件	个	个	1	116.57	CNY	按每个碳钢加厚卡箍估价；按物料族“定制管路件”抽样复核中位数调整；样本数=7；可靠性=low；调整系数=1.9429；金额按四舍五入保留两位小数。	加工219加厚卡箍；加厚卡箍	PIPE-000269 卡箍加工件 卡箍加工件 DN219 加厚 口径：DN219；特征：加厚；材质：碳钢 加工219加厚卡箍；加厚卡箍 定制管路件			active	standard	auto_select_allowed	PIPE-000269	1	v0.5标准类型：MT-855CF8E1ECC2；旧名称：卡箍加工件	2026-07-08	卡箍加工件	MT-855CF8E1ECC2	卡箍加工件	keep：卡箍结构类型明确，保留。	审查通过。定制管路件以结构、接口和连接方式命名，标准名称未混入品牌/包装/尺寸，属性模板可区分现有SKU。	frozen	公称通径(required)；连接(optional)；特征(optional)；材质(optional)	
